gene_id	colors
ENSG00000155011.9	turquoise
ENSG00000155016.18	brown
ENSG00000155052.14	green
ENSG00000155066.16	blue
ENSG00000155511.18	yellow
ENSG00000155760.2	turquoise
ENSG00000156076.10	grey
ENSG00000156218.13	turquoise
ENSG00000156234.7	yellow
ENSG00000156284.6	turquoise
ENSG00000156413.14	yellow
ENSG00000156414.19	grey
ENSG00000156466.10	turquoise
ENSG00000156510.13	brown
ENSG00000156564.9	brown
ENSG00000156687.11	green
ENSG00000156738.18	yellow
ENSG00000156875.14	green
ENSG00000156959.9	blue
ENSG00000157064.11	turquoise
ENSG00000157087.20	blue
ENSG00000157103.12	blue
ENSG00000157111.13	turquoise
ENSG00000157168.20	turquoise
ENSG00000157219.5	brown
ENSG00000157404.16	yellow
ENSG00000157502.13	blue
ENSG00000157551.19	blue
ENSG00000157570.12	turquoise
ENSG00000157613.11	turquoise
ENSG00000157765.13	turquoise
ENSG00000157766.19	turquoise
ENSG00000157890.17	blue
ENSG00000157927.17	turquoise
ENSG00000158055.16	blue
ENSG00000158125.10	grey
ENSG00000158164.7	brown
ENSG00000158258.16	blue
ENSG00000158477.7	brown
ENSG00000158481.13	brown
ENSG00000158485.11	brown
ENSG00000158488.16	brown
ENSG00000158497.5	brown
ENSG00000158525.16	brown
ENSG00000158764.7	blue
ENSG00000158813.18	green
ENSG00000158815.11	turquoise
ENSG00000159184.8	yellow
ENSG00000159212.13	turquoise
ENSG00000159217.10	turquoise
ENSG00000159247.13	turquoise
ENSG00000159307.19	turquoise
ENSG00000159337.7	blue
ENSG00000159339.13	brown
ENSG00000159387.8	grey
ENSG00000159648.11	turquoise
ENSG00000160013.9	yellow
ENSG00000160111.14	turquoise
ENSG00000160180.15	blue
ENSG00000160200.18	turquoise
ENSG00000160221.18	grey
ENSG00000160223.17	yellow
ENSG00000160224.17	yellow
ENSG00000160282.14	turquoise
ENSG00000160321.15	turquoise
ENSG00000160339.16	turquoise
ENSG00000160471.13	turquoise
ENSG00000160654.11	brown
ENSG00000160801.14	turquoise
ENSG00000160862.13	turquoise
ENSG00000160868.15	blue
ENSG00000160886.13	turquoise
ENSG00000160963.14	turquoise
ENSG00000161055.4	turquoise
ENSG00000161082.13	brown
ENSG00000161249.21	blue
ENSG00000161270.20	grey
ENSG00000161281.11	brown
ENSG00000161649.13	grey
ENSG00000161798.7	turquoise
ENSG00000161850.3	turquoise
ENSG00000161888.11	brown
ENSG00000161896.12	grey
ENSG00000162006.9	yellow
ENSG00000162009.8	yellow
ENSG00000162039.17	brown
ENSG00000162040.7	grey
ENSG00000162069.16	turquoise
ENSG00000162078.11	turquoise
ENSG00000162105.19	turquoise
ENSG00000162366.8	yellow
ENSG00000162494.6	brown
ENSG00000162520.15	green
ENSG00000162576.17	turquoise
ENSG00000162592.10	turquoise
ENSG00000162595.7	blue
ENSG00000162621.7	blue
ENSG00000162631.19	grey
ENSG00000162676.12	brown
ENSG00000162687.19	turquoise
ENSG00000162706.13	yellow
ENSG00000162772.17	yellow
ENSG00000162782.16	grey
ENSG00000162804.14	turquoise
ENSG00000162825.16	turquoise
ENSG00000162873.15	grey
ENSG00000162896.6	turquoise
ENSG00000162951.11	turquoise
ENSG00000162975.5	brown
ENSG00000162981.14	blue
ENSG00000162998.5	turquoise
ENSG00000163032.12	green
ENSG00000163064.7	yellow
ENSG00000163121.10	blue
ENSG00000163207.7	blue
ENSG00000163218.15	blue
ENSG00000163220.11	blue
ENSG00000163273.4	brown
ENSG00000163331.12	grey
ENSG00000163362.11	green
ENSG00000163394.6	turquoise
ENSG00000163395.17	turquoise
ENSG00000163399.16	green
ENSG00000163435.16	turquoise
ENSG00000163519.14	brown
ENSG00000163534.15	yellow
ENSG00000163618.18	blue
ENSG00000163673.7	brown
ENSG00000163710.9	turquoise
ENSG00000163739.5	turquoise
ENSG00000163749.17	turquoise
ENSG00000163751.4	grey
ENSG00000163814.8	turquoise
ENSG00000163825.4	grey
ENSG00000163827.13	turquoise
ENSG00000163879.11	turquoise
ENSG00000163884.4	turquoise
ENSG00000163898.10	turquoise
ENSG00000163909.8	turquoise
ENSG00000163923.10	brown
ENSG00000163982.6	turquoise
ENSG00000164007.11	blue
ENSG00000164023.14	turquoise
ENSG00000164099.3	turquoise
ENSG00000164100.9	brown
ENSG00000164106.8	blue
ENSG00000164128.7	green
ENSG00000164161.10	brown
ENSG00000164171.11	green
ENSG00000164176.13	turquoise
ENSG00000164199.18	turquoise
ENSG00000164265.9	turquoise
ENSG00000164379.7	blue
ENSG00000164411.12	turquoise
ENSG00000164440.15	blue
ENSG00000164488.12	turquoise
ENSG00000164509.15	blue
ENSG00000164530.15	brown
ENSG00000164588.8	blue
ENSG00000164616.16	brown
ENSG00000164619.10	turquoise
ENSG00000164651.17	turquoise
ENSG00000164669.13	grey
ENSG00000164683.18	turquoise
ENSG00000164692.18	turquoise
ENSG00000164694.17	yellow
ENSG00000164749.13	turquoise
ENSG00000164756.12	grey
ENSG00000164761.9	yellow
ENSG00000164764.11	turquoise
ENSG00000164796.18	blue
ENSG00000164821.5	brown
ENSG00000164822.5	brown
ENSG00000164825.4	grey
ENSG00000164841.5	blue
ENSG00000164920.9	turquoise
ENSG00000164946.20	blue
ENSG00000165061.15	blue
ENSG00000165084.16	turquoise
ENSG00000165092.13	blue
ENSG00000165124.18	turquoise
ENSG00000165164.14	blue
ENSG00000165186.12	blue
ENSG00000165194.15	blue
ENSG00000165197.5	blue
ENSG00000165215.6	grey
ENSG00000165246.14	grey
ENSG00000165300.7	turquoise
ENSG00000165323.15	blue
ENSG00000165325.14	turquoise
ENSG00000165349.12	brown
ENSG00000165379.13	grey
ENSG00000165409.18	brown
ENSG00000165443.12	turquoise
ENSG00000165449.11	turquoise
ENSG00000165474.8	turquoise
ENSG00000165553.4	blue
ENSG00000165621.8	turquoise
ENSG00000165643.11	turquoise
ENSG00000165702.14	yellow
ENSG00000165730.16	turquoise
ENSG00000165794.10	blue
ENSG00000165799.5	turquoise
ENSG00000165816.13	turquoise
ENSG00000165863.17	turquoise
ENSG00000165899.11	turquoise
ENSG00000165949.12	blue
ENSG00000165953.10	turquoise
ENSG00000165966.16	turquoise
ENSG00000165973.19	turquoise
ENSG00000166004.15	green
ENSG00000166086.13	green
ENSG00000166159.11	blue
ENSG00000166165.13	yellow
ENSG00000166173.11	turquoise
ENSG00000166183.16	turquoise
ENSG00000166206.15	blue
ENSG00000166211.8	blue
ENSG00000166220.12	brown
ENSG00000166250.12	turquoise
ENSG00000166292.12	blue
ENSG00000166349.10	brown
ENSG00000166394.15	turquoise
ENSG00000166396.13	green
ENSG00000166407.14	turquoise
ENSG00000166415.15	turquoise
ENSG00000166448.15	turquoise
ENSG00000166450.13	turquoise
ENSG00000166482.12	turquoise
ENSG00000166510.14	turquoise
ENSG00000166535.20	yellow
ENSG00000166558.11	turquoise
ENSG00000166634.6	turquoise
ENSG00000166670.10	blue
ENSG00000166741.8	yellow
ENSG00000166796.12	grey
ENSG00000166803.14	brown
ENSG00000166819.12	grey
ENSG00000166828.3	turquoise
ENSG00000166831.9	brown
ENSG00000166840.13	brown
ENSG00000166869.3	blue
ENSG00000166897.16	brown
ENSG00000166923.12	yellow
ENSG00000166961.15	turquoise
ENSG00000166963.13	brown
ENSG00000167080.9	turquoise
ENSG00000167105.8	turquoise
ENSG00000167183.3	yellow
ENSG00000167244.21	green
ENSG00000167281.19	blue
ENSG00000167286.10	brown
ENSG00000167311.14	turquoise
ENSG00000167414.4	grey
ENSG00000167434.10	turquoise
ENSG00000167580.8	turquoise
ENSG00000167619.13	blue
ENSG00000167653.5	blue
ENSG00000167656.5	yellow
ENSG00000167664.8	brown
ENSG00000167723.15	turquoise
ENSG00000167741.11	yellow
ENSG00000167755.15	turquoise
ENSG00000167757.14	turquoise
ENSG00000167759.13	turquoise
ENSG00000167767.14	yellow
ENSG00000167768.4	brown
ENSG00000167772.12	turquoise
ENSG00000167779.9	turquoise
ENSG00000167880.8	yellow
ENSG00000167916.5	blue
ENSG00000167941.3	turquoise
ENSG00000168032.10	blue
ENSG00000168077.14	turquoise
ENSG00000168079.17	turquoise
ENSG00000168135.4	brown
ENSG00000168140.5	turquoise
ENSG00000168269.10	turquoise
ENSG00000168309.18	turquoise
ENSG00000168329.14	turquoise
ENSG00000168333.14	blue
ENSG00000168421.13	brown
ENSG00000168447.11	turquoise
ENSG00000168453.15	blue
ENSG00000168481.9	grey
ENSG00000168484.12	grey
ENSG00000168505.7	turquoise
ENSG00000168542.16	yellow
ENSG00000168621.15	turquoise
ENSG00000168671.10	brown
ENSG00000168679.18	turquoise
ENSG00000168685.15	brown
ENSG00000168702.18	turquoise
ENSG00000168772.11	turquoise
ENSG00000168824.14	brown
ENSG00000168874.13	turquoise
ENSG00000168875.3	yellow
ENSG00000168878.19	grey
ENSG00000168907.13	blue
ENSG00000168970.22	green
ENSG00000168993.15	brown
ENSG00000169031.20	turquoise
ENSG00000169035.12	turquoise
ENSG00000169071.15	turquoise
ENSG00000169083.18	brown
ENSG00000169122.11	turquoise
ENSG00000169129.15	turquoise
ENSG00000169174.11	yellow
ENSG00000169184.6	turquoise
ENSG00000169245.6	yellow
ENSG00000169248.13	yellow
ENSG00000169313.10	green
ENSG00000169347.17	yellow
ENSG00000169435.14	brown
ENSG00000169436.17	blue
ENSG00000169442.9	brown
ENSG00000169469.9	blue
ENSG00000169474.4	blue
ENSG00000169550.14	blue
ENSG00000169575.5	brown
ENSG00000169583.13	brown
ENSG00000169594.13	brown
ENSG00000169760.17	turquoise
ENSG00000169840.5	yellow
ENSG00000169851.15	turquoise
ENSG00000169862.19	blue
ENSG00000169894.18	blue
ENSG00000169900.8	yellow
ENSG00000169933.16	turquoise
ENSG00000169962.5	grey
ENSG00000169994.18	brown
ENSG00000170160.17	turquoise
ENSG00000170162.14	turquoise
ENSG00000170231.16	blue
ENSG00000170323.9	grey
ENSG00000170345.10	yellow
ENSG00000170369.4	yellow
ENSG00000170370.12	grey
ENSG00000170373.8	yellow
ENSG00000170381.14	turquoise
ENSG00000170419.11	blue
ENSG00000170454.6	blue
ENSG00000170465.10	blue
ENSG00000170476.16	brown
ENSG00000170477.13	yellow
ENSG00000170498.9	grey
ENSG00000170500.13	grey
ENSG00000170549.4	grey
ENSG00000170558.10	turquoise
ENSG00000170561.13	turquoise
ENSG00000170577.8	blue
ENSG00000170608.3	turquoise
ENSG00000170624.13	blue
ENSG00000170775.3	blue
ENSG00000170786.12	yellow
ENSG00000170801.10	yellow
ENSG00000170837.3	turquoise
ENSG00000170961.7	yellow
ENSG00000171004.18	turquoise
ENSG00000171016.13	yellow
ENSG00000171119.2	turquoise
ENSG00000171124.13	turquoise
ENSG00000171234.14	blue
ENSG00000171236.10	turquoise
ENSG00000171243.8	grey
ENSG00000171246.6	brown
ENSG00000171303.7	yellow
ENSG00000171346.16	blue
ENSG00000171360.4	grey
ENSG00000171385.10	blue
ENSG00000171401.15	yellow
ENSG00000171403.10	blue
ENSG00000171435.14	yellow
ENSG00000171446.7	turquoise
ENSG00000171462.15	turquoise
ENSG00000171517.6	turquoise
ENSG00000171533.11	turquoise
ENSG00000171611.10	brown
ENSG00000171711.3	yellow
ENSG00000171724.3	grey
ENSG00000171759.10	blue
ENSG00000171772.17	turquoise
ENSG00000171794.4	brown
ENSG00000171798.18	blue
ENSG00000171804.11	turquoise
ENSG00000171819.5	green
ENSG00000171885.18	turquoise
ENSG00000171889.5	turquoise
ENSG00000171903.16	yellow
ENSG00000172005.11	brown
ENSG00000172020.13	turquoise
ENSG00000172061.9	yellow
ENSG00000172116.23	brown
ENSG00000172137.19	grey
ENSG00000172156.4	yellow
ENSG00000172179.12	brown
ENSG00000172201.12	turquoise
ENSG00000172236.18	grey
ENSG00000172247.4	turquoise
ENSG00000172350.10	brown
ENSG00000172460.17	turquoise
ENSG00000172461.11	turquoise
ENSG00000172478.18	yellow
ENSG00000172548.14	blue
ENSG00000172572.7	turquoise
ENSG00000172673.11	brown
ENSG00000172724.12	blue
ENSG00000172789.3	yellow
ENSG00000172867.4	turquoise
ENSG00000172927.8	turquoise
ENSG00000172935.9	turquoise
ENSG00000172987.13	grey
ENSG00000172995.16	brown
ENSG00000173114.13	brown
ENSG00000173124.14	brown
ENSG00000173157.17	turquoise
ENSG00000173175.15	turquoise
ENSG00000173213.9	turquoise
ENSG00000173227.14	turquoise
ENSG00000173253.15	grey
ENSG00000173267.14	turquoise
ENSG00000173285.4	brown
ENSG00000173376.14	turquoise
ENSG00000173391.9	turquoise
ENSG00000173404.5	blue
ENSG00000173406.16	blue
ENSG00000173432.12	turquoise
ENSG00000173585.16	brown
ENSG00000173641.18	yellow
ENSG00000173673.8	brown
ENSG00000173698.18	green
ENSG00000173714.8	blue
ENSG00000173762.8	brown
ENSG00000173805.16	turquoise
ENSG00000173809.18	grey
ENSG00000173976.16	blue
ENSG00000174015.10	turquoise
ENSG00000174171.6	yellow
ENSG00000174226.9	blue
ENSG00000174326.14	turquoise
ENSG00000174482.10	grey
ENSG00000174498.14	brown
ENSG00000174502.19	yellow
ENSG00000174567.8	grey
ENSG00000174607.11	yellow
ENSG00000174697.5	yellow
ENSG00000174740.8	green
ENSG00000174938.14	grey
ENSG00000174939.11	yellow
ENSG00000174950.11	grey
ENSG00000175063.17	brown
ENSG00000175084.12	yellow
ENSG00000175093.5	brown
ENSG00000175097.8	brown
ENSG00000175121.11	blue
ENSG00000175164.15	turquoise
ENSG00000175229.7	turquoise
ENSG00000175315.3	turquoise
ENSG00000175426.11	blue
ENSG00000175497.17	blue
ENSG00000175591.12	green
ENSG00000175785.13	turquoise
ENSG00000175877.4	yellow
ENSG00000175894.18	grey
ENSG00000175985.10	blue
ENSG00000176007.10	blue
ENSG00000176009.3	turquoise
ENSG00000176029.14	blue
ENSG00000176046.9	blue
ENSG00000176049.16	brown
ENSG00000176076.7	brown
ENSG00000176136.6	grey
ENSG00000176153.12	blue
ENSG00000176165.12	blue
ENSG00000176194.18	yellow
ENSG00000176204.13	turquoise
ENSG00000176302.13	turquoise
ENSG00000176320.2	brown
ENSG00000176349.11	grey
ENSG00000176381.6	grey
ENSG00000176510.5	blue
ENSG00000176532.4	turquoise
ENSG00000176728.10	grey
ENSG00000176769.9	blue
ENSG00000176842.15	grey
ENSG00000176887.7	grey
ENSG00000176956.13	brown
ENSG00000176971.4	turquoise
ENSG00000176986.16	green
ENSG00000177098.9	turquoise
ENSG00000177133.11	turquoise
ENSG00000177234.7	grey
ENSG00000177335.11	turquoise
ENSG00000177363.5	turquoise
ENSG00000177398.18	brown
ENSG00000177455.15	yellow
ENSG00000177494.6	blue
ENSG00000177508.12	turquoise
ENSG00000177519.4	turquoise
ENSG00000177551.5	grey
ENSG00000177614.11	blue
ENSG00000177839.7	yellow
ENSG00000177910.8	turquoise
ENSG00000178222.13	turquoise
ENSG00000178233.18	yellow
ENSG00000178235.8	grey
ENSG00000178372.8	yellow
ENSG00000178401.16	turquoise
ENSG00000178538.10	turquoise
ENSG00000178568.15	turquoise
ENSG00000178662.16	green
ENSG00000178723.7	blue
ENSG00000178860.8	turquoise
ENSG00000178919.9	turquoise
ENSG00000178934.5	blue
ENSG00000178965.14	blue
ENSG00000178999.13	brown
ENSG00000179008.9	turquoise
ENSG00000179148.10	turquoise
ENSG00000179178.11	turquoise
ENSG00000179242.16	turquoise
ENSG00000179277.9	green
ENSG00000179455.10	brown
ENSG00000179477.11	yellow
ENSG00000179520.11	brown
ENSG00000179542.16	blue
ENSG00000179639.10	grey
ENSG00000179796.12	grey
ENSG00000179813.7	blue
ENSG00000179869.15	yellow
ENSG00000179913.11	yellow
ENSG00000179914.5	blue
ENSG00000179915.24	blue
ENSG00000179934.7	brown
ENSG00000180096.12	brown
ENSG00000180178.11	turquoise
ENSG00000180229.12	grey
ENSG00000180264.11	blue
ENSG00000180287.17	turquoise
ENSG00000180347.13	turquoise
ENSG00000180383.3	blue
ENSG00000180438.15	yellow
ENSG00000180440.4	turquoise
ENSG00000180458.2	turquoise
ENSG00000180532.10	turquoise
ENSG00000180535.4	yellow
ENSG00000180537.13	turquoise
ENSG00000180613.11	turquoise
ENSG00000180720.7	turquoise
ENSG00000180801.14	green
ENSG00000180806.5	yellow
ENSG00000180828.3	yellow
ENSG00000180875.5	turquoise
ENSG00000181085.15	grey
ENSG00000181092.10	yellow
ENSG00000181143.15	yellow
ENSG00000181195.11	blue
ENSG00000181215.15	blue
ENSG00000181234.9	brown
ENSG00000181374.8	blue
ENSG00000181408.4	turquoise
ENSG00000181449.4	turquoise
ENSG00000181458.10	turquoise
ENSG00000181541.6	turquoise
ENSG00000181617.6	yellow
ENSG00000181656.7	turquoise
ENSG00000181790.11	blue
ENSG00000182013.18	grey
ENSG00000182040.9	grey
ENSG00000182050.13	blue
ENSG00000182168.15	grey
ENSG00000182255.7	turquoise
ENSG00000182256.13	grey
ENSG00000182272.12	grey
ENSG00000182333.15	blue
ENSG00000182492.16	turquoise
ENSG00000182557.8	brown
ENSG00000182583.12	turquoise
ENSG00000182585.10	blue
ENSG00000182601.7	turquoise
ENSG00000182667.14	yellow
ENSG00000182732.18	turquoise
ENSG00000182759.4	grey
ENSG00000182782.8	turquoise
ENSG00000182795.13	green
ENSG00000182866.17	brown
ENSG00000182870.13	turquoise
ENSG00000182912.6	turquoise
ENSG00000182916.8	turquoise
ENSG00000182968.5	turquoise
ENSG00000183090.5	brown
ENSG00000183117.19	grey
ENSG00000183128.7	turquoise
ENSG00000183134.5	brown
ENSG00000183153.7	turquoise
ENSG00000183166.11	brown
ENSG00000183196.10	blue
ENSG00000183242.12	turquoise
ENSG00000183273.7	turquoise
ENSG00000183287.14	grey
ENSG00000183347.15	blue
ENSG00000183378.12	turquoise
ENSG00000183434.10	turquoise
ENSG00000183454.18	blue
ENSG00000183458.14	green
ENSG00000183560.9	turquoise
ENSG00000183654.9	turquoise
ENSG00000183715.13	grey
ENSG00000183734.4	grey
ENSG00000183778.17	grey
ENSG00000183783.7	turquoise
ENSG00000183801.8	turquoise
ENSG00000183876.9	turquoise
ENSG00000183878.15	grey
ENSG00000183908.7	turquoise
ENSG00000183918.17	brown
ENSG00000184012.13	grey
ENSG00000184058.14	turquoise
ENSG00000184139.8	grey
ENSG00000184160.8	turquoise
ENSG00000184163.3	turquoise
ENSG00000184221.13	blue
ENSG00000184226.15	brown
ENSG00000184254.17	turquoise
ENSG00000184292.7	turquoise
ENSG00000184302.7	turquoise
ENSG00000184313.20	blue
ENSG00000184357.5	brown
ENSG00000184408.10	turquoise
ENSG00000184524.6	blue
ENSG00000184564.11	green
ENSG00000184601.11	blue
ENSG00000184672.12	blue
ENSG00000184697.7	turquoise
ENSG00000184702.20	green
ENSG00000184809.13	brown
ENSG00000184811.4	grey
ENSG00000184845.4	blue
ENSG00000184895.8	grey
ENSG00000184905.9	grey
ENSG00000184908.18	turquoise
ENSG00000184937.16	grey
ENSG00000184995.7	turquoise
ENSG00000185028.4	brown
ENSG00000185052.12	green
ENSG00000185053.14	turquoise
ENSG00000185070.11	turquoise
ENSG00000185133.14	turquoise
ENSG00000185149.6	turquoise
ENSG00000185198.12	brown
ENSG00000185269.12	turquoise
ENSG00000185274.12	turquoise
ENSG00000185290.4	turquoise
ENSG00000185303.17	yellow
ENSG00000185352.8	turquoise
ENSG00000185372.3	turquoise
ENSG00000185479.6	blue
ENSG00000185499.16	turquoise
ENSG00000185518.12	blue
ENSG00000185559.16	turquoise
ENSG00000185565.12	yellow
ENSG00000185567.7	blue
ENSG00000185610.6	turquoise
ENSG00000185640.6	blue
ENSG00000185652.12	turquoise
ENSG00000185686.18	turquoise
ENSG00000185818.8	turquoise
ENSG00000185904.12	yellow
ENSG00000185924.7	turquoise
ENSG00000185933.7	grey
ENSG00000185942.13	turquoise
ENSG00000185985.11	turquoise
ENSG00000185988.15	turquoise
ENSG00000186007.10	grey
ENSG00000186038.9	grey
ENSG00000186150.5	turquoise
ENSG00000186204.15	blue
ENSG00000186212.4	turquoise
ENSG00000186297.12	blue
ENSG00000186306.1	brown
ENSG00000186340.16	yellow
ENSG00000186377.8	turquoise
ENSG00000186417.14	turquoise
ENSG00000186439.14	grey
ENSG00000186453.13	turquoise
ENSG00000186462.9	green
ENSG00000186474.15	turquoise
ENSG00000186479.5	green
ENSG00000186487.20	brown
ENSG00000186493.13	turquoise
ENSG00000186526.13	blue
ENSG00000186529.16	blue
ENSG00000186676.3	grey
ENSG00000186684.14	turquoise
ENSG00000186732.14	grey
ENSG00000186766.8	turquoise
ENSG00000186831.11	brown
ENSG00000186832.9	blue
ENSG00000186847.6	turquoise
ENSG00000186854.11	brown
ENSG00000186867.11	turquoise
ENSG00000186897.5	turquoise
ENSG00000186907.8	turquoise
ENSG00000186960.12	grey
ENSG00000187017.17	blue
ENSG00000187068.3	turquoise
ENSG00000187122.17	brown
ENSG00000187123.15	grey
ENSG00000187140.6	grey
ENSG00000187193.9	blue
ENSG00000187244.12	turquoise
ENSG00000187288.12	yellow
ENSG00000187372.11	green
ENSG00000187510.10	yellow
ENSG00000187621.15	grey
ENSG00000187634.12	turquoise
ENSG00000187642.9	turquoise
ENSG00000187689.10	blue
ENSG00000187720.14	turquoise
ENSG00000187721.8	turquoise
ENSG00000187758.8	turquoise
ENSG00000187783.12	brown
ENSG00000187848.15	turquoise
ENSG00000187855.5	yellow
ENSG00000187862.12	brown
ENSG00000187889.13	blue
ENSG00000187912.12	yellow
ENSG00000187955.12	turquoise
ENSG00000187957.8	turquoise
ENSG00000187980.7	brown
ENSG00000188011.5	brown
ENSG00000188013.6	turquoise
ENSG00000188039.16	yellow
ENSG00000188064.10	blue
ENSG00000188133.6	turquoise
ENSG00000188162.12	blue
ENSG00000188175.10	grey
ENSG00000188176.12	grey
ENSG00000188219.14	turquoise
ENSG00000188257.12	yellow
ENSG00000188263.10	yellow
ENSG00000188282.12	blue
ENSG00000188293.6	grey
ENSG00000188508.11	blue
ENSG00000188536.13	grey
ENSG00000188573.8	turquoise
ENSG00000188580.15	blue
ENSG00000188730.5	blue
ENSG00000188738.15	turquoise
ENSG00000188770.10	turquoise
ENSG00000188783.6	yellow
ENSG00000188828.12	blue
ENSG00000188833.10	grey
ENSG00000188848.16	brown
ENSG00000188883.5	turquoise
ENSG00000188910.8	grey
ENSG00000188933.16	turquoise
ENSG00000189001.11	blue
ENSG00000189058.9	turquoise
ENSG00000189120.5	turquoise
ENSG00000189134.4	turquoise
ENSG00000189143.9	yellow
ENSG00000189184.12	turquoise
ENSG00000189212.12	turquoise
ENSG00000189221.10	turquoise
ENSG00000189223.15	grey
ENSG00000189229.11	turquoise
ENSG00000189292.16	blue
ENSG00000189325.7	yellow
ENSG00000189366.9	turquoise
ENSG00000189377.9	yellow
ENSG00000189423.13	brown
ENSG00000189431.8	turquoise
ENSG00000189433.7	yellow
ENSG00000196071.5	blue
ENSG00000196090.12	brown
ENSG00000196091.15	yellow
ENSG00000196092.14	yellow
ENSG00000196104.11	turquoise
ENSG00000196109.9	turquoise
ENSG00000196159.14	green
ENSG00000196167.10	turquoise
ENSG00000196169.15	yellow
ENSG00000196188.12	yellow
ENSG00000196277.16	grey
ENSG00000196344.11	blue
ENSG00000196353.11	blue
ENSG00000196415.10	brown
ENSG00000196436.8	grey
ENSG00000196482.18	blue
ENSG00000196517.13	turquoise
ENSG00000196534.5	turquoise
ENSG00000196549.12	brown
ENSG00000196569.13	turquoise
ENSG00000196581.11	brown
ENSG00000196593.9	turquoise
ENSG00000196604.13	turquoise
ENSG00000196616.14	turquoise
ENSG00000196754.13	blue
ENSG00000196758.3	brown
ENSG00000196811.13	turquoise
ENSG00000196839.13	brown
ENSG00000196917.6	turquoise
ENSG00000196990.9	grey
ENSG00000197046.12	turquoise
ENSG00000197083.11	turquoise
ENSG00000197084.5	blue
ENSG00000197176.7	brown
ENSG00000197253.13	grey
ENSG00000197256.11	turquoise
ENSG00000197261.11	turquoise
ENSG00000197291.9	turquoise
ENSG00000197320.5	turquoise
ENSG00000197360.9	turquoise
ENSG00000197380.11	turquoise
ENSG00000197410.14	turquoise
ENSG00000197430.11	brown
ENSG00000197444.10	blue
ENSG00000197479.7	turquoise
ENSG00000197506.8	yellow
ENSG00000197561.7	brown
ENSG00000197565.16	green
ENSG00000197614.11	yellow
ENSG00000197616.13	turquoise
ENSG00000197632.9	yellow
ENSG00000197646.8	blue
ENSG00000197705.10	turquoise
ENSG00000197757.8	yellow
ENSG00000197870.12	grey
ENSG00000197888.2	grey
ENSG00000198010.13	turquoise
ENSG00000198028.4	turquoise
ENSG00000198054.12	yellow
ENSG00000198074.10	blue
ENSG00000198075.10	turquoise
ENSG00000198146.4	green
ENSG00000198300.14	turquoise
ENSG00000198353.8	yellow
ENSG00000198354.7	turquoise
ENSG00000198400.12	blue
ENSG00000198454.2	brown
ENSG00000198520.12	brown
ENSG00000198535.5	blue
ENSG00000198542.14	green
ENSG00000198597.9	turquoise
ENSG00000198598.6	turquoise
ENSG00000198626.17	turquoise
ENSG00000198633.10	turquoise
ENSG00000198681.7	turquoise
ENSG00000198692.10	grey
ENSG00000198703.2	brown
ENSG00000198732.11	blue
ENSG00000198734.12	blue
ENSG00000198744.5	blue
ENSG00000198753.12	blue
ENSG00000198754.5	brown
ENSG00000198759.12	turquoise
ENSG00000198768.11	turquoise
ENSG00000198774.5	turquoise
ENSG00000198788.9	turquoise
ENSG00000198795.11	turquoise
ENSG00000198796.7	grey
ENSG00000198797.7	yellow
ENSG00000198821.11	brown
ENSG00000198838.14	blue
ENSG00000198848.13	grey
ENSG00000198851.10	brown
ENSG00000198889.5	grey
ENSG00000198914.5	brown
ENSG00000198944.6	turquoise
ENSG00000198959.12	turquoise
ENSG00000198963.11	brown
ENSG00000203335.5	turquoise
ENSG00000203685.10	turquoise
ENSG00000203727.4	turquoise
ENSG00000203758.4	brown
ENSG00000203805.11	grey
ENSG00000203859.10	blue
ENSG00000203907.9	turquoise
ENSG00000203987.3	grey
ENSG00000203995.10	blue
ENSG00000204052.4	turquoise
ENSG00000204065.3	turquoise
ENSG00000204175.5	blue
ENSG00000204179.10	green
ENSG00000204248.11	grey
ENSG00000204277.1	brown
ENSG00000204278.12	blue
ENSG00000204323.5	turquoise
ENSG00000204338.8	grey
ENSG00000204380.4	blue
ENSG00000204421.3	turquoise
ENSG00000204429.4	turquoise
ENSG00000204434.6	turquoise
ENSG00000204528.3	grey
ENSG00000204572.10	turquoise
ENSG00000204583.10	turquoise
ENSG00000204612.1	turquoise
ENSG00000204644.10	grey
ENSG00000204767.4	blue
ENSG00000204790.9	grey
ENSG00000204792.2	grey
ENSG00000204889.10	turquoise
ENSG00000204936.10	yellow
ENSG00000204950.4	blue
ENSG00000204967.12	yellow
ENSG00000205035.8	turquoise
ENSG00000205037.2	turquoise
ENSG00000205076.4	blue
ENSG00000205212.5	turquoise
ENSG00000205221.12	yellow
ENSG00000205279.8	turquoise
ENSG00000205359.10	turquoise
ENSG00000205420.11	blue
ENSG00000205502.4	grey
ENSG00000205517.13	turquoise
ENSG00000205562.3	turquoise
ENSG00000205730.6	green
ENSG00000205746.9	green
ENSG00000205795.4	turquoise
ENSG00000205835.9	turquoise
ENSG00000205847.6	blue
ENSG00000205863.11	turquoise
ENSG00000206159.11	grey
ENSG00000206195.11	turquoise
ENSG00000206432.4	turquoise
ENSG00000206538.9	turquoise
ENSG00000211592.8	yellow
ENSG00000211598.2	yellow
ENSG00000211599.2	yellow
ENSG00000211611.2	yellow
ENSG00000211625.2	yellow
ENSG00000211632.4	yellow
ENSG00000211637.2	yellow
ENSG00000211638.2	yellow
ENSG00000211639.2	yellow
ENSG00000211640.4	yellow
ENSG00000211642.3	yellow
ENSG00000211648.2	yellow
ENSG00000211649.3	yellow
