gene_id	colors
ENSG00000211650.2	yellow
ENSG00000211651.3	yellow
ENSG00000211652.2	yellow
ENSG00000211653.2	yellow
ENSG00000211655.3	yellow
ENSG00000211658.2	yellow
ENSG00000211659.2	yellow
ENSG00000211660.3	yellow
ENSG00000211662.2	yellow
ENSG00000211663.2	yellow
ENSG00000211664.3	yellow
ENSG00000211666.2	yellow
ENSG00000211668.2	yellow
ENSG00000211669.3	yellow
ENSG00000211670.2	yellow
ENSG00000211672.2	yellow
ENSG00000211673.2	yellow
ENSG00000211677.2	yellow
ENSG00000211679.2	yellow
ENSG00000211685.3	yellow
ENSG00000211706.2	brown
ENSG00000211707.3	brown
ENSG00000211710.3	brown
ENSG00000211713.3	brown
ENSG00000211714.3	brown
ENSG00000211716.2	brown
ENSG00000211720.3	brown
ENSG00000211721.2	brown
ENSG00000211724.3	brown
ENSG00000211725.3	brown
ENSG00000211727.3	brown
ENSG00000211728.2	brown
ENSG00000211734.3	brown
ENSG00000211745.3	brown
ENSG00000211746.3	brown
ENSG00000211747.3	brown
ENSG00000211749.1	brown
ENSG00000211750.2	brown
ENSG00000211751.9	brown
ENSG00000211752.3	brown
ENSG00000211753.4	brown
ENSG00000211764.1	brown
ENSG00000211765.1	brown
ENSG00000211767.1	brown
ENSG00000211770.1	brown
ENSG00000211771.1	brown
ENSG00000211772.11	brown
ENSG00000211776.2	brown
ENSG00000211782.2	brown
ENSG00000211784.2	brown
ENSG00000211787.1	brown
ENSG00000211790.2	brown
ENSG00000211791.2	brown
ENSG00000211794.3	brown
ENSG00000211796.1	brown
ENSG00000211802.3	brown
ENSG00000211804.3	brown
ENSG00000211813.2	brown
ENSG00000211815.3	brown
ENSG00000211817.2	brown
ENSG00000211818.1	brown
ENSG00000211820.1	brown
ENSG00000211828.1	brown
ENSG00000211829.9	brown
ENSG00000211890.4	yellow
ENSG00000211891.6	yellow
ENSG00000211892.4	yellow
ENSG00000211893.4	yellow
ENSG00000211895.5	yellow
ENSG00000211896.7	yellow
ENSG00000211897.9	yellow
ENSG00000211898.7	yellow
ENSG00000211899.10	yellow
ENSG00000211900.2	yellow
ENSG00000211933.2	yellow
ENSG00000211934.3	yellow
ENSG00000211935.3	yellow
ENSG00000211937.3	yellow
ENSG00000211938.2	yellow
ENSG00000211941.3	yellow
ENSG00000211942.3	yellow
ENSG00000211943.2	yellow
ENSG00000211945.2	yellow
ENSG00000211946.3	yellow
ENSG00000211947.2	yellow
ENSG00000211949.3	yellow
ENSG00000211950.2	brown
ENSG00000211951.2	yellow
ENSG00000211955.2	yellow
ENSG00000211956.2	yellow
ENSG00000211959.2	yellow
ENSG00000211962.2	yellow
ENSG00000211964.3	yellow
ENSG00000211965.4	yellow
ENSG00000211966.2	yellow
ENSG00000211967.3	yellow
ENSG00000211968.3	brown
ENSG00000211970.3	yellow
ENSG00000211972.2	yellow
ENSG00000211973.2	yellow
ENSG00000211974.3	yellow
ENSG00000211976.2	yellow
ENSG00000213025.2	grey
ENSG00000213058.3	grey
ENSG00000213088.12	yellow
ENSG00000213225.7	grey
ENSG00000213424.9	turquoise
ENSG00000213892.12	yellow
ENSG00000213937.4	grey
ENSG00000214121.4	turquoise
ENSG00000214226.9	brown
ENSG00000214263.2	grey
ENSG00000214295.4	turquoise
ENSG00000214415.4	turquoise
ENSG00000214456.8	turquoise
ENSG00000214491.8	blue
ENSG00000214514.8	blue
ENSG00000214548.18	turquoise
ENSG00000214617.9	turquoise
ENSG00000214652.6	green
ENSG00000214776.12	grey
ENSG00000214822.8	turquoise
ENSG00000214856.11	turquoise
ENSG00000214866.9	blue
ENSG00000214888.3	turquoise
ENSG00000214894.6	brown
ENSG00000215018.10	turquoise
ENSG00000215105.4	green
ENSG00000215146.5	turquoise
ENSG00000215160.3	turquoise
ENSG00000215246.5	brown
ENSG00000215262.8	blue
ENSG00000215548.2	turquoise
ENSG00000215580.11	grey
ENSG00000215808.4	green
ENSG00000217165.1	green
ENSG00000218358.2	brown
ENSG00000218416.4	turquoise
ENSG00000219159.4	turquoise
ENSG00000219491.7	blue
ENSG00000220575.8	brown
ENSG00000221882.3	grey
ENSG00000222012.1	turquoise
ENSG00000222014.6	blue
ENSG00000222028.5	brown
ENSG00000222037.5	yellow
ENSG00000223350.2	yellow
ENSG00000223403.6	turquoise
ENSG00000223459.6	green
ENSG00000223466.2	brown
ENSG00000223518.5	blue
ENSG00000223519.8	blue
ENSG00000223553.6	turquoise
ENSG00000223564.1	blue
ENSG00000223572.10	yellow
ENSG00000223629.1	brown
ENSG00000223631.2	brown
ENSG00000223648.4	yellow
ENSG00000223652.2	turquoise
ENSG00000223756.7	turquoise
ENSG00000223760.4	turquoise
ENSG00000223786.1	blue
ENSG00000223802.8	turquoise
ENSG00000223956.3	blue
ENSG00000224041.3	yellow
ENSG00000224204.1	blue
ENSG00000224237.1	grey
ENSG00000224239.1	turquoise
ENSG00000224243.2	turquoise
ENSG00000224373.3	yellow
ENSG00000224389.9	turquoise
ENSG00000224413.1	turquoise
ENSG00000224458.3	turquoise
ENSG00000224525.2	blue
ENSG00000224557.7	blue
ENSG00000224559.2	turquoise
ENSG00000224583.1	blue
ENSG00000224594.2	turquoise
ENSG00000224650.2	yellow
ENSG00000224652.2	blue
ENSG00000224655.7	blue
ENSG00000224661.1	grey
ENSG00000224679.1	turquoise
ENSG00000224689.9	turquoise
ENSG00000224712.12	grey
ENSG00000224715.1	blue
ENSG00000224739.2	brown
ENSG00000224853.3	yellow
ENSG00000224957.6	turquoise
ENSG00000225087.2	turquoise
ENSG00000225280.7	turquoise
ENSG00000225366.4	turquoise
ENSG00000225383.8	blue
ENSG00000225449.3	blue
ENSG00000225519.1	brown
ENSG00000225523.2	yellow
ENSG00000225528.3	brown
ENSG00000225548.7	turquoise
ENSG00000225632.1	brown
ENSG00000225698.3	yellow
ENSG00000225706.2	brown
ENSG00000225764.2	turquoise
ENSG00000225778.5	turquoise
ENSG00000225868.7	turquoise
ENSG00000225882.1	turquoise
ENSG00000225950.8	turquoise
ENSG00000225968.7	turquoise
ENSG00000225972.1	grey
ENSG00000226025.9	turquoise
ENSG00000226031.5	turquoise
ENSG00000226057.7	turquoise
ENSG00000226250.2	turquoise
ENSG00000226278.1	grey
ENSG00000226320.6	brown
ENSG00000226383.7	turquoise
ENSG00000226453.2	turquoise
ENSG00000226468.2	turquoise
ENSG00000226476.6	turquoise
ENSG00000226496.3	turquoise
ENSG00000226660.2	brown
ENSG00000226674.11	turquoise
ENSG00000226806.1	brown
ENSG00000226981.2	turquoise
ENSG00000226985.7	turquoise
ENSG00000227028.6	brown
ENSG00000227036.8	blue
ENSG00000227082.3	turquoise
ENSG00000227097.5	grey
ENSG00000227121.2	turquoise
ENSG00000227300.12	turquoise
ENSG00000227755.1	brown
ENSG00000227764.2	grey
ENSG00000227827.3	green
ENSG00000227953.7	blue
ENSG00000228058.2	turquoise
ENSG00000228216.1	blue
ENSG00000228217.1	turquoise
ENSG00000228232.1	grey
ENSG00000228340.6	brown
ENSG00000228376.3	blue
ENSG00000228412.9	turquoise
ENSG00000228492.2	green
ENSG00000228570.7	grey
ENSG00000228586.1	blue
ENSG00000228709.1	turquoise
ENSG00000228741.2	turquoise
ENSG00000228789.8	grey
ENSG00000228793.2	grey
ENSG00000228824.7	turquoise
ENSG00000228835.1	turquoise
ENSG00000228863.8	brown
ENSG00000228874.1	turquoise
ENSG00000228933.8	turquoise
ENSG00000229028.2	blue
ENSG00000229116.3	blue
ENSG00000229140.11	brown
ENSG00000229236.3	grey
ENSG00000229275.1	brown
ENSG00000229375.1	turquoise
ENSG00000229391.7	grey
ENSG00000229404.6	turquoise
ENSG00000229407.5	brown
ENSG00000229415.10	turquoise
ENSG00000229418.2	brown
ENSG00000229511.1	blue
ENSG00000229644.6	green
ENSG00000229754.1	blue
ENSG00000229769.2	brown
ENSG00000229771.2	brown
ENSG00000229807.12	green
ENSG00000229855.9	brown
ENSG00000229876.1	turquoise
ENSG00000229914.1	brown
ENSG00000229921.7	turquoise
ENSG00000229970.3	turquoise
ENSG00000230006.7	brown
ENSG00000230061.2	turquoise
ENSG00000230076.1	grey
ENSG00000230099.2	brown
ENSG00000230183.4	turquoise
ENSG00000230246.7	turquoise
ENSG00000230368.2	turquoise
ENSG00000230450.1	turquoise
ENSG00000230479.1	blue
ENSG00000230526.1	brown
ENSG00000230657.8	grey
ENSG00000230725.6	brown
ENSG00000230798.5	grey
ENSG00000230830.1	brown
ENSG00000230838.1	yellow
ENSG00000230916.2	grey
ENSG00000230918.2	brown
ENSG00000230942.1	brown
ENSG00000230943.3	blue
ENSG00000231007.5	blue
ENSG00000231062.1	brown
ENSG00000231090.2	brown
ENSG00000231106.2	turquoise
ENSG00000231156.1	blue
ENSG00000231240.1	turquoise
ENSG00000231245.2	grey
ENSG00000231274.5	turquoise
ENSG00000231292.6	yellow
ENSG00000231345.3	grey
ENSG00000231358.4	turquoise
ENSG00000231419.6	brown
ENSG00000231424.3	turquoise
ENSG00000231431.7	turquoise
ENSG00000231437.3	blue
ENSG00000231475.3	yellow
ENSG00000231476.1	turquoise
ENSG00000231532.6	turquoise
ENSG00000231535.7	grey
ENSG00000231621.1	brown
ENSG00000231671.1	brown
ENSG00000231675.1	blue
ENSG00000231764.10	yellow
ENSG00000231806.3	turquoise
ENSG00000231826.6	brown
ENSG00000231852.9	grey
ENSG00000231907.2	brown
ENSG00000231920.1	turquoise
ENSG00000231976.8	brown
ENSG00000232006.9	turquoise
ENSG00000232021.7	brown
ENSG00000232023.3	turquoise
ENSG00000232080.5	blue
ENSG00000232109.1	turquoise
ENSG00000232216.1	yellow
ENSG00000232869.2	brown
ENSG00000233028.1	turquoise
ENSG00000233080.3	turquoise
ENSG00000233087.7	grey
ENSG00000233098.9	turquoise
ENSG00000233110.1	green
ENSG00000233221.7	yellow
ENSG00000233238.1	brown
ENSG00000233251.8	turquoise
ENSG00000233288.2	turquoise
ENSG00000233410.1	brown
ENSG00000233508.3	brown
ENSG00000233515.2	turquoise
ENSG00000233569.2	turquoise
ENSG00000233633.2	turquoise
ENSG00000233673.7	turquoise
ENSG00000233705.7	grey
ENSG00000233818.1	blue
ENSG00000233850.1	brown
ENSG00000233854.2	turquoise
ENSG00000233884.2	turquoise
ENSG00000233913.7	grey
ENSG00000233922.3	turquoise
ENSG00000233999.3	yellow
ENSG00000234042.1	turquoise
ENSG00000234184.6	yellow
ENSG00000234210.1	turquoise
ENSG00000234296.1	brown
ENSG00000234338.1	green
ENSG00000234352.9	turquoise
ENSG00000234423.2	blue
ENSG00000234460.2	turquoise
ENSG00000234471.1	grey
ENSG00000234564.1	brown
ENSG00000234575.2	turquoise
ENSG00000234602.9	turquoise
ENSG00000234663.7	brown
ENSG00000234719.9	grey
ENSG00000234810.4	brown
ENSG00000234828.9	turquoise
ENSG00000234862.1	blue
ENSG00000234899.11	green
ENSG00000235026.6	blue
ENSG00000235070.3	blue
ENSG00000235169.11	turquoise
ENSG00000235172.8	brown
ENSG00000235277.1	turquoise
ENSG00000235492.1	brown
ENSG00000235493.2	turquoise
ENSG00000235531.11	turquoise
ENSG00000235532.1	yellow
ENSG00000235559.1	grey
ENSG00000235576.1	grey
ENSG00000235592.1	turquoise
ENSG00000235621.9	brown
ENSG00000235649.2	green
ENSG00000235688.2	turquoise
ENSG00000235725.1	turquoise
ENSG00000235802.1	brown
ENSG00000235855.3	turquoise
ENSG00000235890.2	turquoise
ENSG00000235974.1	turquoise
ENSG00000235994.4	turquoise
ENSG00000236028.1	blue
ENSG00000236107.10	blue
ENSG00000236212.2	turquoise
ENSG00000236256.9	blue
ENSG00000236279.7	brown
ENSG00000236303.4	brown
ENSG00000236311.6	turquoise
ENSG00000236333.4	turquoise
ENSG00000236516.1	turquoise
ENSG00000236656.1	brown
ENSG00000236714.3	green
ENSG00000236740.6	blue
ENSG00000236956.2	turquoise
ENSG00000236993.2	turquoise
ENSG00000237061.1	turquoise
ENSG00000237119.1	brown
ENSG00000237254.2	brown
ENSG00000237265.6	blue
ENSG00000237289.10	yellow
ENSG00000237361.3	blue
ENSG00000237372.4	grey
ENSG00000237525.7	blue
ENSG00000237541.4	grey
ENSG00000237560.7	blue
ENSG00000237594.2	brown
ENSG00000237624.1	brown
ENSG00000237702.2	brown
ENSG00000237713.1	turquoise
ENSG00000237720.2	blue
ENSG00000237742.7	blue
ENSG00000237819.5	brown
ENSG00000237863.3	blue
ENSG00000237978.6	turquoise
ENSG00000237988.5	yellow
ENSG00000238110.1	turquoise
ENSG00000238125.1	turquoise
ENSG00000238241.2	brown
ENSG00000238275.2	brown
ENSG00000238276.6	blue
ENSG00000239402.3	turquoise
ENSG00000239819.2	yellow
ENSG00000239839.7	brown
ENSG00000239855.1	yellow
ENSG00000239887.6	blue
ENSG00000239944.1	brown
ENSG00000239951.1	yellow
ENSG00000239975.2	yellow
ENSG00000240041.1	yellow
ENSG00000240086.7	grey
ENSG00000240184.7	green
ENSG00000240253.6	grey
ENSG00000240382.3	yellow
ENSG00000240405.7	turquoise
ENSG00000240505.9	yellow
ENSG00000240563.2	grey
ENSG00000240654.6	turquoise
ENSG00000240671.4	yellow
ENSG00000240764.4	green
ENSG00000240864.3	yellow
ENSG00000241186.10	turquoise
ENSG00000241244.1	yellow
ENSG00000241294.1	yellow
ENSG00000241351.3	yellow
ENSG00000241449.6	turquoise
ENSG00000241657.1	brown
ENSG00000241666.2	brown
ENSG00000241721.1	turquoise
ENSG00000241755.1	yellow
ENSG00000241859.7	grey
ENSG00000241935.9	blue
ENSG00000241945.8	grey
ENSG00000242021.2	turquoise
ENSG00000242076.2	yellow
ENSG00000242147.3	blue
ENSG00000242242.6	turquoise
ENSG00000242265.6	turquoise
ENSG00000242371.1	yellow
ENSG00000242419.5	green
ENSG00000242516.2	turquoise
ENSG00000242534.2	yellow
ENSG00000242736.1	brown
ENSG00000242766.1	yellow
ENSG00000243063.1	yellow
ENSG00000243232.6	grey
ENSG00000243238.1	yellow
ENSG00000243264.2	yellow
ENSG00000243284.1	grey
ENSG00000243290.3	yellow
ENSG00000243466.1	yellow
ENSG00000243478.9	brown
ENSG00000243978.8	turquoise
ENSG00000244116.3	yellow
ENSG00000244128.7	turquoise
ENSG00000244155.1	turquoise
ENSG00000244273.1	brown
ENSG00000244301.6	brown
ENSG00000244306.11	turquoise
ENSG00000244437.1	yellow
ENSG00000244575.3	yellow
ENSG00000244731.8	turquoise
ENSG00000244734.4	grey
ENSG00000245293.3	brown
ENSG00000245384.2	turquoise
ENSG00000245662.4	turquoise
ENSG00000245688.1	brown
ENSG00000245954.8	brown
ENSG00000246022.3	green
ENSG00000246084.5	brown
ENSG00000246095.2	turquoise
ENSG00000246223.9	brown
ENSG00000246228.6	yellow
ENSG00000246627.6	brown
ENSG00000246876.7	turquoise
ENSG00000247627.2	blue
ENSG00000247699.2	blue
ENSG00000248050.1	green
ENSG00000248144.6	turquoise
ENSG00000248268.1	turquoise
ENSG00000248290.1	grey
ENSG00000248329.6	turquoise
ENSG00000248347.3	turquoise
ENSG00000248359.2	blue
ENSG00000248360.7	blue
ENSG00000248383.5	blue
ENSG00000248485.2	blue
ENSG00000248498.4	turquoise
ENSG00000248515.2	turquoise
ENSG00000248560.1	brown
ENSG00000248587.8	turquoise
ENSG00000248663.6	grey
ENSG00000248713.1	grey
ENSG00000248738.6	grey
ENSG00000248740.6	turquoise
ENSG00000248796.1	turquoise
ENSG00000248801.7	turquoise
ENSG00000248810.2	grey
ENSG00000248874.5	grey
ENSG00000248890.2	brown
ENSG00000248973.3	turquoise
ENSG00000248991.1	brown
ENSG00000248994.2	turquoise
ENSG00000249001.5	turquoise
ENSG00000249008.1	brown
ENSG00000249069.8	blue
ENSG00000249116.1	turquoise
ENSG00000249158.7	blue
ENSG00000249364.6	blue
ENSG00000249395.4	turquoise
ENSG00000249413.2	turquoise
ENSG00000249443.1	turquoise
ENSG00000249574.1	turquoise
ENSG00000249604.1	brown
ENSG00000249641.2	turquoise
ENSG00000249721.1	grey
ENSG00000249816.7	blue
ENSG00000249866.1	turquoise
ENSG00000249894.1	turquoise
ENSG00000249916.1	turquoise
ENSG00000250049.7	turquoise
ENSG00000250120.8	grey
ENSG00000250125.4	blue
ENSG00000250166.3	blue
ENSG00000250251.6	green
ENSG00000250261.1	turquoise
ENSG00000250266.2	blue
ENSG00000250305.9	turquoise
ENSG00000250320.6	turquoise
ENSG00000250337.7	turquoise
ENSG00000250360.1	blue
ENSG00000250381.1	grey
ENSG00000250420.8	turquoise
ENSG00000250421.5	green
ENSG00000250451.5	yellow
ENSG00000250483.1	green
ENSG00000250535.1	grey
ENSG00000250546.6	turquoise
ENSG00000250564.2	turquoise
ENSG00000250584.3	turquoise
ENSG00000250669.1	green
ENSG00000250682.6	turquoise
ENSG00000250775.2	grey
ENSG00000250803.6	brown
ENSG00000250804.1	grey
ENSG00000250846.6	blue
ENSG00000250874.1	turquoise
ENSG00000250961.2	blue
ENSG00000250978.5	blue
ENSG00000250979.1	turquoise
ENSG00000250986.1	turquoise
ENSG00000251002.8	brown
ENSG00000251026.2	turquoise
ENSG00000251039.2	yellow
ENSG00000251061.2	blue
ENSG00000251129.2	grey
ENSG00000251209.9	green
ENSG00000251226.1	grey
ENSG00000251273.4	turquoise
ENSG00000251301.7	yellow
ENSG00000251350.2	turquoise
ENSG00000251359.4	turquoise
ENSG00000251363.3	turquoise
ENSG00000251381.8	blue
ENSG00000251493.5	turquoise
ENSG00000251533.2	turquoise
ENSG00000251546.1	yellow
ENSG00000251573.2	blue
ENSG00000251578.1	brown
ENSG00000251598.2	turquoise
ENSG00000253123.4	grey
ENSG00000253125.1	turquoise
ENSG00000253148.1	turquoise
ENSG00000253149.3	brown
ENSG00000253159.3	turquoise
ENSG00000253187.2	brown
ENSG00000253234.1	yellow
ENSG00000253291.1	brown
ENSG00000253293.5	brown
ENSG00000253301.6	blue
ENSG00000253304.2	turquoise
ENSG00000253363.7	grey
ENSG00000253369.2	blue
ENSG00000253409.1	brown
ENSG00000253417.5	blue
ENSG00000253451.1	yellow
ENSG00000253496.3	turquoise
ENSG00000253502.1	turquoise
ENSG00000253563.2	grey
ENSG00000253661.2	grey
ENSG00000253706.5	turquoise
ENSG00000253755.1	yellow
ENSG00000253807.6	blue
ENSG00000253817.1	turquoise
ENSG00000253873.6	turquoise
ENSG00000253875.2	turquoise
ENSG00000253883.1	brown
ENSG00000253910.2	green
ENSG00000253926.1	brown
ENSG00000253953.3	green
ENSG00000253967.1	brown
ENSG00000253989.2	brown
ENSG00000253998.3	yellow
ENSG00000254024.1	grey
ENSG00000254122.3	green
ENSG00000254126.8	brown
ENSG00000254166.3	yellow
ENSG00000254202.2	turquoise
ENSG00000254221.2	green
ENSG00000254226.6	blue
ENSG00000254238.1	turquoise
ENSG00000254245.3	turquoise
ENSG00000254289.2	brown
ENSG00000254299.3	blue
ENSG00000254319.6	brown
ENSG00000254348.1	turquoise
ENSG00000254349.6	turquoise
ENSG00000254395.1	yellow
ENSG00000254415.3	grey
ENSG00000254416.6	brown
ENSG00000254533.1	turquoise
ENSG00000254560.6	turquoise
ENSG00000254585.5	turquoise
ENSG00000254602.2	turquoise
ENSG00000254670.1	green
ENSG00000254681.6	green
ENSG00000254709.8	yellow
ENSG00000254739.1	turquoise
ENSG00000254750.1	yellow
ENSG00000254764.2	turquoise
ENSG00000254851.1	grey
ENSG00000254852.8	grey
ENSG00000254872.3	grey
ENSG00000254997.4	turquoise
ENSG00000255020.1	blue
ENSG00000255085.8	turquoise
ENSG00000255216.2	turquoise
ENSG00000255267.4	blue
ENSG00000255282.6	turquoise
ENSG00000255346.10	blue
ENSG00000255366.1	turquoise
ENSG00000255398.3	green
ENSG00000255442.1	turquoise
ENSG00000255494.1	blue
ENSG00000255545.8	grey
ENSG00000255554.1	turquoise
ENSG00000255562.2	turquoise
ENSG00000255569.1	brown
ENSG00000255571.9	blue
ENSG00000255690.3	turquoise
ENSG00000255750.6	blue
ENSG00000255931.2	blue
ENSG00000255983.1	turquoise
ENSG00000256039.2	grey
ENSG00000256218.1	turquoise
ENSG00000256234.1	blue
ENSG00000256271.1	brown
ENSG00000256321.6	brown
ENSG00000256379.2	brown
ENSG00000256417.1	turquoise
ENSG00000256463.8	blue
ENSG00000256508.2	turquoise
ENSG00000256542.2	turquoise
ENSG00000256553.1	brown
ENSG00000256574.8	brown
ENSG00000256590.2	brown
ENSG00000256618.2	grey
ENSG00000256654.4	blue
ENSG00000256663.1	brown
ENSG00000256812.2	blue
ENSG00000256870.3	blue
ENSG00000256943.1	turquoise
ENSG00000256969.2	turquoise
ENSG00000256988.2	brown
ENSG00000256995.8	brown
ENSG00000257023.1	blue
ENSG00000257138.1	green
ENSG00000257588.1	turquoise
ENSG00000257636.6	turquoise
ENSG00000257671.1	turquoise
ENSG00000257698.2	brown
ENSG00000257743.8	green
ENSG00000257894.2	blue
ENSG00000258053.1	turquoise
ENSG00000258168.6	turquoise
ENSG00000258405.11	turquoise
ENSG00000258484.4	grey
ENSG00000258498.8	yellow
ENSG00000258511.1	brown
ENSG00000258535.1	blue
ENSG00000258545.6	turquoise
ENSG00000258550.1	blue
ENSG00000258560.1	brown
ENSG00000258573.6	blue
ENSG00000258583.7	blue
ENSG00000258590.5	turquoise
ENSG00000258601.1	grey
ENSG00000258636.2	turquoise
ENSG00000258647.6	blue
ENSG00000258654.1	turquoise
ENSG00000258670.1	turquoise
ENSG00000258732.1	turquoise
ENSG00000258815.1	turquoise
ENSG00000258869.1	brown
ENSG00000258932.5	turquoise
ENSG00000258955.2	blue
ENSG00000258986.7	blue
ENSG00000258998.2	turquoise
ENSG00000259038.1	blue
ENSG00000259042.3	brown
ENSG00000259098.1	turquoise
ENSG00000259111.1	blue
ENSG00000259129.6	turquoise
ENSG00000259178.1	blue
ENSG00000259203.2	yellow
ENSG00000259240.1	turquoise
ENSG00000259306.2	turquoise
ENSG00000259434.2	blue
ENSG00000259446.6	blue
ENSG00000259485.2	turquoise
ENSG00000259495.3	yellow
ENSG00000259663.2	blue
ENSG00000259683.1	green
ENSG00000259692.6	turquoise
ENSG00000259737.7	blue
ENSG00000259757.1	turquoise
ENSG00000259786.7	turquoise
ENSG00000259804.1	brown
ENSG00000259828.1	turquoise
ENSG00000259834.1	brown
ENSG00000259863.1	turquoise
ENSG00000259869.2	turquoise
ENSG00000259989.1	brown
ENSG00000260157.3	turquoise
ENSG00000260186.5	blue
ENSG00000260188.1	brown
ENSG00000260197.1	grey
ENSG00000260220.7	turquoise
ENSG00000260230.5	turquoise
ENSG00000260284.1	blue
ENSG00000260302.3	brown
ENSG00000260318.1	grey
ENSG00000260377.1	blue
ENSG00000260386.6	brown
ENSG00000260454.2	blue
ENSG00000260455.2	brown
ENSG00000260476.1	turquoise
ENSG00000260484.1	blue
ENSG00000260487.1	turquoise
ENSG00000260581.1	blue
ENSG00000260653.6	turquoise
ENSG00000260677.1	blue
ENSG00000260701.2	blue
ENSG00000260721.1	grey
ENSG00000260725.1	brown
ENSG00000260761.1	turquoise
ENSG00000260763.1	turquoise
ENSG00000260930.2	turquoise
ENSG00000260947.1	grey
ENSG00000260951.2	turquoise
ENSG00000260958.3	turquoise
ENSG00000260979.1	brown
ENSG00000261115.6	blue
ENSG00000261121.2	blue
ENSG00000261150.3	turquoise
ENSG00000261172.1	grey
ENSG00000261222.3	blue
ENSG00000261226.1	brown
ENSG00000261239.6	turquoise
ENSG00000261241.7	blue
ENSG00000261292.2	turquoise
ENSG00000261327.5	turquoise
ENSG00000261409.1	blue
ENSG00000261502.4	turquoise
ENSG00000261520.5	yellow
ENSG00000261613.2	turquoise
ENSG00000261671.1	turquoise
ENSG00000261710.1	brown
ENSG00000261713.6	yellow
ENSG00000261787.2	turquoise
ENSG00000261804.2	grey
ENSG00000261934.2	turquoise
ENSG00000262003.1	brown
ENSG00000262152.7	grey
ENSG00000262209.3	green
ENSG00000262406.3	yellow
ENSG00000262488.1	blue
ENSG00000262539.1	grey
ENSG00000262576.3	turquoise
ENSG00000262714.1	turquoise
ENSG00000262902.1	blue
ENSG00000263146.2	blue
ENSG00000263264.2	brown
ENSG00000263301.1	green
ENSG00000263482.3	brown
ENSG00000263503.1	grey
ENSG00000263612.1	turquoise
ENSG00000263639.7	blue
ENSG00000263667.3	brown
ENSG00000263745.7	grey
ENSG00000263893.2	blue
ENSG00000263934.5	grey
ENSG00000264230.9	blue
ENSG00000264269.1	brown
ENSG00000264734.1	turquoise
ENSG00000265190.7	blue
ENSG00000265206.5	brown
ENSG00000265519.1	turquoise
ENSG00000265646.2	turquoise
ENSG00000265728.1	yellow
ENSG00000265790.1	turquoise
ENSG00000265992.1	grey
ENSG00000266256.3	blue
ENSG00000266302.6	turquoise
ENSG00000266369.1	turquoise
ENSG00000266736.1	turquoise
ENSG00000266869.2	turquoise
ENSG00000266928.1	brown
ENSG00000267014.6	blue
ENSG00000267057.6	turquoise
ENSG00000267259.1	blue
ENSG00000267284.2	turquoise
ENSG00000267313.7	turquoise
ENSG00000267320.5	brown
ENSG00000267325.2	turquoise
ENSG00000267327.2	turquoise
ENSG00000267413.1	turquoise
ENSG00000267466.1	grey
ENSG00000267506.5	blue
ENSG00000267530.3	turquoise
ENSG00000267640.6	turquoise
ENSG00000267733.5	turquoise
ENSG00000267790.1	blue
ENSG00000267795.6	yellow
ENSG00000268297.1	blue
ENSG00000268416.1	blue
ENSG00000268433.1	brown
ENSG00000268555.2	brown
ENSG00000268660.1	turquoise
ENSG00000268686.2	turquoise
ENSG00000269067.2	turquoise
ENSG00000269097.1	turquoise
ENSG00000269118.1	turquoise
ENSG00000269235.2	turquoise
ENSG00000269345.1	turquoise
ENSG00000269404.7	yellow
ENSG00000269466.4	turquoise
ENSG00000269842.5	turquoise
ENSG00000269985.1	blue
ENSG00000269994.3	turquoise
ENSG00000270207.2	blue
ENSG00000270384.1	turquoise
ENSG00000270460.1	turquoise
ENSG00000270550.1	yellow
ENSG00000270806.2	brown
ENSG00000270816.6	brown
ENSG00000270935.1	blue
ENSG00000271178.1	yellow
ENSG00000271201.1	brown
ENSG00000271369.1	turquoise
ENSG00000271474.1	green
ENSG00000271615.1	blue
ENSG00000271709.1	blue
ENSG00000271811.1	turquoise
ENSG00000271824.2	grey
ENSG00000271856.1	brown
ENSG00000272079.2	grey
ENSG00000272157.1	blue
ENSG00000272163.1	blue
ENSG00000272259.5	brown
ENSG00000272342.1	grey
ENSG00000272398.6	yellow
ENSG00000272620.2	blue
ENSG00000272734.1	turquoise
ENSG00000272808.4	turquoise
ENSG00000272872.1	turquoise
ENSG00000272931.1	brown
ENSG00000272975.1	blue
ENSG00000273018.7	green
ENSG00000273032.3	blue
ENSG00000273100.1	turquoise
ENSG00000273238.3	turquoise
ENSG00000273252.1	turquoise
ENSG00000273295.1	green
ENSG00000273312.2	turquoise
ENSG00000273409.3	turquoise
ENSG00000273650.1	turquoise
ENSG00000273669.1	brown
ENSG00000273760.1	blue
ENSG00000273906.1	grey
ENSG00000274173.1	blue
ENSG00000274248.1	turquoise
ENSG00000274276.4	grey
ENSG00000274312.1	grey
ENSG00000274370.1	turquoise
ENSG00000274372.5	turquoise
ENSG00000274512.5	grey
ENSG00000274576.2	yellow
ENSG00000274752.1	brown
ENSG00000274813.1	turquoise
ENSG00000275024.1	turquoise
ENSG00000275064.1	turquoise
ENSG00000275158.1	brown
ENSG00000275234.1	grey
ENSG00000275340.1	green
ENSG00000275385.2	blue
ENSG00000275620.1	turquoise
ENSG00000275713.2	brown
ENSG00000275743.1	brown
ENSG00000275791.1	brown
ENSG00000275895.7	grey
ENSG00000275896.6	brown
ENSG00000276043.5	brown
ENSG00000276093.1	brown
ENSG00000276210.2	brown
ENSG00000276405.1	brown
