"Gene_Name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance"
"SYP","ENSG00000102003.11",1527.40868007562,3.65445014796867,0.0756804964610562,48.2878722901769,0,0,"Up in Cluster 7"
"SLC35A2","ENSG00000102100.16",2218.62698026621,-1.14073889203019,0.0207160789524152,-55.065386391434,0,0,"Up in Cluster 4"
"CD99L2","ENSG00000102181.21",4050.480591071,1.39869504989331,0.0334672862980962,41.7929029989168,0,0,"Up in Cluster 7"
"USP11","ENSG00000102226.10",5961.37062864568,1.28434810729416,0.0314550766318215,40.8311867215372,0,0,"Up in Cluster 7"
"PCYT1B","ENSG00000102230.14",373.505497294112,3.5492291080717,0.0874588620099585,40.5816978005907,0,0,"Up in Cluster 7"
"VGLL1","ENSG00000102243.13",155.616908281493,-5.93924875421122,0.138269930932646,-42.9540154837014,0,0,"Up in Cluster 4"
"KLHL4","ENSG00000102271.14",285.944703356289,3.47147145382056,0.0720767878517801,48.1635150134513,0,0,"Up in Cluster 7"
"ITIH6","ENSG00000102313.9",25.0119163105286,-4.43868203492052,0.109371128684224,-40.5836722023401,0,0,"Up in Cluster 4"
"ZDHHC15","ENSG00000102383.14",206.533558594936,2.8283815394117,0.0612504102746131,46.1773484737619,0,0,"Up in Cluster 7"
"CENPI","ENSG00000102384.13",269.098248882772,-2.10548028848408,0.035205850500214,-59.804840916179,0,0,"Up in Cluster 4"
"DRP2","ENSG00000102385.12",246.081275895359,3.15999551551924,0.0790324356640232,39.9835268768987,0,0,"Up in Cluster 7"
"BEX4","ENSG00000102409.10",2172.44063729134,1.98302691514456,0.0489013613678756,40.5515687022826,0,0,"Up in Cluster 7"
"NALCN","ENSG00000102452.18",452.72822569959,3.87043380631407,0.0768011763583806,50.3955016034298,0,0,"Up in Cluster 7"
"HTR2A","ENSG00000102468.11",99.8913244027672,3.42838685401425,0.079420720201274,43.1674107880887,0,0,"Up in Cluster 7"
"KLF5","ENSG00000102554.14",7395.05496674122,-4.24071589626284,0.0645504879258257,-65.6961090849662,0,0,"Up in Cluster 4"
"SLC25A15","ENSG00000102743.15",1380.58941310679,-2.05343617634279,0.0422356627378622,-48.6185380607746,0,0,"Up in Cluster 4"
"FLT1","ENSG00000102755.12",5551.76289830987,2.63422831908191,0.0495858952433909,53.1245489498954,0,0,"Up in Cluster 7"
"RGCC","ENSG00000102760.13",2233.71553883777,2.26315373662686,0.0426412135603436,53.0743275733502,0,0,"Up in Cluster 7"
"KATNAL1","ENSG00000102781.14",830.81125640767,1.43504595499554,0.0313419844833923,45.7866972576656,0,0,"Up in Cluster 7"
"OLFM4","ENSG00000102837.7",28719.1156700632,-9.51994945398578,0.125443486472894,-75.8903449007918,0,0,"Up in Cluster 4"
"TSNAXIP1","ENSG00000102904.15",165.75484542856,2.13618374831471,0.0476472476146296,44.8333084335141,0,0,"Up in Cluster 7"
"CCL22","ENSG00000102962.5",237.860136797472,-2.47393384752214,0.0640225453216031,-38.6416040645507,0,0,"Up in Cluster 4"
"ZNF821","ENSG00000102984.15",152.1672054426,1.18170553160786,0.0245455054021353,48.1434589448321,0,0,"Up in Cluster 7"
"NDRG4","ENSG00000103034.14",4012.82751590232,4.18804427753496,0.0715843706876281,58.505009365945,0,0,"Up in Cluster 7"
"HAS3","ENSG00000103044.11",1032.30400714131,-3.00721114183747,0.064216653395834,-46.8291476246963,0,0,"Up in Cluster 4"
"ESRP2","ENSG00000103067.14",2058.78094668946,-2.89606640299189,0.0607386145302427,-47.680811052249,0,0,"Up in Cluster 4"
"HCFC1R1","ENSG00000103145.11",2919.04309318657,1.45483340264402,0.0356136461037332,40.8504481233535,0,0,"Up in Cluster 7"
"SEC14L5","ENSG00000103184.12",203.873130117927,2.9188922943914,0.0735801884202988,39.6695409057441,0,0,"Up in Cluster 7"
"METRN","ENSG00000103260.9",2921.01672347474,2.1855218554297,0.0526148227022581,41.5381396949172,0,0,"Up in Cluster 7"
"CLUAP1","ENSG00000103351.13",1002.50260825793,0.900942535559728,0.0220367085546829,40.8837160651323,0,0,"Up in Cluster 7"
"AQP8","ENSG00000103375.11",87.3977535169802,-4.72105908637841,0.0970315541275393,-48.6548847828717,0,0,"Up in Cluster 4"
"TMC5","ENSG00000103534.17",2253.74214662034,-6.14068452729439,0.0779394340348643,-78.7879024698526,0,0,"Up in Cluster 4"
"CORO2B","ENSG00000103647.13",1106.53242363564,4.29136574108313,0.0650333392621234,65.987165810237,0,0,"Up in Cluster 7"
"RASL12","ENSG00000103710.11",802.544791324668,2.41184316999313,0.0434397070850061,55.5216259924002,0,0,"Up in Cluster 7"
"ACSBG1","ENSG00000103740.10",379.039254858726,4.72556211623206,0.0767062243996177,61.6059798695504,0,0,"Up in Cluster 7"
"CEMIP","ENSG00000103888.17",2136.67132733288,-2.87402326247758,0.0668884133098252,-42.9674306843726,0,0,"Up in Cluster 4"
"GABPB1","ENSG00000104064.18",879.239171556521,-0.716645414425101,0.0155970740682801,-45.9474265037024,0,0,"Up in Cluster 4"
"SCG3","ENSG00000104112.9",4618.63786527347,5.9046916643318,0.114616518151854,51.5169345530871,0,0,"Up in Cluster 7"
"RHOV","ENSG00000104140.7",744.096323132302,-3.25283887833994,0.0775491345521132,-41.9455213411057,0,0,"Up in Cluster 4"
"OIP5","ENSG00000104147.9",68.0051230563938,-2.16233209946526,0.0365575652244745,-59.1486901873219,0,0,"Up in Cluster 4"
"MYEF2","ENSG00000104177.18",1161.55265834112,2.0509692905436,0.0529535588500719,38.7314721631937,0,0,"Up in Cluster 7"
"JPH1","ENSG00000104369.5",488.799905507144,-2.44074823345461,0.0596168427750791,-40.9405818866155,0,0,"Up in Cluster 4"
"DKK4","ENSG00000104371.5",77.7702854846303,-6.0824430190205,0.108616797345522,-55.9991011304779,0,0,"Up in Cluster 4"
"ESRP1","ENSG00000104413.18",3974.61590362141,-4.71686878090527,0.0841980602270756,-56.0211098472369,0,0,"Up in Cluster 4"
"STMN2","ENSG00000104435.14",977.799162931025,4.43301300100091,0.106801381106018,41.5070756116947,0,0,"Up in Cluster 7"
"GFUS","ENSG00000104522.16",5486.50953959935,-1.87053718362291,0.0302590186881131,-61.817509777927,0,0,"Up in Cluster 4"
"SQLE","ENSG00000104549.12",3427.58095994627,-1.74989040643103,0.0380118027312042,-46.0354490105393,0,0,"Up in Cluster 4"
"LEPROTL1","ENSG00000104660.19",2916.81683281345,0.853306217304724,0.0218049719313061,39.1335618313548,0,0,"Up in Cluster 7"
"PPP2CB","ENSG00000104695.13",5192.12137409152,1.14572807352378,0.0215372533323187,53.1975018283556,0,0,"Up in Cluster 7"
"NEFM","ENSG00000104722.14",538.951991833296,4.41229962176943,0.107997759329033,40.8554737541047,0,0,"Up in Cluster 7"
"MCM4","ENSG00000104738.18",5601.34605222106,-1.71288945139543,0.030196088526453,-56.7255407896579,0,0,"Up in Cluster 4"
"FGL1","ENSG00000104760.17",4063.89168243833,-8.73933166130947,0.149180419778326,-58.5822970219258,0,0,"Up in Cluster 4"
"BNIP3L","ENSG00000104765.16",6302.78500000505,1.36010184970078,0.0275822589665619,49.3107490343571,0,0,"Up in Cluster 7"
"KCNN4","ENSG00000104783.14",1735.57703213366,-4.18106967420511,0.0617065812180098,-67.7572730764869,0,0,"Up in Cluster 4"
"HNRNPL","ENSG00000104824.17",7037.56874536092,-0.590529529351919,0.0107764443989559,-54.7981790180381,0,0,"Up in Cluster 4"
"SLC17A7","ENSG00000104888.10",1270.86215988332,5.57836997458975,0.0911745111424179,61.1834371766044,0,0,"Up in Cluster 7"
"RNASEH2A","ENSG00000104889.7",7.36970657496432,-2.04696296823148,0.0514842188295524,-39.7590371334625,0,0,"Up in Cluster 4"
"NOVA2","ENSG00000104967.8",732.637519422101,3.13073590809593,0.0478620365405269,65.4116735180082,0,0,"Up in Cluster 7"
"LILRA1","ENSG00000104974.12",86.547931285398,1.82300603329679,0.0442432351866362,41.2041756351361,0,0,"Up in Cluster 7"
"ASF1B","ENSG00000105011.9",1357.2465345934,-2.44905491353104,0.0396078968292821,-61.8324907299915,0,0,"Up in Cluster 4"
"CCNE1","ENSG00000105173.14",689.69250911919,-2.87860112719278,0.0467976676544172,-61.5116366151011,0,0,"Up in Cluster 4"
"FBL","ENSG00000105202.9",8316.26206591682,-1.36700141276544,0.029439202343701,-46.4347300176742,0,0,"Up in Cluster 4"
"CLIP3","ENSG00000105270.15",3157.46611235825,3.49737089986641,0.0567916038859346,61.5825343987616,0,0,"Up in Cluster 7"
"SLC1A5","ENSG00000105281.12",6244.41798997411,-1.97073818238422,0.0452741738662126,-43.5289705828283,0,0,"Up in Cluster 4"
"TJP3","ENSG00000105289.15",1969.20710568577,-3.46955269915436,0.065616795408234,-52.8759851432637,0,0,"Up in Cluster 4"
"APLP1","ENSG00000105290.13",3235.5485043776,3.50213653321129,0.0850088407722547,41.1973213773587,0,0,"Up in Cluster 7"
"MYH14","ENSG00000105357.19",9520.37303331065,-2.77708139918418,0.0562380516741179,-49.380825197795,0,0,"Up in Cluster 4"
"SIGLEC8","ENSG00000105366.15",369.813635271452,3.32900731249173,0.0609667237635529,54.6036773339275,0,0,"Up in Cluster 7"
"CD79A","ENSG00000105369.10",954.298885323409,-3.26762845612592,0.0842840700293399,-38.7692295233065,0,0,"Up in Cluster 4"
"CEACAM5","ENSG00000105388.16",37670.3959747799,-11.87449389073,0.129340998269093,-91.807656115543,0,0,"Up in Cluster 4"
"SULT2A1","ENSG00000105398.4",2528.2395195877,-11.0459629807676,0.174101030852351,-63.4457069363097,0,0,"Up in Cluster 4"
"ATP1A3","ENSG00000105409.19",215.578364042407,3.70353491324193,0.0853505384680466,43.3920509432809,0,0,"Up in Cluster 7"
"MEGF8","ENSG00000105429.13",4158.17246867083,1.35720906705669,0.0283626416791739,47.8519977937477,0,0,"Up in Cluster 7"
"GRWD1","ENSG00000105447.13",2220.87332469843,-0.807216798526493,0.0188044835694657,-42.9268262297421,0,0,"Up in Cluster 4"
"LIG1","ENSG00000105486.14",1951.01153429325,-1.05660501340236,0.0240238252361396,-43.9815476101983,0,0,"Up in Cluster 4"
"FAM83E","ENSG00000105523.3",833.113003583619,-6.47849612005506,0.0803516495968913,-80.6267967435195,0,0,"Up in Cluster 4"
"CACNG7","ENSG00000105605.7",898.33012031119,6.2579918944598,0.149596776316533,41.8323980539425,0,0,"Up in Cluster 7"
"MAST1","ENSG00000105613.10",478.061314841816,2.7185229517769,0.0699754117592066,38.8496885324754,0,0,"Up in Cluster 7"
"SLC5A5","ENSG00000105641.4",88.6403835410186,-3.67546727873272,0.0917962365440791,-40.0394113866293,0,0,"Up in Cluster 4"
"RAB3A","ENSG00000105649.10",621.412851568971,2.57079543439803,0.0523426438822101,49.1147417043596,0,0,"Up in Cluster 7"
"UPK1A","ENSG00000105668.7",73.0906404547909,-4.87667122975215,0.0984537335141044,-49.5326185781824,0,0,"Up in Cluster 4"
"MAG","ENSG00000105695.15",1134.76580721563,6.80017143625684,0.118564063544471,57.3544059891829,0,0,"Up in Cluster 7"
"TMEM59L","ENSG00000105696.9",1563.8844085099,4.55674065037627,0.0986742779090279,46.1796199266573,0,0,"Up in Cluster 7"
"LSR","ENSG00000105699.16",9762.78142774075,-2.483027916048,0.0416906408993946,-59.5584011778542,0,0,"Up in Cluster 4"
"SCN1B","ENSG00000105711.13",641.342568505293,2.2613281558946,0.0434822350674033,52.0057939153596,0,0,"Up in Cluster 7"
"GRIK5","ENSG00000105737.9",749.795419116196,3.59535472711983,0.0780720493381995,46.0517529333085,0,0,"Up in Cluster 7"
"ETHE1","ENSG00000105755.8",1594.99002129387,-1.92324361876521,0.0392727154548103,-48.9714957698358,0,0,"Up in Cluster 4"
"CADM4","ENSG00000105767.3",3398.18768114823,2.65256765904916,0.0573628878460467,46.2418779571952,0,0,"Up in Cluster 7"
"RASA4","ENSG00000105808.18",47.0806955343921,1.75966123545118,0.04150667688741,42.3946547256577,0,0,"Up in Cluster 7"
"DNAJC2","ENSG00000105821.15",1471.25437575855,-0.839728479520818,0.0200817344356712,-41.8155355161559,0,0,"Up in Cluster 4"
"PON3","ENSG00000105852.11",1065.56573170847,-4.60323320209294,0.0905150054366691,-50.8560230415463,0,0,"Up in Cluster 4"
"ITGB8","ENSG00000105855.10",6724.89696503536,2.97600713715924,0.0590189931776863,50.424566345947,0,0,"Up in Cluster 7"
"WDR91","ENSG00000105875.14",1920.68975519162,1.871816416383,0.0362310572868268,51.6633119912726,0,0,"Up in Cluster 7"
"PTN","ENSG00000105894.12",4260.23578946559,3.46711064499075,0.0792283831895211,43.7609667825371,0,0,"Up in Cluster 7"
"GSDME","ENSG00000105928.16",1218.3750496671,1.97817792382976,0.0479928325812503,41.2181948310878,0,0,"Up in Cluster 7"
"TFEC","ENSG00000105967.16",760.188112286319,2.39660803337183,0.057188787561416,41.9069565130764,0,0,"Up in Cluster 7"
"VIPR2","ENSG00000106018.14",362.72913846812,3.84822331008913,0.0839095334517896,45.8615743859443,0,0,"Up in Cluster 7"
"TSPAN12","ENSG00000106025.9",2797.03232716242,1.88596661425373,0.0483453175572378,39.0103263262439,0,0,"Up in Cluster 7"
"EVX1","ENSG00000106038.13",89.7911701795678,-4.54060196702686,0.10714251572179,-42.3790867373054,0,0,"Up in Cluster 4"
"CCL24","ENSG00000106178.7",664.924695540245,-5.74217730308528,0.0930529967131909,-61.7086768391123,0,0,"Up in Cluster 4"
"PTPRZ1","ENSG00000106278.12",14910.8615131609,5.50267287292073,0.129702308632949,42.4254042269441,0,0,"Up in Cluster 7"
"HYAL4","ENSG00000106302.10",36.4453188769895,-5.25287025536853,0.125111543726947,-41.9854962930742,0,0,"Up in Cluster 4"
"TFR2","ENSG00000106327.13",4292.00203714416,-5.46834530288229,0.0912589724285726,-59.9211798835704,0,0,"Up in Cluster 4"
"IMPDH1","ENSG00000106348.18",2880.12757016392,-1.40941577552814,0.0328487015221775,-42.9062857956985,0,0,"Up in Cluster 4"
"EZH2","ENSG00000106462.11",1295.86983783206,-1.50345731736907,0.031304420607376,-48.0269970885461,0,0,"Up in Cluster 4"
"ZNF862","ENSG00000106479.11",946.539328210234,1.32061535580916,0.0298568039562142,44.2316383811838,0,0,"Up in Cluster 7"
"TSPAN13","ENSG00000106537.8",4549.39075526235,-2.02052125432681,0.0443447616564552,-45.5639218444798,0,0,"Up in Cluster 4"
"AGR2","ENSG00000106541.12",19404.5006124076,-9.05016393718265,0.10617978729208,-85.234338549647,0,0,"Up in Cluster 4"
"PRUNE2","ENSG00000106772.18",4593.03003937829,3.42255117806142,0.05853482433198,58.4703416661924,0,0,"Up in Cluster 7"
"CORO2A","ENSG00000106789.13",1749.01066884676,-3.40154343316338,0.0463096409016858,-73.452166048637,0,0,"Up in Cluster 4"
"C5","ENSG00000106804.8",2883.50037643084,-3.53725356377461,0.0790246030196263,-44.7614214891546,0,0,"Up in Cluster 4"
"AMBP","ENSG00000106927.12",31670.7179548469,-8.59617252361124,0.132722416386852,-64.7680531867019,0,0,"Up in Cluster 4"
"DNM1","ENSG00000106976.21",2647.05579912368,2.46368149140938,0.0526848202445183,46.7626439641449,0,0,"Up in Cluster 7"
"NCS1","ENSG00000107130.10",2760.6250046309,1.76598341511866,0.0445627660117048,39.6291247867066,0,0,"Up in Cluster 7"
"SH3GL2","ENSG00000107295.10",789.811161599218,5.29364665211943,0.0966386819762896,54.777719892933,0,0,"Up in Cluster 7"
"EXOSC3","ENSG00000107371.14",657.211523123707,-1.04752236234698,0.0186729556573695,-56.0983692977156,0,0,"Up in Cluster 4"
"GATA3","ENSG00000107485.18",2286.45272939245,-4.55117233334152,0.0914570036149788,-49.7629722541679,0,0,"Up in Cluster 4"
"RASSF4","ENSG00000107551.21",5814.96189604081,2.60098184559047,0.0411603288685607,63.1914738557196,0,0,"Up in Cluster 7"
"ERLIN1","ENSG00000107566.14",2658.86529252291,-0.953155781006549,0.0223579040145746,-42.6317145106808,0,0,"Up in Cluster 4"
"CUBN","ENSG00000107611.16",4004.03576652346,6.97436622104206,0.0676101171103852,103.155659524376,0,0,"Up in Cluster 7"
"NSMCE4A","ENSG00000107672.15",1210.64448879946,-0.938738011823354,0.0188890807662233,-49.6973899069757,0,0,"Up in Cluster 4"
"SPOCK2","ENSG00000107742.13",6541.83153613939,2.61047152538829,0.0525296638706852,49.6951880715364,0,0,"Up in Cluster 7"
"KAZALD1","ENSG00000107821.15",471.038345070141,-2.11193722402672,0.0487801690586277,-43.2949959949591,0,0,"Up in Cluster 4"
"NPM3","ENSG00000107833.10",1312.49390207092,-1.45103401750711,0.036393649918638,-39.8705274340732,0,0,"Up in Cluster 4"
"GTPBP4","ENSG00000107937.19",2816.45352817463,-1.00499012325307,0.0180342874272407,-55.7266333536993,0,0,"Up in Cluster 4"
"GLRX3","ENSG00000108010.12",2664.80512885491,-0.866326733586385,0.0197556485075164,-43.8521030203983,0,0,"Up in Cluster 4"
"UBE2S","ENSG00000108106.14",1762.3963662402,-1.79709653302356,0.039780883894602,-45.1748769028085,0,0,"Up in Cluster 4"
"LGI1","ENSG00000108231.14",166.848486115621,4.6756015063554,0.113616148813093,41.1526139127205,0,0,"Up in Cluster 7"
"CYP2C18","ENSG00000108242.13",301.518430059743,-6.16351187476624,0.107854951930041,-57.1463040358513,0,0,"Up in Cluster 4"
"RUNDC3A","ENSG00000108309.14",952.058303412955,4.06411327932214,0.0805240191691811,50.4708200267976,0,0,"Up in Cluster 7"
"RNF43","ENSG00000108375.13",1353.88243207671,-4.15607167758448,0.0637312955163051,-65.2124147785632,0,0,"Up in Cluster 4"
"ASPA","ENSG00000108381.11",747.042161863808,4.72929569468172,0.0627085952569645,75.4170249756389,0,0,"Up in Cluster 7"
"SEPTIN4","ENSG00000108387.15",1744.77253693263,2.71050376384504,0.0586502020982548,46.2147386858825,0,0,"Up in Cluster 7"
"NUP88","ENSG00000108559.12",1732.21444878496,-0.70270683405634,0.0174262850258593,-40.3245346333758,0,0,"Up in Cluster 4"
"SLC6A4","ENSG00000108576.10",102.221606319752,-3.23132047881213,0.0714713409776474,-45.2114152975347,0,0,"Up in Cluster 4"
"ALDH3A1","ENSG00000108602.18",1252.21978346498,-4.62298476643774,0.0863846809222656,-53.5162567839754,0,0,"Up in Cluster 4"
"SMARCD2","ENSG00000108604.16",5349.67593737225,-1.55993568205338,0.0209019520370235,-74.6311004489088,0,0,"Up in Cluster 4"
"PSMD11","ENSG00000108671.11",5178.77426325058,-0.701703260474457,0.0166132033249278,-42.2376856979511,0,0,"Up in Cluster 4"
"PEX12","ENSG00000108733.11",526.939830227322,1.06141818688214,0.0238244276696227,44.551676187189,0,0,"Up in Cluster 7"
"CNTNAP1","ENSG00000108797.12",886.714670322018,2.16235037848394,0.0460722237694311,46.9339268125074,0,0,"Up in Cluster 7"
"EZH1","ENSG00000108799.13",2059.7065488424,1.12158514957209,0.0188511487212378,59.4969126899154,0,0,"Up in Cluster 7"
"LRRC59","ENSG00000108829.10",7041.84387399051,-1.25924717026459,0.0199915118269886,-62.9890916286084,0,0,"Up in Cluster 4"
"RND2","ENSG00000108830.10",2834.03144279818,4.17101764930293,0.0842111585219872,49.5304627380693,0,0,"Up in Cluster 7"
"VTN","ENSG00000109072.14",20726.909537356,-9.30909414268592,0.123011245410152,-75.6767733847987,0,0,"Up in Cluster 4"
"TMEM97","ENSG00000109084.14",2952.60271470237,-1.85733069812353,0.0374828877541128,-49.5514302501876,0,0,"Up in Cluster 4"
"ALDOC","ENSG00000109107.14",7225.0603234907,3.42849665098591,0.0630376609085965,54.388068998264,0,0,"Up in Cluster 7"
"UGT2B10","ENSG00000109181.12",996.907050910327,-10.1931025343376,0.187970210200095,-54.2272231514081,0,0,"Up in Cluster 4"
"SULT1E1","ENSG00000109193.12",75.1560353335054,-5.36396744511464,0.114018763513696,-47.0446028339039,0,0,"Up in Cluster 4"
"ODAM","ENSG00000109205.16",108.625441150727,-7.13893810335745,0.131553733081428,-54.2663285650634,0,0,"Up in Cluster 4"
"AREG","ENSG00000109321.11",1458.84191292323,-3.93945489954274,0.0837265945015874,-47.0514168525993,0,0,"Up in Cluster 4"
"MAPK10","ENSG00000109339.24",1407.28840404719,3.32771925538792,0.0572969093813386,58.0785122848483,0,0,"Up in Cluster 7"
"GAB1","ENSG00000109458.8",1728.97575092286,1.33889332491553,0.0299578966383675,44.6925009815537,0,0,"Up in Cluster 7"
"CPE","ENSG00000109472.14",15980.7300849857,3.34423247933476,0.0632813528811592,52.8470446201608,0,0,"Up in Cluster 7"
"ANXA10","ENSG00000109511.12",727.561741946157,-8.75851290299302,0.116858370466744,-74.9498120503534,0,0,"Up in Cluster 4"
"GAR1","ENSG00000109534.17",1037.10603511285,-0.830960822279078,0.0208570689328798,-39.8407285775962,0,0,"Up in Cluster 4"
"GALNT7","ENSG00000109586.12",2249.9726195411,-1.8066076760168,0.0430436435559798,-41.9715323045839,0,0,"Up in Cluster 4"
"NEIL3","ENSG00000109674.4",173.727715735404,-1.7852580522542,0.0458919254231251,-38.9013543405308,0,0,"Up in Cluster 4"
"TBC1D19","ENSG00000109680.11",324.009033601546,1.03026552900327,0.0257690279355797,39.9807680591925,0,0,"Up in Cluster 7"
"LRP2BP","ENSG00000109771.15",220.093606588254,1.95497099952585,0.0361350828695158,54.1017439086905,0,0,"Up in Cluster 7"
"UFSP2","ENSG00000109775.11",887.624943779527,0.81288845653575,0.0191144520635693,42.5274265687716,0,0,"Up in Cluster 7"
"FAM149A","ENSG00000109794.13",964.140934196114,2.16533953313459,0.0491041709766872,44.0968555229782,0,0,"Up in Cluster 7"
"NCAPG","ENSG00000109805.10",777.431218879983,-2.41419478614905,0.0417483660918578,-57.8272879191765,0,0,"Up in Cluster 4"
"CRYAB","ENSG00000109846.9",42242.0960617251,8.10351541922796,0.0427060198343905,189.751127608064,0,0,"Up in Cluster 7"
"ZBTB16","ENSG00000109906.14",1969.39839383482,2.98243679555735,0.0723134377537236,41.2431892079945,0,0,"Up in Cluster 7"
"TECTA","ENSG00000109927.11",88.7253131508073,2.09526104225803,0.0480076347989646,43.6443297203056,0,0,"Up in Cluster 7"
"B3GAT1","ENSG00000109956.13",1790.42907552974,4.48314378726981,0.0834331427920041,53.7333682664469,0,0,"Up in Cluster 7"
"NRXN2","ENSG00000110076.19",2782.28157354277,4.14479704789784,0.0648412385486219,63.922237462966,0,0,"Up in Cluster 7"
"HPX","ENSG00000110169.11",12128.7175468105,-8.76522008034538,0.110165605228606,-79.5640350920466,0,0,"Up in Cluster 4"
"ARHGEF17","ENSG00000110237.5",3341.02276654671,1.89346906704436,0.0332744030132916,56.9046743314376,0,0,"Up in Cluster 7"
"APOA5","ENSG00000110243.12",1008.03038820841,-10.3024504562609,0.176972821136663,-58.2148738438491,0,0,"Up in Cluster 4"
"APOC3","ENSG00000110245.12",18118.2580089392,-11.3566039919088,0.218596027669425,-51.9524719318459,0,0,"Up in Cluster 4"
"SLC1A2","ENSG00000110436.13",8791.73404253771,4.78045296176219,0.107670256255297,44.3990116493014,0,0,"Up in Cluster 7"
"MDK","ENSG00000110492.15",10169.9787407787,-2.20742492731236,0.0512554609356973,-43.0671168889046,0,0,"Up in Cluster 4"
"ELMOD1","ENSG00000110675.13",252.435019704138,5.25798689964686,0.0878622149886232,59.8435504992413,0,0,"Up in Cluster 7"
"CALCA","ENSG00000110680.13",123.62923058038,-6.09218282659285,0.128979512112034,-47.2337251617223,0,0,"Up in Cluster 4"
"SOX6","ENSG00000110693.18",1421.57489196891,3.49839835967978,0.0559049683949205,62.5775930140343,0,0,"Up in Cluster 7"
"NUP98","ENSG00000110713.17",4886.47197486336,-0.64650843412013,0.016091466055034,-40.1770995824137,0,0,"Up in Cluster 4"
"TCIRG1","ENSG00000110719.10",3565.39421797084,-1.41659163833582,0.0357522685041458,-39.6224267047992,0,0,"Up in Cluster 4"
"PTPN5","ENSG00000110786.18",218.699215296426,3.4756251048828,0.0892845042129146,38.9275287522968,0,0,"Up in Cluster 7"
"VWF","ENSG00000110799.14",13559.7423091213,2.08473560150506,0.0485573807416814,42.9334443016102,0,0,"Up in Cluster 7"
"IL23A","ENSG00000110944.9",110.18040893754,-1.99251201535134,0.0460780749122436,-43.242084638868,0,0,"Up in Cluster 4"
"FOXM1","ENSG00000111206.13",2074.68775454287,-2.43353444410264,0.0429282861582536,-56.6883670857836,0,0,"Up in Cluster 4"
"RAD51AP1","ENSG00000111247.15",603.202755837078,-2.094548863587,0.0360386345760929,-58.1195399943501,0,0,"Up in Cluster 4"
"GPRC5D","ENSG00000111291.8",40.8750247224861,-2.96498254661844,0.0568155623514721,-52.1860987360555,0,0,"Up in Cluster 4"
"FZD10","ENSG00000111432.4",307.308853634329,-3.84776061596331,0.0791580970534901,-48.6085537574663,0,0,"Up in Cluster 4"
"TIMELESS","ENSG00000111602.12",2461.01030977644,-1.60509873100849,0.0264265633963036,-60.7380803526274,0,0,"Up in Cluster 4"
"CDCA3","ENSG00000111665.12",895.462295177967,-2.47124749404174,0.0372489392767232,-66.344103806092,0,0,"Up in Cluster 4"
"ENO2","ENSG00000111674.9",5957.61020092518,1.99792397812196,0.0513649323715918,38.896653531407,0,0,"Up in Cluster 7"
"SLCO1B3","ENSG00000111700.13",141.277046809474,-9.33239453395272,0.140943903855116,-66.213538001232,0,0,"Up in Cluster 4"
"APOBEC1","ENSG00000111701.7",65.91646022964,-7.42903148464499,0.146989974192915,-50.5410761886036,0,0,"Up in Cluster 4"
"ST8SIA1","ENSG00000111728.10",491.93036211093,2.73268769016981,0.0628232464080462,43.4980337122441,0,0,"Up in Cluster 7"
"RFX4","ENSG00000111783.13",673.749418838303,6.79100440473399,0.122615568526294,55.384519978617,0,0,"Up in Cluster 7"
"PAK1IP1","ENSG00000111845.5",1036.96434225126,-0.821071934168394,0.0212412716185997,-38.6545565120231,0,0,"Up in Cluster 4"
"SERINC1","ENSG00000111897.7",11875.8234812492,1.40215466467614,0.0257208320256397,54.5143587609611,0,0,"Up in Cluster 7"
"SASH1","ENSG00000111961.18",2752.59775269689,1.71926367451809,0.0338936905867163,50.7251835004331,0,0,"Up in Cluster 7"
"FBXO5","ENSG00000112029.10",510.383831508831,-1.2259420035795,0.0302537901991668,-40.5219311533819,0,0,"Up in Cluster 4"
"SRSF3","ENSG00000112081.17",11871.6069334258,-0.621871896751223,0.0146928103194449,-42.3249115200393,0,0,"Up in Cluster 4"
"IL17A","ENSG00000112115.7",7.61972302052709,-5.57499421079077,0.134334130254214,-41.5009513981343,0,0,"Up in Cluster 4"
"MCM3","ENSG00000112118.20",6218.5595260869,-1.33263984201022,0.0228460215760156,-58.3313745711094,0,0,"Up in Cluster 4"
"PHACTR1","ENSG00000112137.18",322.942772956192,2.05599053042619,0.0479841743379952,42.8472628484554,0,0,"Up in Cluster 7"
"FHL5","ENSG00000112214.10",159.19861464184,3.12113088627899,0.0560741226991023,55.66080637636,0,0,"Up in Cluster 7"
"CCNC","ENSG00000112237.13",2106.94443441608,-0.819674666029614,0.0211369868423249,-38.7791633757509,0,0,"Up in Cluster 4"
"B3GAT2","ENSG00000112309.11",353.514604391112,4.42040511019623,0.0747418736156058,59.1422839214625,0,0,"Up in Cluster 7"
"NR2E1","ENSG00000112333.12",136.807559804748,4.51083349810723,0.107503726347669,41.9597873614084,0,0,"Up in Cluster 7"
"EPM2A","ENSG00000112425.16",386.780956795097,1.29858406953268,0.0285758532584766,45.4434048840686,0,0,"Up in Cluster 7"
"SLC22A2","ENSG00000112499.13",2336.56284488666,8.969970104117,0.104210732130379,86.075300698344,0,0,"Up in Cluster 7"
"QKI","ENSG00000112531.17",11336.9021569761,3.02792259719271,0.0428295241286505,70.6970870864101,0,0,"Up in Cluster 7"
