MEbisque4,MEblack,MEblue,MEbrown,MEbrown4,MEcyan,MEdarkgreen,MEdarkgrey,MEdarkmagenta,MEdarkolivegreen,MEdarkorange,MEdarkorange2,MEdarkred,MEdarkslateblue,MEdarkturquoise,MEfloralwhite,MEgreen,MEgreenyellow,MEgrey,MEgrey60,MEivory,MElightcyan,MElightcyan1,MElightgreen,MElightsteelblue1,MElightyellow,MEmagenta,MEmediumpurple3,MEmidnightblue,MEorange,MEorangered4,MEpaleturquoise,MEpink,MEplum1,MEpurple,MEred,MEroyalblue,MEsaddlebrown,MEsalmon,MEsienna3,MEskyblue,MEskyblue3,MEsteelblue,MEtan,MEturquoise,MEviolet,MEwhite,MEyellow,MEyellowgreen
-0.04023010716704795,-0.045224324433507906,-0.13015525574632048,-0.03780731840709372,0.06735106705719605,0.021295146570432584,0.02535800412138462,-0.0672279000357187,-0.006247699189104394,-0.06081662946423705,-0.07244425371239026,0.01046529870004062,-0.15172099339486805,0.0660526155069899,0.05404916314762944,0.016028154016374627,-0.03943563347695182,-0.11583957171759222,-0.003318792258921612,0.013801229217367074,-0.09162804653070145,0.16324588225310968,0.04701423178021369,-0.11844159655800598,-0.005698019677620676,-0.06086338195743128,0.09827734302878452,0.024237472900473477,-0.09835855540174868,0.005077087951717406,-0.04927987938269997,-0.020052113628759305,0.14690164649706766,-0.0013283716585530403,0.09766411462725721,-0.05453791338078292,-0.020378657885635795,-0.04268029865914719,-0.05809272472142746,0.02851361825255949,-0.02328120845347234,0.08213235982503397,-0.021321838272318205,-0.05351970821874167,-0.11824305234366361,-0.07812030624829447,0.068331125933059,-0.08674370941986163,-0.016603729895763586
-0.06339016278853907,0.07473615698670577,0.14452642824625705,-0.14460773235067215,0.0024147200927993363,0.0016106566796869615,-0.04723751945639487,-0.09574148052356302,0.05106888015709554,0.014207444474059416,-0.01709246350187399,-0.06748822363013623,-0.058755022305756466,-0.03900751445865059,0.12176959093932271,0.04675540821512075,0.12932304889470825,0.04178954542175728,-0.062253069014429535,-0.02262601749510007,-0.047920102223764575,0.0710148042909633,-0.09930110565042992,0.041869392609931944,-0.009871228678555282,-0.06375661031092295,0.10869632719978495,0.032756666583649154,0.03416959206495096,-0.023100757307061126,-0.009490294455195416,-0.05502570690077602,0.01451341796978134,-0.005498815707353,0.07717275559770032,-0.08470746979793808,-0.011833364932119839,0.0514880331195019,-0.1475336386571121,0.07605065428093094,0.058895954163684094,-0.03991624992427656,-0.06864247030954573,-0.07187924526348821,-0.06293882328748912,-0.04309593453204741,-0.020173599401563935,-0.16810389447105456,-0.11241372687217932
-0.00687168148649394,0.0018223609175054278,-0.08940083299997839,0.1009379079946518,-0.005419244816312324,0.017091236358863338,0.01107960227312954,0.023372144390288507,0.0421464785357204,0.12656386420723398,0.011746063364715259,0.06932523825333832,0.09869328807904888,-0.023619293478032606,0.015023342812595708,0.12693708968878453,-0.017318005179086715,0.021805205387020854,0.1973225731656882,0.11391851193931679,-0.016696441498761563,0.00915163068311138,0.08144136319771215,-0.09408200156260575,-0.10392598469251264,0.04114365272679471,0.021169158654227083,0.12999504611281365,0.02829050829874316,0.025731939247132796,0.07748941790873168,-0.052948630492179447,0.04804956991375339,0.16205975280258522,-0.04208863172441435,-0.006626304151850837,-0.009165165841500622,0.18582945476346843,0.10902476604705852,-0.04989624586861262,4.1567304894185586e-5,0.0392020541093912,0.051900635072254814,0.04332500169715392,0.013762017762760759,-0.014639034455646162,0.08982980799500451,0.13044741884500294,0.013880707918116048
-0.030024222201566718,-0.08001480319520271,-0.06503988535898325,-0.006258355707385255,-0.027010180863129254,-0.008624048301117251,-0.04749251497451812,-0.0300100364478108,0.1490785691668337,-0.045904898934460155,-0.01427249653068338,0.09352036263513394,-0.09895090618811107,0.04239111469977603,-0.059552258855192455,-0.029373915529409145,-0.0722682227921467,-0.10850564398422453,-0.08089051208945255,-0.08340035651494196,0.03485796215416576,0.0814560859002898,0.0754588371286538,0.025407224935342757,-0.1100334690335527,0.03503035467573391,-0.04388544153791907,-0.08381659263274915,-0.08678394294381442,0.12627622212039444,0.0027293156170856998,-0.03192647379825322,-0.0016413766417007914,-0.027598441419868648,0.046412709217774586,0.1480203544002201,0.024073759577463993,-0.05897098351307976,-0.06816259472991791,0.055311535895796425,0.010681806498814702,0.11568019217264243,0.12274794278680379,-0.08856130549348906,-0.026542796065194024,0.154565881535813,0.12288926551320607,-0.02069369749270482,-0.04705852986295595
-0.00839204266909838,-0.05040810876556084,0.030219738939906243,-0.07699352777072334,0.18921173217322912,-0.05414679500839028,0.1429236558378718,-0.0465818060143877,-0.06607217452533638,-0.03456854943335104,-0.0025851180893499575,-0.028878634829781643,0.06686219755225822,-0.010758562270136626,0.07739671860629682,-0.033201407058931466,0.035301587343270116,-0.025015188756102178,0.14532215666967646,0.12600779383935384,-0.02547466873615702,0.05004207544884084,0.021353238921146822,0.0116474374267821,-0.07562270832895972,-0.03211593443356217,0.0968584018348021,0.07220050636810223,-0.02270096734806881,-0.03984240680998738,0.020960026069138042,-0.058935941267960514,0.013407656684760353,0.05221173114341829,-0.06122789517714196,-0.0074472680141510665,-0.06984907265699275,0.07275628510909102,0.16017548337439236,-0.06415607730240358,0.12614673969530196,0.05477750474309847,0.03955081236221163,-0.004406776134011606,-0.028112135762477408,-0.06532495908849682,-0.14564390727301665,-0.04727881261885099,0.26919128975948237
-0.03903568755521289,-0.015983976086723695,-0.056049318938363665,-0.15204423804597894,0.05492696097417311,0.0432085543867386,0.018195001844133047,-0.07805026310427116,-0.028302045407650623,-0.018297912751459467,-0.005706966526917998,0.036091706633377914,0.0813984525483054,0.1420668234062861,-0.05445904580375113,-0.035642627004504546,0.033713645987652203,0.11987898732612383,0.05318432262520323,0.23612917641430772,0.03865490725932623,-0.05760973286834681,-0.09290896314397369,-0.10156306260059592,0.008115192423954695,-0.04708948801935317,-0.031090973923972507,0.05763952694156085,0.07556102998138245,-0.08317258919928411,0.017530815961363192,-0.05656344637300043,-0.09293023599285995,-0.013487936343801106,-0.01706616640206647,-0.048438069001876125,0.014802685795976643,0.06761111967307398,0.00409595535372892,-0.056226992240660544,-0.01516224164103857,-0.11264365183514413,-0.08886707534183122,0.00142212502435223,0.08131817244613372,0.0016787562510799398,0.08312195285393417,-0.14358217050484917,-0.027282493584090368
-0.04809167488830573,-0.0783478095974256,0.1034251408812161,0.054984607440036734,-0.06313328688991818,-0.07884026563619964,0.019032240031889816,-0.023779534354464532,-0.06855257154187935,0.0012242732656253096,-0.001028952300210939,-0.04648453969015884,0.07224932730305837,0.06525761222501247,0.033170256700539275,0.010784458451285235,-0.06328205823263741,0.11887047959550953,-0.04099725929017384,0.10484583548023485,-0.03618141705831598,-0.16489538761596068,-0.08554226089195857,0.1097396387076461,0.24406061625223166,0.005553241966868033,-0.11490825047367854,-0.05206887009689689,0.1542136177881473,0.0676535449737789,0.05171222225781007,0.2352366892286106,-0.19981318021735064,-0.026294865904542827,0.018988873417919355,-0.07751104206283721,0.14484995524641572,0.003603832403389054,-0.013951476782932251,0.0058684329708340545,0.02215998917045174,-0.16887586069496005,-4.743292108615853e-4,-0.05495814713341238,0.12765196775253415,0.021775139629478902,-0.053120347660700014,0.014959213259160466,-0.12174117979716317
0.044152318314180705,0.09220621529501109,0.06645346785905,0.053432157433272065,-0.043048861815285375,-0.11318921853986348,0.23179556202703608,-0.059534137395023765,0.0622844249381394,0.036641098329285686,0.027242585786926964,0.01536507494612444,-0.035681398061715844,-0.04226461956202451,0.056392381168703556,0.06404380333737097,0.12296362017630987,0.02609716908974083,0.04820950792675671,0.005624988614759297,-0.011019710395416146,0.04369936230802057,0.056415938152049684,-0.04003832341297027,0.007366731839750347,-0.01409268761328004,0.09886061615696072,0.16422710936056226,0.062381826656369696,0.022632380046624448,0.08201387056300065,-0.014602646384319552,-0.05497940434506542,0.5138984346752234,0.04775370975030938,-0.01280807140823615,-0.008831682598390194,0.3074278017478797,-0.032344536341716905,0.10756967363656117,-0.06301851145837686,0.03935261477944481,-1.5624136567409476e-4,0.007887081154388577,-0.034198005987868506,-0.0024252112268354762,0.06099139964316887,0.005065959896139713,0.05881431972895153
-0.057057858572289254,0.017874103246345745,0.09104497473495984,-0.058241444215339624,-0.04026008830434593,-0.002183752420071793,-0.09383236017293378,0.11964221224635602,-0.10973349722921903,-0.060740456755220794,-0.04912328273915308,-0.0633920996642764,0.00456412680691505,0.027807003745484657,0.1016056709183358,-0.029231133023483503,-0.07785727186118914,-0.07644907735654985,-0.06853338757627528,-0.14110947163026288,-0.07632534867532272,0.014606924271659006,-0.06364337221278052,0.056931492129345895,0.06107835303837006,-0.04518112128635974,0.0343511134626273,-0.07118084956412261,-0.09792868281835629,-0.0050405598029520556,-0.07187183344998979,-0.07907373231940404,0.06966281418197877,-0.04713985485772337,-0.11398341908917008,-0.07870677465343899,-0.16006597130741826,-0.06271627041127625,-0.011604489866982837,-0.11022313797414383,0.20797423510173602,0.041428708025847846,0.1008722029568191,0.07087397494501142,-0.11923886474860883,-0.0741972598137418,-0.12274162000272809,0.07107968083795649,0.03405641424809174
0.1237679072050398,-0.044413576591815544,-0.007385366324721026,0.1969923206498965,-0.009773170513430652,0.15732856394251774,0.008772452026392312,-0.15695532891882544,-0.030985752290294776,0.03777377184435952,0.2452842546253951,-0.06063290762534774,0.08224695071507944,-0.07197162427596415,-0.025110778968401533,0.1323706257328861,-0.04879136619480753,0.12145330582619825,0.12632012072911267,-0.016627584617364053,0.10712706315433218,-0.04787461968985603,0.00859568817555715,0.04250200586319487,0.017314630899340093,0.095224644994113,-0.07935531949626914,-0.07837808266186748,0.0699030401285314,0.10573767781561129,0.10622268816761775,-0.02936835418203056,0.07066189533087107,0.01914708761481025,0.05313487092573296,-0.01762047297315488,0.12513454269503307,-0.03510726116090104,0.026208340462032256,-0.12755199611800666,-0.02723715007981312,-0.13511809431170677,0.03682456848668582,-0.1096915916840249,0.09901309816288045,0.06855449837164722,0.0822765806242336,0.11596513190340399,0.024998821039326644
