Project,Comparison,Cluster1,Cluster2,Cluster1_Samples,Cluster2_Samples,Filtered_Genes,Total_DEGs,Up_in_Cluster2,Down_in_Cluster2
TCGA-STAD,Cluster2_vs_Cluster1,1,2,148,264,26477,15958,9231,6727
