ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR,comparison,cluster1,cluster2
ENSG00000007314,SCN4A,ENSG00000007314.12,-5.006448669905401,1.7354680071760291,1017.7506473376529,1.1936253599719934e-126,5.125014117710519e-124,Cluster2_vs_Cluster1,1,2
ENSG00000143028,SYPL2,ENSG00000143028.9,-4.2990120660897695,1.598115533821157,1037.4337072619965,1.3528452492368209e-126,5.6990520527755655e-124,Cluster2_vs_Cluster1,1,2
ENSG00000018625,ATP1A2,ENSG00000018625.15,-5.343098297636257,3.543678389742493,1033.512311737083,1.486093477493962e-125,6.144446124445869e-123,Cluster2_vs_Cluster1,1,2
ENSG00000183631,PRR32,ENSG00000183631.5,-4.090907833385897,-2.188679145571371,730.54426168754,2.9935907583130304e-125,1.215234561106455e-122,Cluster2_vs_Cluster1,1,2
ENSG00000181418,DDN,ENSG00000181418.8,-4.2156438966427805,3.110924886631125,1016.0186472249937,2.2145895695999497e-124,8.829489521510371e-122,Cluster2_vs_Cluster1,1,2
ENSG00000130528,HRC,ENSG00000130528.12,-4.877560552382318,2.7614870864903147,1013.0389051419551,4.202868681043664e-124,1.6462710358186295e-121,Cluster2_vs_Cluster1,1,2
ENSG00000104848,KCNA7,ENSG00000104848.1,-3.6027365845712986,0.15664080413469778,954.8610857964054,6.933743607282459e-124,2.669132646893025e-121,Cluster2_vs_Cluster1,1,2
ENSG00000234281,LANCL1-AS1,ENSG00000234281.5,-2.835501632081349,-1.423806403602691,833.5951973894329,2.2179892666957957e-123,8.393397687714751e-121,Cluster2_vs_Cluster1,1,2
ENSG00000101892,ATP1B4,ENSG00000101892.12,-4.849287701291237,0.6989369740460141,889.4827909524084,2.4291815346923944e-122,9.039389354179516e-120,Cluster2_vs_Cluster1,1,2
ENSG00000004776,HSPB6,ENSG00000004776.13,-4.481428003730346,2.0067519507282823,976.8301117933639,1.1013861833873561e-121,4.031253986309754e-119,Cluster2_vs_Cluster1,1,2
ENSG00000138347,MYPN,ENSG00000138347.16,-5.512819801371766,2.8334557106526934,962.4042171615582,1.008671720023481e-120,3.6323570149942358e-118,Cluster2_vs_Cluster1,1,2
ENSG00000139914,FITM1,ENSG00000139914.6,-3.5209972280193953,0.11871653267121277,893.34446856373,9.212778708335992e-119,3.2649795273177414e-116,Cluster2_vs_Cluster1,1,2
ENSG00000115593,SMYD1,ENSG00000115593.15,-5.675935393730199,2.210276057397043,907.199641986065,1.4366275830009217e-118,5.011810007134622e-116,Cluster2_vs_Cluster1,1,2
ENSG00000116748,AMPD1,ENSG00000116748.21,-4.390055241385576,1.0776862206204452,896.6989100020967,1.4025672395821282e-117,4.817710578176951e-115,Cluster2_vs_Cluster1,1,2
ENSG00000159173,TNNI1,ENSG00000159173.19,-4.755806020278502,6.262418064584936,920.6742907127947,1.756903675726245e-117,5.943392176960587e-115,Cluster2_vs_Cluster1,1,2
ENSG00000183091,NEB,ENSG00000183091.19,-5.243450643009603,6.800161139970645,917.8763764551878,2.908190255521974e-117,9.691218482841659e-115,Cluster2_vs_Cluster1,1,2
ENSG00000081248,CACNA1S,ENSG00000081248.11,-5.6516200417202915,2.639442645480137,904.77940372267,8.123642580715178e-117,2.667302469112173e-114,Cluster2_vs_Cluster1,1,2
ENSG00000198842,STYXL2,ENSG00000198842.10,-5.286764556898496,2.037961519147627,889.7388056403604,2.266944670319239e-116,7.335372993364877e-114,Cluster2_vs_Cluster1,1,2
ENSG00000164879,CA3,ENSG00000164879.7,-4.62615586000172,1.9943225283901835,900.8624390670341,5.947477880637283e-116,1.896990552014123e-113,Cluster2_vs_Cluster1,1,2
ENSG00000170807,LMOD2,ENSG00000170807.12,-6.086660818717691,3.3485080553939905,892.6812033362086,2.775976649268507e-115,8.729469105382811e-113,Cluster2_vs_Cluster1,1,2
ENSG00000133878,DUSP26,ENSG00000133878.9,-4.608868305026734,1.8859761993234132,889.2375797587674,3.648906315182619e-115,1.1315157124872547e-112,Cluster2_vs_Cluster1,1,2
ENSG00000115592,PRKAG3,ENSG00000115592.11,-4.240231840508541,0.43628293943519086,833.2647386362238,4.0206893524378335e-115,1.2297250845462946e-112,Cluster2_vs_Cluster1,1,2
ENSG00000186335,SLC36A2,ENSG00000186335.9,-3.531093913187909,-1.7338119703373447,682.6771725113103,5.976578295814974e-115,1.8032305893332557e-112,Cluster2_vs_Cluster1,1,2
ENSG00000102683,SGCG,ENSG00000102683.8,-4.314265299655828,1.1820979251448744,865.0757216916285,2.709709240249961e-114,8.06662376094145e-112,Cluster2_vs_Cluster1,1,2
ENSG00000173641,HSPB7,ENSG00000173641.18,-5.37442290695517,4.94629785261657,866.860915809383,5.289616776263251e-113,1.553964128468811e-110,Cluster2_vs_Cluster1,1,2
ENSG00000172995,ARPP21,ENSG00000172995.16,-5.120192925814035,1.5718900471942725,826.121896994957,2.815091199452069e-112,8.162667689631993e-110,Cluster2_vs_Cluster1,1,2
ENSG00000070182,SPTB,ENSG00000070182.21,-3.87263015477332,3.792073130927017,856.4632666223331,3.542159894409111e-112,1.0139205636214386e-109,Cluster2_vs_Cluster1,1,2
ENSG00000164440,TXLNB,ENSG00000164440.15,-3.6818243485116855,2.291031364523641,853.2742337470854,1.1896620067684634e-111,3.36222577533158e-109,Cluster2_vs_Cluster1,1,2
ENSG00000156885,COX6A2,ENSG00000156885.6,-5.289027321761735,0.8031349754591688,739.0104554315288,8.689166916614588e-111,2.4250378718406737e-108,Cluster2_vs_Cluster1,1,2
ENSG00000170290,SLN,ENSG00000170290.4,-5.938470419295945,4.411248717264024,838.2253566616406,1.9886835956831796e-110,5.481646745780043e-108,Cluster2_vs_Cluster1,1,2
ENSG00000182676,PPP1R27,ENSG00000182676.5,-4.861527824068361,2.2111942310197397,833.1674359636005,2.1035140560888586e-110,5.7274583329629195e-108,Cluster2_vs_Cluster1,1,2
ENSG00000182533,CAV3,ENSG00000182533.7,-4.785883484367391,0.7169229378781401,759.7243842154692,1.0935161009879232e-109,2.9415583116575135e-107,Cluster2_vs_Cluster1,1,2
ENSG00000215861,AC245297.1,ENSG00000215861.6,-3.5553609720067256,1.837278517553835,823.8532221459362,3.437626920768167e-109,9.137130507141769e-107,Cluster2_vs_Cluster1,1,2
ENSG00000135902,CHRND,ENSG00000135902.10,-5.407441424349646,2.3732384205391215,807.0072233252006,9.3507009948143e-109,2.4561541307202224e-106,Cluster2_vs_Cluster1,1,2
ENSG00000127325,BEST3,ENSG00000127325.19,-4.4739955937865155,1.1250370321427197,784.9489373650032,4.38521185837947e-108,1.1384723856050979e-105,Cluster2_vs_Cluster1,1,2
ENSG00000111046,MYF6,ENSG00000111046.4,-5.3194822850634,2.2075200687389347,791.0898719540343,1.42602330122811e-107,3.659634740979312e-105,Cluster2_vs_Cluster1,1,2
ENSG00000077009,NMRK2,ENSG00000077009.13,-5.044622458841599,1.0763707110481713,744.8500430550888,2.5972541345799737e-107,6.589646938950804e-105,Cluster2_vs_Cluster1,1,2
ENSG00000239474,KLHL41,ENSG00000239474.7,-6.001870311988368,4.533708582122155,795.2422464139831,8.320233671433449e-107,2.087256822270726e-104,Cluster2_vs_Cluster1,1,2
ENSG00000108878,CACNG1,ENSG00000108878.5,-4.779589297672166,1.2808284991303651,751.3988257164215,1.6432704360741862e-105,4.0765887806920396e-103,Cluster2_vs_Cluster1,1,2
ENSG00000170162,VGLL2,ENSG00000170162.14,-4.026991305691349,-0.7024705421212234,650.174683688334,1.3153396975168652e-104,3.227207629281214e-102,Cluster2_vs_Cluster1,1,2
ENSG00000108823,SGCA,ENSG00000108823.16,-4.123992591768481,2.004994473114464,763.0182861844776,5.0188687956253744e-104,1.2180030826079102e-101,Cluster2_vs_Cluster1,1,2
ENSG00000081189,MEF2C,ENSG00000081189.16,-2.7016057088649905,4.532814992095198,748.9246973359482,4.621500856166175e-103,1.1095080603830344e-100,Cluster2_vs_Cluster1,1,2
ENSG00000091482,SMPX,ENSG00000091482.8,-5.471265193277994,2.9846869765165196,748.2678147258391,7.780739024091873e-103,1.8480910658606305e-100,Cluster2_vs_Cluster1,1,2
ENSG00000198125,MB,ENSG00000198125.13,-5.359770257288705,6.13694481646576,740.7728775313434,2.6024203572518794e-102,6.116235717511865e-100,Cluster2_vs_Cluster1,1,2
ENSG00000100678,SLC8A3,ENSG00000100678.19,-3.2487339447580568,-0.42322900245816075,690.5031442927648,5.383803042496981e-102,1.2521267763523968e-99,Cluster2_vs_Cluster1,1,2
ENSG00000077522,ACTN2,ENSG00000077522.14,-6.176584694937218,5.898421208168455,727.946446286921,4.5453123307007517e-101,1.0462184371912957e-98,Cluster2_vs_Cluster1,1,2
ENSG00000171714,ANO5,ENSG00000171714.12,-3.710417782340321,0.7745242707898282,710.2105762870669,2.46162088802974e-100,5.57486668155302e-98,Cluster2_vs_Cluster1,1,2
ENSG00000164122,ASB5,ENSG00000164122.9,-5.312203302024714,2.707753523226262,719.4498297342681,2.471947872413441e-100,5.57486668155302e-98,Cluster2_vs_Cluster1,1,2
ENSG00000164776,PHKG1,ENSG00000164776.10,-2.9885005279752663,0.7735077571206689,714.3980258005622,7.278627075355156e-100,1.6250990671145458e-97,Cluster2_vs_Cluster1,1,2
ENSG00000198881,ASB12,ENSG00000198881.10,-3.075044308287097,-1.751218822642387,585.7815582491571,9.136896363960345e-100,2.0197968823578478e-97,Cluster2_vs_Cluster1,1,2
ENSG00000158014,SLC30A2,ENSG00000158014.15,-2.9175395190544164,-1.7494014260357256,590.2622719018332,1.2612544587715948e-99,2.760787088332686e-97,Cluster2_vs_Cluster1,1,2
ENSG00000186439,TRDN,ENSG00000186439.14,-5.608046331998446,4.176379617852592,710.7763108773532,2.6126240884800348e-99,5.663306604222693e-97,Cluster2_vs_Cluster1,1,2
