ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR,comparison,cluster1,cluster2
ENSG00000285589,AC010422.8,ENSG00000285589.1,-0.3099113701200672,0.5157152502624089,4.584442587098615,0.03428858873388958,0.06381714201237701,Cluster2_vs_Cluster1,1,2
ENSG00000229807,XIST,ENSG00000229807.12,1.3818846116096188,5.645871579794793,4.582236617848123,0.03430664635443369,0.06384531957429694,Cluster2_vs_Cluster1,1,2
ENSG00000156671,SAMD8,ENSG00000156671.15,0.24140538062411807,4.953650836151109,4.580672288273733,0.03433680783263438,0.06389601593621708,Cluster2_vs_Cluster1,1,2
ENSG00000164172,MOCS2,ENSG00000164172.20,0.19618455164835077,5.3042367923621105,4.579214426370788,0.03436488818841828,0.06394283132601343,Cluster2_vs_Cluster1,1,2
ENSG00000218739,CEBPZOS,ENSG00000218739.10,0.13485364202661723,5.470427626496119,4.579004177906393,0.03436893387976764,0.06394492119807108,Cluster2_vs_Cluster1,1,2
ENSG00000101638,ST8SIA5,ENSG00000101638.14,-0.45996410073461746,-0.13107136042700165,4.580278417433102,0.03437401591929377,0.0639489387224001,Cluster2_vs_Cluster1,1,2
ENSG00000273951,AL031667.3,ENSG00000273951.1,-0.27413505208869093,-1.7865092758201822,4.561884212788229,0.03443880422081543,0.0640595151633709,Cluster2_vs_Cluster1,1,2
ENSG00000137673,MMP7,ENSG00000137673.9,1.0432329683927883,1.1389056360739747,4.576253547906422,0.03443930881475008,0.0640595151633709,Cluster2_vs_Cluster1,1,2
ENSG00000110442,COMMD9,ENSG00000110442.12,0.1830689215244385,5.824012369481863,4.573623530150579,0.03447294403031572,0.06411662830527949,Cluster2_vs_Cluster1,1,2
ENSG00000270977,AC015849.5,ENSG00000270977.2,-0.5099225278566265,-0.4290945297226054,4.573020155341902,0.03450810548380315,0.06417657016452298,Cluster2_vs_Cluster1,1,2
ENSG00000178075,GRAMD1C,ENSG00000178075.20,0.6670182123356928,1.711123059145611,4.571916458102587,0.03451504254610448,0.0641840158854977,Cluster2_vs_Cluster1,1,2
ENSG00000055044,NOP58,ENSG00000055044.11,-0.21174146325386148,5.863699088372632,4.571062279045209,0.03452257424511388,0.0641925660306868,Cluster2_vs_Cluster1,1,2
ENSG00000278921,EPB41L4A-DT,ENSG00000278921.2,0.3279761803674362,0.7710020194139172,4.571684543122089,0.03453133044996523,0.06420339142124738,Cluster2_vs_Cluster1,1,2
ENSG00000120280,CXorf21,ENSG00000120280.6,-0.2964411820985344,2.0776639430881363,4.5702887928641776,0.034542711953412256,0.06421909572101794,Cluster2_vs_Cluster1,1,2
ENSG00000070404,FSTL3,ENSG00000070404.10,-0.5285034687638839,4.101527507544844,4.569155807725244,0.03455998939252443,0.06424575768126037,Cluster2_vs_Cluster1,1,2
ENSG00000185085,INTS5,ENSG00000185085.2,-0.1661027968604753,5.243685879702803,4.568266216930236,0.0345768714933611,0.06427168025441686,Cluster2_vs_Cluster1,1,2
ENSG00000228956,SATB1-AS1,ENSG00000228956.8,-0.5170371650572565,5.022324013146636,4.567260486503507,0.03459643740670846,0.06430258668525153,Cluster2_vs_Cluster1,1,2
ENSG00000165609,NUDT5,ENSG00000165609.13,0.13705304380281488,6.170282303026881,4.56496719463736,0.034640985239052756,0.06437991650645326,Cluster2_vs_Cluster1,1,2
ENSG00000226471,Z93930.2,ENSG00000226471.6,-0.3538603901360954,1.6811691343089155,4.564902317453525,0.034650719192899845,0.06439253745036934,Cluster2_vs_Cluster1,1,2
ENSG00000135424,ITGA7,ENSG00000135424.18,-0.2584447099286742,3.456524145468979,4.564118629606667,0.03465847231059163,0.06440147551216517,Cluster2_vs_Cluster1,1,2
ENSG00000280077,AL353763.2,ENSG00000280077.1,-0.1954964153547084,2.6036336394625184,4.561043155286247,0.0347201351781774,0.06451057725021413,Cluster2_vs_Cluster1,1,2
ENSG00000102053,ZC3H12B,ENSG00000102053.12,-0.4626097332052529,1.6951663902900769,4.5608305826236215,0.03472986304059894,0.0645231725675728,Cluster2_vs_Cluster1,1,2
ENSG00000186676,EEF1GP1,ENSG00000186676.3,-0.6825971361978126,0.60031507186273525,4.56143586179459,0.03473367595989516,0.06452477755157973,Cluster2_vs_Cluster1,1,2
ENSG00000174371,EXO1,ENSG00000174371.17,-0.46241158785611564,4.068874743734894,4.559301730059342,0.0347518717496634,0.0645442174115405,Cluster2_vs_Cluster1,1,2
ENSG00000106780,MEGF9,ENSG00000106780.9,0.31464642419940125,4.120394007398472,4.559280794550482,0.034752260721111136,0.0645442174115405,Cluster2_vs_Cluster1,1,2
ENSG00000272325,NUDT3,ENSG00000272325.2,0.2894266674039275,-0.09391251923328027,4.560730705387068,0.034752990188544726,0.0645442174115405,Cluster2_vs_Cluster1,1,2
ENSG00000186235,LINC02610,ENSG00000186235.11,0.45456654323965,0.49666541805893966,4.56031245979059,0.03475701845994788,0.06454621998842808,Cluster2_vs_Cluster1,1,2
ENSG00000276832,CDRT15P6,ENSG00000276832.2,-0.3392504541353418,0.19938798388237045,4.560337908964638,0.03476054311580709,0.06454728705540687,Cluster2_vs_Cluster1,1,2
ENSG00000233487,RPSAP69,ENSG00000233487.6,0.41727053913634116,-0.9575159857023211,4.5560891092028015,0.034779338380846056,0.06457670772003664,Cluster2_vs_Cluster1,1,2
ENSG00000112514,CUTA,ENSG00000112514.18,0.28027471567333123,7.530682468785788,4.557393200611171,0.03478872722556008,0.06458865945653412,Cluster2_vs_Cluster1,1,2
ENSG00000232346,Z74021.1,ENSG00000232346.1,-0.389109296195064,0.3326366427691149,4.558558117601882,0.03479394838844059,0.06459287211429493,Cluster2_vs_Cluster1,1,2
ENSG00000137801,THBS1,ENSG00000137801.11,-0.661382502879071,5.164903982801072,4.555816296315298,0.0348196209871006,0.06463504769642496,Cluster2_vs_Cluster1,1,2
ENSG00000242615,AC022415.1,ENSG00000242615.1,0.2176433762219145,0.12255787486856212,4.55693404931287,0.034827329043688814,0.06464387168950723,Cluster2_vs_Cluster1,1,2
ENSG00000081665,ZNF506,ENSG00000081665.14,0.1322417774797448,4.640237929772099,4.553186701068741,0.03487120889308801,0.06471982785484481,Cluster2_vs_Cluster1,1,2
ENSG00000178015,GPR150,ENSG00000178015.5,-0.38117396547657156,-0.6564810998683853,4.552444513272831,0.03489401107768169,0.06475383395210102,Cluster2_vs_Cluster1,1,2
