Project,Comparison,Cluster1,Cluster2,Cluster1_Samples,Cluster2_Samples,Filtered_Genes,Total_DEGs,Up_in_Cluster2,Down_in_Cluster2
TCGA-THYM,Cluster2_vs_Cluster1,1,2,52,68,21880,11263,4899,6364
