ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR
ENSG00000123610,TNFAIP6,ENSG00000123610.5,-4.134908675768749,0.27397144413946106,163.77063128585644,3.9572297041360236e-29,7.226297162722793e-25
ENSG00000132932,ATP8A2,ENSG00000132932.17,-3.5893957210431746,-0.06667122410876583,135.2425730308605,4.477814318725284e-25,4.08846836371212e-21
ENSG00000060718,COL11A1,ENSG00000060718.22,-5.226287787698733,2.272705550855665,137.42644022766177,1.0240246289618148e-24,6.233237916490567e-21
ENSG00000253227,AC090192.2,ENSG00000253227.2,-3.710171408040717,0.3327216173831493,127.89164321536799,8.61998011373536e-24,3.8583155830513326e-20
ENSG00000137273,FOXF2,ENSG00000137273.6,-3.2523874358411544,-0.15185502681232513,126.47118768944101,1.1884788369431864e-23,3.8583155830513326e-20
ENSG00000067057,PFKP,ENSG00000067057.18,-2.951309334669154,4.504506380984055,132.86673471689787,1.2677232078368106e-23,3.8583155830513326e-20
ENSG00000072195,SPEG,ENSG00000072195.15,-4.224845634367248,1.7762796128355443,122.27993725342124,1.767303082071523e-22,4.610388797386869e-19
ENSG00000109846,CRYAB,ENSG00000109846.9,-3.407991494802687,4.80521468934185,119.75088433683375,6.670623082196289e-22,1.5226531012998304e-18
ENSG00000167771,RCOR2,ENSG00000167771.6,-3.155050446593504,0.1263962693412038,114.0886900082922,1.218755979879527e-21,2.4728558831755602e-18
ENSG00000084731,KIF3C,ENSG00000084731.15,-2.1811141795022957,2.41326128733203,115.59293946305385,2.478892370404808e-21,4.5267053575962195e-18
ENSG00000185499,MUC1,ENSG00000185499.16,-3.8953895200414483,2.967519342349098,113.32427544813211,4.903842276924491e-21,8.140823983538012e-18
ENSG00000122691,TWIST1,ENSG00000122691.13,-3.305444336913067,-0.17380055800591543,106.05241766640803,9.882354008473169e-21,1.5038472212394044e-17
ENSG00000153446,C16orf89,ENSG00000153446.16,-4.268752568384292,1.2318008010991495,107.34982242328248,1.271625703882743e-20,1.7862428445079054e-17
ENSG00000249096,LINC02362,ENSG00000249096.7,2.652505512663732,3.2793031600843756,102.78475604328,1.4600666878127555e-19,1.9044484132963377e-16
