ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR
ENSG00000162571,TTLL10,ENSG00000162571.14,4.852444415648108,3.2969867627807776,96.25419588202517,6.100171742252454e-18,1.2333327228486013e-13
ENSG00000205277,MUC12,ENSG00000205277.9,5.26466778102094,2.8046615742179477,91.5123422097202,2.525141942931568e-17,2.5526659901095224e-13
ENSG00000226688,ENTPD1-AS1,ENSG00000226688.7,-3.8088020792561346,3.005325347853593,83.75455733223701,3.249471482960926e-16,2.1899271480834667e-12
ENSG00000015413,DPEP1,ENSG00000015413.9,4.064198057190242,2.220339162888092,77.29201610582248,2.7856680852343103e-15,1.1715130881360189e-11
ENSG00000280152,AC009078.3,ENSG00000280152.1,1.4246899960268027,-1.2305224026373616,76.37501408381347,2.8972032054011745e-15,1.1715130881360189e-11
ENSG00000113722,CDX1,ENSG00000113722.17,3.824142780110018,1.828788631663359,74.39852667698203,7.389028677379185e-15,2.4898563633208727e-11
ENSG00000054356,PTPRN,ENSG00000054356.14,4.341159699085741,2.4139956555387734,71.96432551601083,1.7078340061637893e-14,4.4000428649745904e-11
ENSG00000070019,GUCY2C,ENSG00000070019.5,3.457128758128377,0.6685462958859104,71.61142593352103,1.7410398120386153e-14,4.4000428649745904e-11
ENSG00000232352,SEMA3B-AS1,ENSG00000232352.1,2.1314506903258814,-0.850305813487568,70.49961108470416,2.248350323627039e-14,5.0507940936768307e-11
ENSG00000250602,AC093535.1,ENSG00000250602.6,1.2899344616401776,-1.8543410268888534,65.20026276617806,1.0157891484007634e-13,2.0537225002366634e-10
ENSG00000286042,LCAL1,ENSG00000286042.1,-4.162423887822054,2.4409185353669813,66.2428509460274,1.180748390640366e-13,2.1702155419969928e-10
ENSG00000164266,SPINK1,ENSG00000164266.11,5.552958635902843,5.1796180561438065,65.93060400201945,1.4033615068623102e-13,2.3644302454785154e-10
ENSG00000213189,BTF3L4P2,ENSG00000213189.5,-0.7589649255261541,0.5892413245534398,64.33752540429148,2.521816864132118e-13,3.90119363894139e-10
ENSG00000104321,TRPA1,ENSG00000104321.11,-4.247733965445251,2.38837724789163,63.87314999850473,2.701390391986322e-13,3.90119363894139e-10
ENSG00000075785,RAB7A,ENSG00000075785.14,-0.587161692461214,8.625030560503363,62.86571028542855,4.14042500499568e-13,5.580740850066844e-10
ENSG00000179058,C9orf50,ENSG00000179058.7,1.6505954330632466,-1.4929029450466533,60.73136605222285,6.338688525451706e-13,8.009725287973911e-10
ENSG00000211942,IGHV3-13,ENSG00000211942.3,4.677661878752369,4.241542016147494,61.21919533732279,7.630672433686856e-13,9.075113839075345e-10
ENSG00000117013,KCNQ4,ENSG00000117013.17,3.959531213636374,4.570071958472648,61.008506578080556,8.163333165426885e-13,9.169237218811153e-10
ENSG00000114744,COMMD2,ENSG00000114744.9,-0.5714880335565864,5.78445130399211,60.466285970839685,9.889818873730284e-13,1.0523808315214679e-9
ENSG00000114491,UMPS,ENSG00000114491.14,-0.6029339722058537,5.954659432202463,59.81167130285353,1.2563930970397654e-12,1.2700877817974988e-9
ENSG00000167858,TEKT1,ENSG00000167858.13,2.9271330552754633,0.41490780764843593,59.107575226775,1.5963482341967182e-12,1.5369032666185357e-9
ENSG00000124334,IL9R,ENSG00000124334.17,-3.2091193873855595,0.8791291716115845,58.451047324819804,1.731382119947587e-12,1.5911401682318325e-9
ENSG00000124334,IL9R,ENSG00000124334.17,-3.2091193873855595,0.8791291716115845,58.451047324819804,1.731382119947587e-12,1.5911401682318325e-9
ENSG00000241294,IGKV2-24,ENSG00000241294.1,4.699598044511078,5.533073857183582,58.66826131784058,1.92019251194449e-12,1.6879327046301609e-9
ENSG00000144848,ATG3,ENSG00000144848.11,-0.5629151311510034,6.236590815288863,58.263878286918676,2.219307016890642e-12,1.802849169154944e-9
ENSG00000226268,AC135977.1,ENSG00000226268.3,-1.161515180915436,-1.5264793587064862,56.772428599736756,2.2292625001915916e-12,1.802849169154944e-9
ENSG00000277744,AC011462.4,ENSG00000277744.1,1.1663936993349053,-0.9378442973317265,57.940200180443476,2.3835927306417913e-12,1.8302864689319747e-9
ENSG00000184956,MUC6,ENSG00000184956.16,6.077763956853576,7.33622936820791,58.00912791475211,2.444244468353117e-12,1.8302864689319747e-9
ENSG00000172572,PDE3A,ENSG00000172572.7,2.7850974567482365,3.8719896099043245,57.82658255441378,2.6182060534353047e-12,1.8905317852983922e-9
ENSG00000198788,MUC2,ENSG00000198788.9,4.5312753117814255,5.769623449146229,57.326540850734574,3.147218236584922e-12,2.1941537347335847e-9
ENSG00000162595,DIRAS3,ENSG00000162595.7,3.084772875183853,2.4432965327196627,57.128656245635284,3.4423666074057303e-12,2.3199256022843016e-9
ENSG00000166143,PPP1R14D,ENSG00000166143.10,3.2096087657952355,1.3433434225801395,56.80956838273184,3.8821001239007265e-12,2.531880655000803e-9
ENSG00000245750,DRAIC,ENSG00000245750.10,2.128828159020236,0.2673899056158625,56.01456930285939,5.243146551550412e-12,3.3126855306014445e-9
ENSG00000061656,SPAG4,ENSG00000061656.10,1.2560125998544271,3.029214561787318,55.67015064660967,5.838787471869991e-12,3.577230457765681e-9
ENSG00000113361,CDH6,ENSG00000113361.13,2.6085376822841053,3.353229763304381,55.39666060422175,6.478971569543302e-12,3.85270138803019e-9
ENSG00000184925,LCN12,ENSG00000184925.12,1.938305257899451,1.336404136465824,55.32297803777673,6.78823952475234e-12,3.921275048898366e-9
