"logFC","logCPM","F","PValue","FDR","gene_ensembl","grouping_gene","project_id"
0.897837254724459,3.47700402929491,406.609229705873,4.43496680468776e-67,1.01542999960131e-62,"ENSG00000100209.11","HSCB","TCGA-LUSC"
4.73103771922668,2.22003395931261,355.056636014317,4.43782601429175e-61,5.0804232211612e-57,"ENSG00000145192.13","HSCB","TCGA-LUSC"
3.11879085016856,-0.140223656251339,269.329266987232,2.06275706737112e-50,1.57429619381764e-46,"ENSG00000139540.12","HSCB","TCGA-LUSC"
3.13912509747683,0.626203966882598,237.430347154438,1.1228909984016e-44,6.42742807485074e-41,"ENSG00000255974.8","HSCB","TCGA-LUSC"
3.86630572541627,1.82048006046683,238.140165284069,1.65848950995397e-44,7.5945551639812e-41,"ENSG00000170044.8","HSCB","TCGA-LUSC"
3.28605283672858,0.75078270380354,225.828952076696,6.5247280612941e-43,2.48983622818983e-39,"ENSG00000104537.17","HSCB","TCGA-LUSC"
0.702863476193914,4.58310465436738,177.38550622871,5.47033632015586e-35,1.78926886266127e-31,"ENSG00000184076.13","HSCB","TCGA-LUSC"
0.671605024658773,6.36832644888128,175.89282509027,9.54585822080612e-35,2.73202462279471e-31,"ENSG00000185721.13","HSCB","TCGA-LUSC"
3.55249133268882,2.06943695921569,166.502793748737,3.47241938921482e-33,8.8338349261625e-30,"ENSG00000106927.12","HSCB","TCGA-LUSC"
0.592795911928924,3.30270340218238,162.296776441346,1.65829526938472e-32,3.79683284878326e-29,"ENSG00000100319.13","HSCB","TCGA-LUSC"
0.674765730712342,4.87959668124308,149.614013335375,2.20654431377108e-30,4.5928216916457e-27,"ENSG00000183765.23","HSCB","TCGA-LUSC"
0.673038921635654,6.97920373957012,149.156264871527,2.63596581430533e-30,5.02942277369458e-27,"ENSG00000100216.6","HSCB","TCGA-LUSC"
3.29147301458459,4.43355488809184,148.32297743302,3.70271423080462e-30,6.52133423296174e-27,"ENSG00000188257.12","HSCB","TCGA-LUSC"
2.77651751207537,0.630216706290593,145.76093133693,8.32089342697164e-30,1.36082268502816e-26,"ENSG00000084674.15","HSCB","TCGA-LUSC"
1.90897220861037,-0.0942410366231992,136.730744788786,2.89781878805551e-28,4.42323059808793e-25,"ENSG00000138823.13","HSCB","TCGA-LUSC"
-3.03659895555722,2.11400195530225,135.120057870448,7.01169843612447e-28,1.00337404620941e-24,"ENSG00000183908.7","HSCB","TCGA-LUSC"
2.50562274963888,4.03485741489206,133.452396470632,1.31792356754551e-27,1.77501047073659e-24,"ENSG00000091513.16","HSCB","TCGA-LUSC"
0.522247480926171,6.4633469469571,129.394865245701,6.65587910312629e-27,8.46627821917664e-24,"ENSG00000100348.10","HSCB","TCGA-LUSC"
0.642924648950145,5.70923794852125,128.234674848166,1.06247592810116e-26,1.28033941314759e-23,"ENSG00000100410.8","HSCB","TCGA-LUSC"
-3.57565364676105,1.81599527872203,127.155236572622,1.61247297240069e-26,1.80517410464275e-23,"ENSG00000147434.9","HSCB","TCGA-LUSC"
2.40134794823251,1.28233107303815,127.250459725672,1.65568903727715e-26,1.80517410464275e-23,"ENSG00000143355.16","HSCB","TCGA-LUSC"
0.532146511188138,5.55203446163368,125.64890050593,3.02217833396051e-26,3.14526341519818e-23,"ENSG00000159873.10","HSCB","TCGA-LUSC"
1.24258383135489,1.08257637953429,124.819708340576,4.48013885781112e-26,4.45988083862798e-23,"ENSG00000204444.11","HSCB","TCGA-LUSC"
-3.5281181262414,1.56698568390028,123.041048589581,8.25529910930269e-26,7.87555535027477e-23,"ENSG00000211672.2","HSCB","TCGA-LUSC"
-2.37952094779377,2.62336834295533,121.760077456869,1.50528219607316e-25,1.37859764645164e-22,"ENSG00000117425.14","HSCB","TCGA-LUSC"
0.560574062122493,5.60074460686114,119.334359150729,3.95410464059388e-25,3.48204537888606e-22,"ENSG00000100142.16","HSCB","TCGA-LUSC"
1.75645464286787,0.658920608551884,118.104504309065,6.77325277991885e-25,5.74371835737118e-22,"ENSG00000161944.16","HSCB","TCGA-LUSC"
1.5585950282952,-0.566133410661931,115.944972879224,1.23531401166543e-24,1.01013391468185e-21,"ENSG00000070019.5","HSCB","TCGA-LUSC"
1.67165634602355,-1.35767683993852,114.089044352662,1.3189471124104e-24,1.04133148571546e-21,"ENSG00000141161.12","HSCB","TCGA-LUSC"
-3.03773922283901,2.57582521214997,115.82785569086,1.72185966901307e-24,1.31412329939078e-21,"ENSG00000212232.1","HSCB","TCGA-LUSC"
-3.09131850018512,2.05859661992912,115.313366578776,2.1291813209486e-24,1.57257211369159e-21,"ENSG00000129167.9","HSCB","TCGA-LUSC"
0.714282222001219,5.39684018221776,114.786109770171,2.56229009511967e-24,1.83331856305812e-21,"ENSG00000150779.12","HSCB","TCGA-LUSC"
-2.83032770847319,0.57569337686163,113.70223830953,3.56840475211239e-24,2.47582409710198e-21,"ENSG00000206579.9","HSCB","TCGA-LUSC"
0.600780544574717,6.56200770233275,112.822689545599,5.76520267505528e-24,3.88235530729605e-21,"ENSG00000184117.12","HSCB","TCGA-LUSC"
-2.87946255094024,1.88701053559286,111.426224773246,1.06190601980084e-23,6.94668577981714e-21,"ENSG00000141750.7","HSCB","TCGA-LUSC"
-2.12928852807438,-0.605416533569387,110.009705896935,1.34384619034997e-23,8.54686177062582e-21,"ENSG00000188958.9","HSCB","TCGA-LUSC"
0.780352021483634,2.26484718642108,109.861867488674,1.99983275659572e-23,1.23751812959502e-20,"ENSG00000205544.4","HSCB","TCGA-LUSC"
