ID,Term_Description,Fold_Enrichment,occurrence,support,lowest_p,highest_p,Up_regulated,Down_regulated
GO:0098586,cellular response to virus,1.1763780242393065,10,0.07417582417582418,5.733775276845525e-4,0.01935363881288592,"IL6, IL12A, IRF3, POU2F2, MAPK11, CCL5, CCL19","CHUK, MAPK14, DDX3X, HSP90AA1, TOMM70"
GO:0046983,protein dimerization activity,1.74948526681743,1,0.0588235294117647,0.00659361248922614,0.00659361248922614,"ADCY8, IL10, CCL11","HSP90AB1, NARS1, STAT3, STAT5B, HNF1A"
