source	target	weight	module1	module2
MYL1	NMRK2	0.9485039890019109	black	black
SPRR2D	SPRR2E	0.9485005269617437	pink	pink
C10orf71	CACNG1	0.9484823313913733	black	black
CACNA1S	MYL2	0.9484601993507106	black	black
ATP1B4	TNNC1	0.9484373356953368	black	black
MIR1-1HG	TNNI1	0.9484288667667771	black	black
HJV	TTN	0.9484238237234679	black	black
CAV3	UNC45B	0.9484210569047833	black	black
MYH1	MYOG	0.9484064743294448	black	black
COX6A2	STYXL2	0.948402686889734	black	black
APOBEC2	MYL1	0.9483923382718131	black	black
MYO1F	NCKAP1L	0.9483647205420103	blue	blue
HRC	LDB3	0.9483373722443993	black	black
ACTA1	MYBPH	0.9483142228047353	black	black
HAVCR2	LAIR1	0.9483093661698064	blue	blue
HSPB7	MYL2	0.948294305894527	black	black
KLHL41	MYH7	0.9482562019373605	black	black
MIR1-1HG	TMOD4	0.9482429551293892	black	black
APOBEC2	ASB5	0.9482428421905936	black	black
LDB3	MYOZ2	0.9482090305506136	black	black
STAC3	TCAP	0.9482075617874318	black	black
DUSP26	TCAP	0.9481782624935923	black	black
ACTN2	MYH1	0.9481495289418831	black	black
IGKC	IGKV4-1	0.9481473955988559	lightgreen	lightgreen
HJV	MYL2	0.948133746591809	black	black
ARPP21	HHATL	0.9481324352447053	black	black
CACNA1S	TNNC1	0.9481080952450756	black	black
NRAP	TNNC1	0.9481068438804336	black	black
CASQ1	TMOD4	0.9480926248283598	black	black
ASB5	CKM	0.9480639575143514	black	black
MYLPF	MYPN	0.9480594568021569	black	black
ARHGAP15	IRF8	0.9480576892841094	blue	blue
CD3E	TIGIT	0.9480514877615154	blue	blue
BEST3	LMOD3	0.9480242490576383	black	black
MYH1	MYPN	0.9480096003665686	black	black
APOBEC2	TCAP	0.9479905799339471	black	black
ATP1B4	MYL2	0.9479815933279832	black	black
MYOG	STYXL2	0.9479501876139045	black	black
CACNG6	LMOD3	0.9479069164369798	black	black
COX6A2	YIPF7	0.947884517764177	black	black
LDB3	YIPF7	0.9478709666510551	black	black
EVI2B	SASH3	0.9478673818597803	blue	blue
DES	TNNI1	0.9478084716442591	black	black
FABP5P1	FABP5P2	0.9477980518223095	pink	pink
LMOD3	TNNC1	0.9477977689334983	black	black
ACTC1	LMOD3	0.9477802301117729	black	black
ANKRD1	DES	0.947771702478276	black	black
TRAC	TRBC2	0.9477420665533887	blue	blue
LAIR1	SPI1	0.9476739688774181	blue	blue
KLHL41	MYBPC2	0.9476424219654712	black	black
MYLPF	STYXL2	0.9476404606283891	black	black
HSPB7	TNNC1	0.9476280757990013	black	black
TXLNGY	UTY	0.9476227656417338	floralwhite	floralwhite
MYH1	STYXL2	0.9476095870462652	black	black
ATP1A2	DUSP26	0.9475946434811345	black	black
CD3G	SIRPG	0.94755598258665	blue	blue
C10orf71	CKM	0.9475335388384123	black	black
CD3G	CXCR6	0.9475142028916659	blue	blue
NCKAP1L	SPN	0.947509023664502	blue	blue
KLHL41	MYBPH	0.9474948970310494	black	black
NRAP	TNNI1	0.947475438130375	black	black
IGKV1-39	IGKV1D-39	0.9474610273741292	lightgreen	lightgreen
DUSP26	HRC	0.9474531191354939	black	black
CSRP3	MYH7	0.9474430581275115	black	black
AC068506.1	HRC	0.9474325314268082	black	black
MYF6	NRAP	0.9474047702746038	black	black
HHATL	TTN	0.9473769635139526	black	black
CHRND	HSPB7	0.9473581559660004	black	black
FEZF1	FEZF1-AS1	0.9473268574477306	magenta	magenta
CD3G	SLA2	0.947310465504357	blue	blue
ARPP21	UNC45B	0.9472859695949708	black	black
KLHL40	XIRP2	0.9472710645335127	black	black
AIF1	LST1	0.9472547608994073	blue	blue
HSPB7	NMRK2	0.9472377768276986	black	black
IGKC	IGKV3-20	0.9472301546912738	lightgreen	lightgreen
ATP1B4	MYOG	0.9472251809016908	black	black
MYOT	NRAP	0.9471795993985702	black	black
SIRPG	TRBC2	0.9471475899299704	blue	blue
