Gene,Mean,Variance,CV
ENSG00000000003.15,12.302549871906026,0.5463507176889101,0.06008148034702331
ENSG00000000005.6,5.1916458612034395,2.685035066964662,0.3156239283055834
ENSG00000000419.13,10.599912563959268,0.49825800432761197,0.06659242944000882
ENSG00000000457.14,8.752304848324878,0.1783509718553063,0.048251998327406384
ENSG00000000460.17,8.376124737461284,0.2817756468360491,0.0633736310974383
ENSG00000000938.13,7.42403106361946,1.1465394710760752,0.14422970819188363
ENSG00000000971.16,8.989848849067402,1.2489896082889693,0.12431599855070444
ENSG00000001036.14,11.012080847472072,0.2419252577056555,0.04466539869590015
ENSG00000001084.13,10.45429944832781,0.30936357859906444,0.053203432913953914
ENSG00000001167.14,10.001436448597477,0.23018331036564668,0.047970532133065964
ENSG00000001460.18,8.23559834962804,0.30557419183500384,0.06712173564286664
ENSG00000001461.17,10.262764637764269,0.205757833207171,0.04419914006407899
ENSG00000001497.18,11.07844348369952,0.3007347023495275,0.0495008921244477
ENSG00000001561.7,9.499038570631898,0.7136613865632593,0.08893371791681765
ENSG00000001617.12,10.552498136423747,0.6524498636424416,0.07654525747412483
ENSG00000001626.16,12.16003312234547,1.4758171743810882,0.09990368831331164
ENSG00000001629.10,10.480887254763092,0.20147472282247975,0.042826465603281544
ENSG00000001630.17,7.635504738217102,1.0015388058000865,0.13106783918659837
ENSG00000001631.16,7.534662421416334,0.3196056195780003,0.0750314612018737
ENSG00000002016.18,8.264704483488309,0.31499687606196736,0.06790875900103693
ENSG00000002079.14,3.914867004290551,0.542736274218495,0.18818171045298349
ENSG00000002330.14,8.599176269922603,0.9216477122408193,0.11164148979730662
ENSG00000002549.12,11.468043857698047,0.27456401230439287,0.045691189163230145
ENSG00000002586.20,12.382783552452844,0.31682391496595075,0.04545594558173462
ENSG00000002587.10,8.671096363791872,0.7413069739784383,0.09929446273532311
ENSG00000002726.21,12.539952294312162,2.091663980095091,0.11533206670838135
ENSG00000002745.13,3.376592180539138,0.7337680273815497,0.2536885006596573
ENSG00000002746.15,5.058881160423195,0.9526528221707777,0.19293581404177168
ENSG00000002822.15,3.9263690343787054,0.5417486362089241,0.18745964808220428
ENSG00000002834.18,13.350696242120014,0.23910982640423464,0.0366264474941224
ENSG00000002919.15,9.593413899758463,0.2627956432175425,0.053436240810744044
ENSG00000002933.9,12.679545559470588,1.5075093209631303,0.0968336527366748
ENSG00000003056.8,11.134184988601094,0.254797979110038,0.04533561974346355
ENSG00000003096.14,6.394680547782664,3.3533853318847755,0.2863669383895274
ENSG00000003137.8,6.075053725399787,0.9916332089060058,0.16391753262879774
ENSG00000003147.19,10.857059940635617,0.41768184824837773,0.059526529813733714
ENSG00000003249.15,9.697554733578556,0.5663004740449582,0.07759991099282793
ENSG00000003393.15,9.222335902999287,0.29789545455896127,0.05918218591082097
