Gene,Mean,Variance,CV
ENSG00000000003.15,10.57920674143644,0.7178215037781084,0.08008572801697418
ENSG00000000005.6,3.0408418833053976,2.3115093431880522,0.49998156105260266
ENSG00000000419.13,10.36605159858597,0.17053978769268832,0.039838180291567535
ENSG00000000457.14,9.447736006615296,0.24811457129542494,0.05272279016231276
ENSG00000000460.17,7.652435491011382,0.3115068934223903,0.07293469205583987
ENSG00000000938.13,9.292572646648045,1.3691330264802808,0.12591772205841656
ENSG00000000971.16,12.342494938949326,1.329794840609678,0.09343064865445005
ENSG00000001036.14,11.011205592035372,0.2605861747029566,0.04635972102001176
ENSG00000001084.13,10.41054447922271,0.3078880004171521,0.05329947577027385
ENSG00000001167.14,10.18422234294906,0.26616579632055337,0.05065802459495335
ENSG00000001460.18,8.987550299604205,0.21287006468532438,0.051335283185130406
ENSG00000001461.17,10.832886310088238,0.21175395277757475,0.0424787352490236
ENSG00000001497.18,10.801727094803004,0.1302361004902631,0.03340969349868139
ENSG00000001561.7,10.317240510838557,0.5163448245525709,0.06964763269193802
ENSG00000001617.12,10.528280262547517,0.6397927138201549,0.07597351283392098
ENSG00000001626.16,12.105868658491072,7.235154933432692,0.22219176559846984
ENSG00000001629.10,11.238317160646472,0.2595728451453984,0.04533444928653555
ENSG00000001630.17,6.822905781389862,1.1819073815004848,0.15933909582737274
ENSG00000001631.16,8.10709502176251,0.12464639015956339,0.04354863926548128
ENSG00000002016.18,8.648175649313067,0.3624692386077158,0.06961632220081358
ENSG00000002079.14,5.727971988073727,2.6498902143894885,0.2841927897461545
ENSG00000002330.14,8.485088219107634,1.473347535684261,0.1430527590716448
ENSG00000002549.12,11.940283810344479,0.40994561570269095,0.0536226747624496
ENSG00000002586.20,13.530516797838354,0.39011701310837416,0.04616183458554643
ENSG00000002587.10,10.592224432644658,1.7585754076096687,0.12519682739200416
ENSG00000002726.21,10.872889069751256,4.472193504565653,0.19449808786107098
ENSG00000002745.13,4.183713581781612,0.8908550611941997,0.22560129117032213
ENSG00000002746.15,6.217358770190584,2.4708870247948345,0.25282529085116895
ENSG00000002822.15,5.0016582146853175,0.78025496817613,0.17660551445722444
ENSG00000002834.18,13.444213277717614,0.17570652027419953,0.031178738930280534
ENSG00000002919.15,10.218525892578734,0.15584786657315575,0.03863333331517327
ENSG00000002933.9,12.256984545907164,0.9023518886217257,0.07750046839715327
ENSG00000003056.8,11.337587951976023,0.4714227623772642,0.06055982409652576
ENSG00000003096.14,7.26425924628766,1.1169906515322976,0.14549009730304796
ENSG00000003137.8,7.04590891749513,1.0927869129158594,0.14836474616828865
ENSG00000003147.19,10.99468064886606,0.3628007753807273,0.05478371557514617
ENSG00000003249.15,9.364595841081737,0.8990691683916852,0.10125290999131155
ENSG00000003393.15,10.390746578988951,0.14779726781331512,0.036998698736765846
ENSG00000003400.15,10.270665296604827,0.6728495166921566,0.07986571717223441
ENSG00000003402.20,12.510869929587145,0.26384717073617125,0.04105714172810942
ENSG00000003436.16,11.727922455967255,1.3339304170255244,0.09847942451870255
ENSG00000003509.16,9.05253821955069,0.10000190445902747,0.03493282983701288
ENSG00000003756.17,11.543797065000925,0.22545827622890718,0.041132433824600204
ENSG00000003987.14,6.474891188582618,1.55060646460889,0.1923172856129062
ENSG00000003989.18,10.700571577968024,2.855262819472719,0.15791233982112196
ENSG00000004059.11,12.005997933887077,0.18222069757404025,0.0355549922366956
ENSG00000004139.14,8.153395782745498,0.4334069399350523,0.08074384121656965
ENSG00000004142.12,12.041816906788448,0.13600494121432818,0.030625650635599248
ENSG00000004399.13,12.45103947401805,0.3047051673165353,0.044333732818275795
ENSG00000004455.17,12.057465079768297,0.08641570863348207,0.02438037240024702
ENSG00000004468.13,7.434760257437565,2.2521321835095445,0.20185056512574864
ENSG00000004478.8,12.028687665933544,0.41578293174803466,0.05360620716040628
ENSG00000004487.17,11.761329389465475,0.12466036483003773,0.030019799253053567
ENSG00000004534.15,11.719833826497107,0.23454662608056576,0.04132312348977606
ENSG00000004660.15,9.204668501105754,0.47080911245111123,0.07454427197577963
ENSG00000004700.16,9.741962676721707,0.921532086722496,0.09853914038733304
ENSG00000004766.17,9.915880104289498,0.1513888788588217,0.039238800188808654
ENSG00000004776.13,8.190478036066901,2.140684857979512,0.17863523207111992
ENSG00000004777.18,8.598852844695775,0.7801853095595028,0.102720793951778
ENSG00000004779.10,10.781913593893961,0.23594367503635227,0.04505140324292324
ENSG00000004799.8,11.899467027854355,1.9627911255435357,0.11773606940896657
ENSG00000004809.14,3.7045913897157123,1.0486462023837984,0.276423003297154
ENSG00000004838.14,5.943430894207932,1.4150112395290693,0.2001440701217448
ENSG00000004846.16,4.3389980891699,1.1535399859572093,0.2475294448477274
ENSG00000004848.8,6.504065837362891,5.958967601378822,0.3753190283668449
ENSG00000004864.14,10.407348158866535,0.14045244275343688,0.0360101197083977
ENSG00000004866.22,10.04505380975239,0.17696284489542957,0.04187827440003467
ENSG00000004897.12,11.247252531871371,0.09844980467222282,0.027897223579130357
ENSG00000004939.15,2.510049380246049,0.9562375888847658,0.389583576533746
ENSG00000004948.16,3.4409095056329417,1.1114699324812203,0.30639072078031093
ENSG00000004961.15,9.963634082516755,0.14651417241786494,0.03841687624656981
ENSG00000004975.12,10.452152158608403,0.21796594782884643,0.044667186893151745
ENSG00000005001.10,10.621231282606146,2.9606239001135126,0.1620006490170764
ENSG00000005007.13,12.663204393639804,0.1063395508817983,0.025751574875816998
ENSG00000005020.13,11.486817788429674,0.4663483464674855,0.05945049685372326
ENSG00000005022.6,13.20038679705455,0.33327634512637283,0.043733636197228885
ENSG00000005059.16,9.767694629369727,0.526500220324707,0.07428603951098671
ENSG00000005073.6,4.668003040173691,4.567126725043098,0.4578154037004671
ENSG00000005075.15,10.43632366491109,0.4558337362414975,0.06469276187774674
ENSG00000005100.13,9.811102985552866,0.162271013297852,0.04105845844566063
ENSG00000005102.14,7.883268476848432,2.370337674247669,0.19529844809250455
ENSG00000005108.16,8.56486307829336,1.3753488584804447,0.13692602830392686
ENSG00000005156.12,10.065659348568142,0.1364335935989575,0.03669597495264219
ENSG00000005175.10,10.165291815896374,0.10142097299231863,0.03132881988242011
ENSG00000005187.12,9.240970079934272,1.892463720256575,0.14886623927574894
ENSG00000005189.20,7.21220506944675,0.33086952934663727,0.0797554408636918
ENSG00000005194.15,10.763098432674123,0.10657322021735438,0.03033100022197786
ENSG00000005206.17,11.23535745129967,1.0154996252717041,0.08969185161228244
ENSG00000005238.20,10.85865282832536,0.736219680035398,0.07901831475091742
ENSG00000005243.10,9.58179522869737,0.9236715587581594,0.10030253290643344
ENSG00000005249.13,9.070951367594066,1.6976725256930925,0.14363957835078342
ENSG00000005302.19,10.317923126680615,0.11231801509371424,0.03248122666054566
ENSG00000005339.15,12.059127902242077,0.14994365834998757,0.03211057998314157
ENSG00000005379.17,9.336180805255111,1.4096571071869113,0.12717082506968427
ENSG00000005381.8,4.453659699771067,1.0743309878340064,0.23272981345958696
ENSG00000005421.9,4.451202018340027,2.938954078102845,0.3851404157202692
ENSG00000005436.14,9.115044603674765,0.13997681434283696,0.041045850078015055
ENSG00000005448.17,9.316663191555826,0.46991753653804846,0.07357841543120604
ENSG00000005469.12,9.596918768663315,0.1984220810719945,0.04641551583476075
ENSG00000005471.19,6.908659517553885,0.7875806187328215,0.12845580065968007
ENSG00000005483.21,11.816779482746949,0.2806168612113359,0.04482886571290188
ENSG00000005486.17,12.430256841632323,0.45897607925225187,0.05450231174069843
ENSG00000005513.10,7.692682026447323,2.407486183020626,0.20169917424353717
ENSG00000005700.15,11.48845083468827,0.22015158195798554,0.04084128850964437
ENSG00000005801.18,9.827870922808282,0.17873459283891163,0.04301746992501835
ENSG00000005810.18,11.310549662343934,0.349320900582023,0.052255086933687626
ENSG00000005812.11,10.82469046147589,0.11504792805531266,0.03133458264367341
ENSG00000005844.19,9.210762150270718,1.7967756600350577,0.1455296082415856
ENSG00000005882.12,9.587543077170505,0.3148233553196507,0.05852294105411698
ENSG00000005884.18,13.955772752905943,1.2601305475833207,0.08043663256179745
ENSG00000005889.16,10.259382538369097,0.3009530766901697,0.05347221448693301
ENSG00000005893.16,13.102852229213777,0.2173684942450658,0.035582172050212364
ENSG00000005961.19,4.863559322533746,0.7146995337038838,0.1738231163815534
ENSG00000005981.13,4.882858692573133,2.734856300709859,0.3386827673679244
ENSG00000006007.12,11.384699557207018,0.20756868010023308,0.040018364703847155
ENSG00000006015.18,9.940106137512428,1.0916744002947876,0.10511278461457899
ENSG00000006016.11,7.334616043711378,1.8574636984209956,0.18581586153915491
ENSG00000006025.12,10.777244834614178,0.8462060257365212,0.08535526354652972
ENSG00000006042.12,11.61313366082297,0.5940682174853827,0.06636952884501139
ENSG00000006047.13,5.044762959862671,2.936123605830467,0.33966156214649507
ENSG00000006062.17,9.665799379092157,0.3356464743981308,0.05993814086842513
ENSG00000006071.15,9.997461168490606,9.363881351812386,0.3060823063576879
ENSG00000006118.15,10.930727623222703,0.7801504674762503,0.08080534968983374
ENSG00000006125.18,13.617700322269124,0.13306738066289278,0.026787490586964335
ENSG00000006128.12,5.000648225135676,3.3620355521020566,0.36666955037022586
ENSG00000006194.10,10.599667347304655,0.09394877108862035,0.028917005389283306
ENSG00000006210.7,11.52046142584442,1.049905303323083,0.08894165176478826
ENSG00000006282.21,11.64763484538214,0.34419510558070004,0.05036914723741082
ENSG00000006283.18,5.192163792731861,1.3991489360556433,0.2278156678041868
ENSG00000006327.14,11.996467830077435,1.333750585418423,0.09626843634787136
ENSG00000006377.11,2.9514568590012797,1.617677814883761,0.4309328237822069
ENSG00000006432.15,9.31624875295325,0.63630555124206,0.08562326412303307
ENSG00000006451.8,11.776347940769918,0.3479631500162963,0.05009057281627358
ENSG00000006453.14,11.74285265580063,0.9463576336927227,0.08284265962268875
ENSG00000006459.11,10.576256755809728,0.36135650725262947,0.05683762920206029
ENSG00000006468.14,10.470704281186668,0.888708957835961,0.09003344842769734
ENSG00000006530.18,9.898239438981228,0.09684036600732865,0.03143911091560706
ENSG00000006534.16,11.584196007086533,1.4419308439124512,0.10365883381596426
ENSG00000006555.11,10.199171041704105,0.5253654409846914,0.07106665519330348
ENSG00000006576.16,10.320872680992425,0.39765206876986053,0.06109915478895845
ENSG00000006606.9,5.547403764721685,1.7779977704122643,0.24036754571553143
