Gene,Mean,Variance,CV
ENSG00000000003.15,9.996732659739669,0.9187412678816086,0.0958823200760982
ENSG00000000005.6,5.750232057470926,7.084151947841221,0.4628694976053482
ENSG00000000419.13,10.610965301683962,0.15184992245657641,0.03672420414094383
ENSG00000000457.14,8.930556007638556,0.48986988792556385,0.07837217033687362
ENSG00000000460.17,8.290341211852427,1.0472426360987859,0.12343867521915805
ENSG00000000938.13,7.9193746897610255,1.5335825452579734,0.15637333091954178
ENSG00000000971.16,10.923155087135958,5.955550794755986,0.2234152770710676
ENSG00000001036.14,11.36157841772462,1.021957100173037,0.08897698024956589
ENSG00000001084.13,9.81472534622827,0.5044984936374408,0.0723688691051632
ENSG00000001167.14,9.888509175793468,0.46021073855044103,0.06860370223494723
ENSG00000001460.18,7.806082921087747,2.5479665808576066,0.20448605826963742
ENSG00000001461.17,9.239977389552482,2.273248756801627,0.1631746059654048
ENSG00000001497.18,11.197729193673847,0.26554746565767734,0.046019417815783954
ENSG00000001561.7,8.782177017716746,1.5944975826105043,0.14378373003283088
ENSG00000001617.12,10.620735395740143,1.1209784742648097,0.09968826730815128
ENSG00000001626.16,3.741121598833076,1.8547469130142535,0.3640327898691466
ENSG00000001629.10,11.08318440001208,0.5660993014859961,0.06788623926938811
ENSG00000001630.17,5.644960859530037,1.9022040688207864,0.24432483724742737
ENSG00000001631.16,8.128397851113204,0.18846546222602292,0.05340856810783948
ENSG00000002016.18,8.471483210269284,0.48869225371595854,0.08251982021047363
ENSG00000002079.14,3.255683146315413,0.6474725509233862,0.24715451553543796
ENSG00000002330.14,9.35301358178786,0.5034933444702384,0.07586567077865089
ENSG00000002549.12,12.174718728720043,0.920869668525684,0.0788206746305337
ENSG00000002586.20,14.498045405766735,0.7606994917725624,0.06015851503253152
ENSG00000002587.10,7.324741600640898,1.6735169424254048,0.17661303279741983
ENSG00000002726.21,4.1167059822658425,1.9819570266835058,0.34197728995350385
ENSG00000002745.13,4.1752723974199375,3.466829366948313,0.44594512328700836
ENSG00000002746.15,4.637505304536736,3.555531635185267,0.40660044926801586
ENSG00000002822.15,4.950577974833526,1.7636940454922847,0.2682598756944353
ENSG00000002834.18,12.983644932629591,0.7404434355819883,0.06627493544882
ENSG00000002919.15,10.276918016686434,0.3196557669210163,0.0550146532482626
ENSG00000002933.9,11.471772402518031,3.992146646700081,0.17416974700569712
ENSG00000003056.8,10.863092794830319,0.624012090111375,0.07271818199384814
ENSG00000003096.14,9.74270136470012,3.539105680132994,0.19309337564254628
ENSG00000003137.8,8.379275106987816,4.111234568087195,0.24198011502005728
ENSG00000003147.19,7.753595424360163,1.4090565989848014,0.15309502673001202
