"logFC","logCPM","F","PValue","FDR","gene_ensembl","grouping_gene","project_id"
4.03623267876074,-0.427302820270449,791.540059964797,1.84539716841666e-125,4.00635725263257e-121,"ENSG00000144191.12","HSPB8","TCGA-COAD"
4.46501736477036,0.52367821390208,797.983691078496,1.69628904410131e-120,1.84132175737197e-116,"ENSG00000181072.11","HSPB8","TCGA-COAD"
3.86643753186154,-0.819548559945998,725.964548597352,1.83434758485218e-119,1.32745620223803e-115,"ENSG00000184905.9","HSPB8","TCGA-COAD"
3.97980986933631,0.820473018194526,776.231522347699,1.84273557073358e-111,1.00014473101565e-107,"ENSG00000118729.12","HSPB8","TCGA-COAD"
2.69732097258014,3.16678052247673,874.573527596219,2.03834439480334e-110,8.85049136223612e-107,"ENSG00000152137.8","HSPB8","TCGA-COAD"
3.56583279917613,0.906540526017783,722.736596924373,4.34092588300143e-103,1.57069168199935e-99,"ENSG00000018625.15","HSPB8","TCGA-COAD"
2.81620516591271,0.615788870775497,731.665576808203,2.11419441857804e-102,6.55702297533276e-99,"ENSG00000122367.20","HSPB8","TCGA-COAD"
3.09312862898346,0.0265872171096589,667.113525943259,2.08727466794058e-101,5.66434163012374e-98,"ENSG00000165966.16","HSPB8","TCGA-COAD"
2.63612130566759,-1.33759056681105,554.375116158864,6.97002271387491e-96,1.68132436798027e-92,"ENSG00000149575.9","HSPB8","TCGA-COAD"
3.30248656844379,0.0652483049256239,559.595925179023,2.40894791217031e-90,5.22982591732174e-87,"ENSG00000175785.13","HSPB8","TCGA-COAD"
3.47891446921571,7.74231308687872,635.459213299963,3.05814012137299e-90,6.03565654863705e-87,"ENSG00000133392.18","HSPB8","TCGA-COAD"
2.88027987877642,-1.40748784672345,505.018336539439,5.20347613131809e-90,9.41395556757631e-87,"ENSG00000078549.15","HSPB8","TCGA-COAD"
2.90161871379,-0.467141475058197,534.785393739714,5.33273477433939e-89,8.90566707314678e-86,"ENSG00000162706.13","HSPB8","TCGA-COAD"
2.57572720939692,0.27137244306752,573.741442904633,1.10861186840384e-87,1.71914026164624e-84,"ENSG00000233117.4","HSPB8","TCGA-COAD"
1.95406275031306,0.948540581991531,592.54835277413,1.44025839307024e-86,2.08453398090366e-83,"ENSG00000121577.14","HSPB8","TCGA-COAD"
2.45328277554055,1.35642773894441,588.248770980011,5.21730430979723e-86,6.68480177462121e-83,"ENSG00000166831.9","HSPB8","TCGA-COAD"
3.25575685347434,0.0305028108294635,526.151177001803,5.23452925695811e-86,6.68480177462121e-83,"ENSG00000116690.13","HSPB8","TCGA-COAD"
3.15841530518973,4.41363140252431,575.452082044428,2.27687706260876e-84,2.74616672384646e-81,"ENSG00000182253.15","HSPB8","TCGA-COAD"
2.28509128061178,0.133048769894622,537.490931009958,1.27473297363424e-83,1.45655015039997e-80,"ENSG00000132840.10","HSPB8","TCGA-COAD"
3.20794412344216,-0.187326840449622,494.06918712129,2.14013414954431e-83,2.32311561933035e-80,"ENSG00000170500.13","HSPB8","TCGA-COAD"
1.92432118923288,-0.807316429452942,500.836271366596,2.83918847998559e-83,2.93518009049939e-80,"ENSG00000143028.9","HSPB8","TCGA-COAD"
2.99687091734975,5.54491935286484,561.459600182982,5.12421242361678e-83,5.05666598712365e-80,"ENSG00000172403.11","HSPB8","TCGA-COAD"
2.2163325909219,6.51956093467229,558.573329522452,9.71444260784965e-83,9.16958908767026e-80,"ENSG00000065534.19","HSPB8","TCGA-COAD"
2.52512994510661,-1.12563094855197,468.450047311194,1.22186969202264e-82,1.10528295890881e-79,"ENSG00000148948.8","HSPB8","TCGA-COAD"
3.24905875878274,0.306073655628724,505.469026819504,5.20281043796233e-82,4.51812058432648e-79,"ENSG00000136546.16","HSPB8","TCGA-COAD"
2.58634531277708,4.29703236019781,541.731205467446,5.59645607486094e-81,4.67304082250889e-78,"ENSG00000163431.13","HSPB8","TCGA-COAD"
2.20099630805516,6.50024186455056,540.99817559295,6.0218901640737e-81,4.84204575785334e-78,"ENSG00000079308.19","HSPB8","TCGA-COAD"
2.52826261191919,2.69767032372634,532.573886117641,6.28828638585808e-80,4.87566776560639e-77,"ENSG00000149596.7","HSPB8","TCGA-COAD"
2.24852155796015,4.56146888378963,525.040387622723,2.86866859146231e-79,2.14754465933265e-76,"ENSG00000131471.7","HSPB8","TCGA-COAD"
2.24423526036896,-0.176339267234633,485.178798536033,8.36252377075063e-79,6.05167970209987e-76,"ENSG00000173705.9","HSPB8","TCGA-COAD"
2.03996661385741,-1.00138429482224,452.830678249106,1.6515190129355e-78,1.15659605712354e-75,"ENSG00000261625.1","HSPB8","TCGA-COAD"
2.06338088238623,-1.80769960331567,425.107210323041,3.31667151217794e-78,2.25015432904322e-75,"ENSG00000254510.2","HSPB8","TCGA-COAD"
2.24797906097648,0.240070906770337,492.776137114548,3.78579809752601e-78,2.49059626355423e-75,"ENSG00000068976.14","HSPB8","TCGA-COAD"
2.80813796499381,0.713615551142708,494.706926119414,5.73567784927643e-78,3.66239900317033e-75,"ENSG00000164107.9","HSPB8","TCGA-COAD"
2.4443872662732,1.96761440495195,512.539688706495,6.90507499518603e-78,4.28311937558539e-75,"ENSG00000087258.16","HSPB8","TCGA-COAD"
2.68420069298786,-1.16281674469777,427.898816735559,1.42625022062849e-77,8.6010811916235e-75,"ENSG00000170091.11","HSPB8","TCGA-COAD"
4.25251649471366,0.393243960896213,438.735521122986,2.2517994309985e-77,1.32125853099939e-74,"ENSG00000189001.11","HSPB8","TCGA-COAD"
