project_id,gene_id,gene_name,mean_expression,median_expression,sd_expression,n_samples,comparison_type,mean_normal,mean_tumor,median_normal,median_tumor,log2fc,p_value,padj,n_normal,n_tumor
TCGA-COAD,ENSG00000135924.16,DNAJB2,NA,NA,NA,NA,normal_vs_tumor,3198.9501161904363,2080.6308726501306,3180.2549785548626,1960.247120098654,-0.6207502002662351,9.514391848110287e-10,2.093166206584263e-9,41,481
TCGA-COAD,ENSG00000144381.18,HSPD1,NA,NA,NA,NA,normal_vs_tumor,11771.922375359909,21937.97074680025,11614.006593994758,20755.515102189383,0.8981540207243696,4.4979792669116936e-36,3.298518129068575e-35,41,481
TCGA-COAD,ENSG00000146731.11,CCT6A,NA,NA,NA,NA,normal_vs_tumor,5523.37817377727,9547.564357011695,5372.47740889291,9099.912282956895,0.7896495599491732,1.9922368865190864e-46,2.191460575170995e-45,41,481
TCGA-COAD,ENSG00000152137.8,HSPB8,NA,NA,NA,NA,normal_vs_tumor,4174.190077037456,295.85466713873984,1776.5688370512617,130.63236996842267,-3.8183305677324437,5.172519144409211e-50,1.1379542117700264e-48,41,481
TCGA-COAD,ENSG00000164284.15,GRPEL2,NA,NA,NA,NA,normal_vs_tumor,494.87885033184165,874.7710385092504,481.7437165707347,769.9217358669036,0.8215207143727213,5.385579599152151e-15,1.3164750131260813e-14,41,481
TCGA-COAD,ENSG00000166855.9,CLPX,NA,NA,NA,NA,normal_vs_tumor,1969.5036777984114,1612.2883742645126,1986.102756524219,1563.5236325087426,-0.2882571145596028,5.813474513607822e-5,1.0658036608281008e-4,41,481
TCGA-COAD,ENSG00000173641.18,HSPB7,NA,NA,NA,NA,normal_vs_tumor,1537.4174020541134,198.21866240493026,576.3719466114147,68.34889799252898,-2.9552670262164447,1.8498245367066227e-22,5.813734258220814e-22,41,481
TCGA-COAD,ENSG00000205138.4,SDHAF1,NA,NA,NA,NA,normal_vs_tumor,599.9797940965925,519.4443718873688,592.1199259690922,462.4105469798619,-0.21190274155661062,0.027726424965428695,0.03210428153891744,41,481
TCGA-COAD,ENSG00000205981.8,DNAJC19,NA,NA,NA,NA,normal_vs_tumor,924.4037358507313,796.4726811753522,861.1696502219638,752.5455397787334,-0.21489380668139216,0.0014432510018384612,0.002116768136029743,41,481
TCGA-COAD,ENSG00000213221.5,DNLZ,NA,NA,NA,NA,normal_vs_tumor,2.937134303851222,4.7445210051463755,2.150641591833637,3.122275513401992,0.6028900911287703,0.008376078807003553,0.010237429653004343,41,481
TCGA-DLBC,ENSG00000080824.19,HSP90AA1,47750.75879709612,47041.6255494315,12055.09121489322,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000096384.20,HSP90AB1,74098.8386791912,71572.82163292459,21855.29748019295,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000100209.11,HSCB,748.4541339127492,654.7717960701084,401.1393974555764,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000103423.14,DNAJA3,2552.280906022735,2581.366039029023,869.1692214264338,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000105993.15,DNAJB6,3692.9655640844726,3333.9012241333667,1643.3140948033306,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000106211.10,HSPB1,12224.984572336803,9841.656829397878,9778.149167537606,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000109519.13,GRPEL1,2116.8321161797226,2098.871175617038,471.48555537894845,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000109846.9,CRYAB,606.7203656081663,223.05975681228887,2369.731869481548,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000113013.16,HSPA9,11943.94065317165,11466.771129696572,3459.255140263634,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000115541.11,HSPE1,1445.4341713604358,1344.359008211326,529.7512589792904,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000120675.6,DNAJC15,2765.0651598166664,2695.552640164655,805.4068616619667,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000126602.11,TRAP1,2358.1519803585907,2266.952767738047,1184.6604245222939,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000135924.16,DNAJB2,5739.687276152425,4792.80342387446,4304.378744340399,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000144381.18,HSPD1,19330.409845598064,18370.65040049841,5684.75624804701,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000146731.11,CCT6A,11020.139993880011,10593.10371736544,2244.4609779970774,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000152137.8,HSPB8,404.3431570247056,330.83609456582656,266.48045159439096,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000164284.15,GRPEL2,688.7389278460805,664.2768877656772,187.67890147493551,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000166855.9,CLPX,1923.3142670540649,1825.6554799576609,642.3451862053324,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000173641.18,HSPB7,61.99822465369246,26.252952963180206,142.84615956568723,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000205138.4,SDHAF1,1084.4815966909518,931.5567378004123,505.65366871554517,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000205981.8,DNAJC19,1086.429679583207,1035.0072988104125,339.84411563394167,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-DLBC,ENSG00000213221.5,DNLZ,11.010913801443643,9.488526952935555,7.506297122948035,48,expression_only,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-ESCA,ENSG00000080824.19,HSP90AA1,NA,NA,NA,NA,normal_vs_tumor,68713.12595486132,101036.94445337717,50596.187884572806,93453.72121334125,0.55621047957144,4.889091374910213e-4,0.0015365715749717814,13,184
TCGA-ESCA,ENSG00000096384.20,HSP90AB1,NA,NA,NA,NA,normal_vs_tumor,83996.26836644532,130411.45258275614,79636.66553175364,112996.78815695972,0.6346707688425199,4.5549068081665616e-4,0.0015365715749717814,13,184
TCGA-ESCA,ENSG00000100209.11,HSCB,NA,NA,NA,NA,normal_vs_tumor,488.9088891197479,417.73389415658835,531.3091090641285,398.67751913553417,-0.22644044608126598,0.1105232608556837,0.2026259782354201,13,184
TCGA-ESCA,ENSG00000103423.14,DNAJA3,NA,NA,NA,NA,normal_vs_tumor,4576.646742316101,4429.784969893195,4298.773700609769,4298.77370060977,-0.04708427397919907,0.6646612612070553,0.76960777613448506,13,184
TCGA-ESCA,ENSG00000105993.15,DNAJB6,NA,NA,NA,NA,normal_vs_tumor,6021.939524833185,7121.697397583506,5169.813067706787,6624.98334130358,0.24181942331282233,0.15880583684281532,0.24955202932442408,13,184
TCGA-ESCA,ENSG00000106211.10,HSPB1,NA,NA,NA,NA,normal_vs_tumor,68854.44484934055,104562.06208334921,16366.019015679769,78479.72678294743,0.6027339309004354,0.13137414978440765,0.22232548425053603,13,184
TCGA-ESCA,ENSG00000109519.13,GRPEL1,NA,NA,NA,NA,normal_vs_tumor,2382.868796275584,2123.2734423371517,2393.825816438527,2026.3547150418137,-0.16633699852735634,0.23200883000088288,0.3402796173346282,13,184
TCGA-ESCA,ENSG00000109846.9,CRYAB,NA,NA,NA,NA,normal_vs_tumor,7690.162418446148,2347.6299919322387,2834.2235915336464,1162.3882284858391,-1.7118777842368724,4.4096761326969773e-4,0.0015365715749717814,13,184
TCGA-ESCA,ENSG00000113013.16,HSPA9,NA,NA,NA,NA,normal_vs_tumor,16565.96227599441,17400.95547418897,16827.604709525334,16827.604709525345,0.07099749412654632,0.5000839488216442,0.6471674631809513,13,184
TCGA-ESCA,ENSG00000115541.11,HSPE1,NA,NA,NA,NA,normal_vs_tumor,1775.4682648949079,3092.7369102708417,1551.1408436366908,2744.0404698656034,0.8005592104784013,5.772927152874741e-6,4.233479912108143e-5,13,184
TCGA-ESCA,ENSG00000120675.6,DNAJC15,NA,NA,NA,NA,normal_vs_tumor,3896.2261497527684,3419.712137090878,3883.225576217489,2657.5614616434214,-0.18830380059613383,0.5405496281574192,0.6606717677479569,13,184
TCGA-ESCA,ENSG00000126602.11,TRAP1,NA,NA,NA,NA,normal_vs_tumor,3523.3105771797495,3831.7170472798603,3048.1272588192046,3620.4500513335697,0.1208250902121255,0.37053152327432815,0.5094808445022012,13,184
TCGA-ESCA,ENSG00000135924.16,DNAJB2,NA,NA,NA,NA,normal_vs_tumor,4108.8201759664025,3268.7979098303117,4137.93956135492,3113.0681639704426,-0.3300094370707851,0.02758741023283164,0.06069230251222961,13,184
TCGA-ESCA,ENSG00000144381.18,HSPD1,NA,NA,NA,NA,normal_vs_tumor,20034.05559440543,29843.976174465784,16339.44512822042,26762.258461750025,0.5749735893103862,6.609653363359912e-4,0.0018176546749239758,13,184
TCGA-ESCA,ENSG00000146731.11,CCT6A,NA,NA,NA,NA,normal_vs_tumor,10225.638728977561,18404.774988279958,9092.334802727395,15631.881276723201,0.8478534774749774,3.348133618187273e-5,1.8414734900030002e-4,13,184
TCGA-ESCA,ENSG00000152137.8,HSPB8,NA,NA,NA,NA,normal_vs_tumor,16595.075712443155,3281.5883147445325,2767.041047259637,1481.051403257471,-2.3383381152457376,4.781133176047587e-6,4.233479912108143e-5,13,184
TCGA-ESCA,ENSG00000164284.15,GRPEL2,NA,NA,NA,NA,normal_vs_tumor,2122.3085064865595,2250.2221549516184,1484.930939816311,1787.494916087564,0.5926344860078171,0.006731867082909034,0.016455675091555415,13,184
TCGA-ESCA,ENSG00000166855.9,CLPX,NA,NA,NA,NA,normal_vs_tumor,4540.544744785558,3795.763465371575,4689.896503861143,3687.7271723817,-0.2586080632582529,0.03285759482497742,0.06571518964995483,13,184
TCGA-ESCA,ENSG00000173641.18,HSPB7,NA,NA,NA,NA,normal_vs_tumor,9226.75931544957,744.354220540891,2335.8182252571864,197.94149383582493,-3.6320045507363017,7.649148131157404e-10,1.682812588854629e-8,13,184
TCGA-ESCA,ENSG00000205138.4,SDHAF1,NA,NA,NA,NA,normal_vs_tumor,655.9492178544276,672.6541531575155,610.7840966283044,621.7700964318847,0.03631240427722022,0.8249423883006579,0.8642253591721178,13,184
TCGA-ESCA,ENSG00000205981.8,DNAJC19,NA,NA,NA,NA,normal_vs_tumor,1816.239594496758,1877.3131132031751,1757.5250970453749,1700.4085789884275,0.04806323943816815,0.7874637046651112,0.8642253591721178,13,184
TCGA-ESCA,ENSG00000213221.5,DNLZ,NA,NA,NA,NA,normal_vs_tumor,9.871642566693856,9.59904040775569,10.253811348802397,7.817593441357962,-0.05077784036143553,0.8702121077255716,0.8702121077255716,13,184
TCGA-GBM,ENSG00000080824.19,HSP90AA1,NA,NA,NA,NA,normal_vs_tumor,81644.7300122771,34411.35292611011,78454.84039110117,31960.77271174713,-1.246481191059883,2.7377680368483604e-7,3.0115448405331966e-6,5,372
TCGA-GBM,ENSG00000096384.20,HSP90AB1,NA,NA,NA,NA,normal_vs_tumor,78545.61554189655,37408.35508883531,86330.84029700539,34447.890950477624,-1.0701787614059228,4.618056346595933e-5,3.3865746541703506e-4,5,372
TCGA-GBM,ENSG00000100209.11,HSCB,NA,NA,NA,NA,normal_vs_tumor,217.2206653119932,418.8138154854392,208.62888522492705,372.00621999280884,0.9461203882331819,7.011732917788498e-4,0.0030851624838269393,5,372
TCGA-GBM,ENSG00000103423.14,DNAJA3,NA,NA,NA,NA,normal_vs_tumor,3287.2309445471897,3340.934971426004,3294.3397843212124,3211.0714427079865,0.023425763440936644,0.8793643801180512,0.8793643801180512,5,372
TCGA-GBM,ENSG00000105993.15,DNAJB6,NA,NA,NA,NA,normal_vs_tumor,4407.466132664816,5055.654469590005,4466.795429150224,4965.620640769415,0.1977024573763614,0.15341067086781907,0.24107391136371567,5,372
TCGA-GBM,ENSG00000106211.10,HSPB1,NA,NA,NA,NA,normal_vs_tumor,3876.7584788004774,8927.41003868965,3851.528888913343,7022.453921534776,1.2034063683640726,0.007384596241515624,0.023208731044763387,5,372
TCGA-GBM,ENSG00000109519.13,GRPEL1,NA,NA,NA,NA,normal_vs_tumor,2041.0704068614716,1699.8688745287386,1921.2305272560393,1653.465867000109,-0.2636864695186533,0.0680996452824368,0.11524555355489303,5,372
TCGA-GBM,ENSG00000109846.9,CRYAB,NA,NA,NA,NA,normal_vs_tumor,30529.947017601033,37185.8928515296,19657.36855727091,21665.748663141727,0.28453376747776926,0.6422152906968046,0.8311021409017472,5,372
TCGA-GBM,ENSG00000113013.16,HSPA9,NA,NA,NA,NA,normal_vs_tumor,14282.112978704541,14636.21220438647,13888.871209924124,14235.690118600236,0.03535574116633402,0.8368119690882949,0.8793643801180512,5,372
TCGA-GBM,ENSG00000115541.11,HSPE1,NA,NA,NA,NA,normal_vs_tumor,543.0893708828712,950.4993729496621,513.5129306054359,902.7099555912625,0.8074744546713455,0.030927349051690412,0.061854698103380824,5,372
TCGA-GBM,ENSG00000120675.6,DNAJC15,NA,NA,NA,NA,normal_vs_tumor,2806.939100112783,1754.1300823714523,2932.9147346118452,1658.551003794128,-0.6782066403475376,0.03591421924867898,0.0658427352892448,5,372
TCGA-GBM,ENSG00000126602.11,TRAP1,NA,NA,NA,NA,normal_vs_tumor,2800.2633691410274,2018.6653486173468,2859.1104021994756,1957.8401130390207,-0.4722379140218821,0.007221743035074286,0.023208731044763387,5,372
TCGA-GBM,ENSG00000135924.16,DNAJB2,NA,NA,NA,NA,normal_vs_tumor,20501.74157687985,5534.816067875182,17708.736897604624,5350.236659335051,-1.889087394035426,9.020244184568438e-22,1.9844537206050563e-20,5,372
TCGA-GBM,ENSG00000144381.18,HSPD1,NA,NA,NA,NA,normal_vs_tumor,8047.803309217171,11757.924935704103,8205.174274080726,11379.572263836697,0.5469644060238166,2.4399782857085215e-4,0.0013419880571396868,5,372
TCGA-GBM,ENSG00000146731.11,CCT6A,NA,NA,NA,NA,normal_vs_tumor,6768.361881035824,17226.765418728097,6894.748673072633,9727.388532006917,1.1966255349846324,0.022364440519217352,0.04920176914227818,5,372
TCGA-GBM,ENSG00000152137.8,HSPB8,NA,NA,NA,NA,normal_vs_tumor,5811.53817894401,6785.470002785162,5591.4617149586165,3502.827429369876,-0.10342473666271983,0.8649715376725414,0.8793643801180512,5,372
TCGA-GBM,ENSG00000164284.15,GRPEL2,NA,NA,NA,NA,normal_vs_tumor,790.434771691802,1187.8226545290775,814.2163576511592,1083.0177137211904,0.5875351261679213,0.010366202208750869,0.02850705607406489,5,372
TCGA-GBM,ENSG00000166855.9,CLPX,NA,NA,NA,NA,normal_vs_tumor,2472.426929882801,2599.232585167985,2504.584577351985,2494.1030748853636,0.07199737724945936,0.7303715259763479,0.869670174820132,5,372
TCGA-GBM,ENSG00000173641.18,HSPB7,NA,NA,NA,NA,normal_vs_tumor,84.22054497531211,249.35600429881939,80.44100552289161,148.37332085092527,1.5661428608931014,0.01361378121188707,0.03327813185127951,5,372
TCGA-GBM,ENSG00000205138.4,SDHAF1,NA,NA,NA,NA,normal_vs_tumor,717.1413848331956,679.792903695116,637.9158810071173,618.6746535823088,-0.07755558435947597,0.7510787873446594,0.869670174820132,5,372
TCGA-GBM,ENSG00000205981.8,DNAJC19,NA,NA,NA,NA,normal_vs_tumor,1209.7280303317561,1345.0984097065573,1258.9952724861873,1272.8366485107601,0.15289235608494298,0.4477320282791544,0.6156315388838374,5,372
TCGA-GBM,ENSG00000213221.5,DNLZ,NA,NA,NA,NA,normal_vs_tumor,28.402209117956613,42.43881084480356,27.12545535074252,27.61661742167077,0.5769862255358155,0.3279786047697842,0.48103528699568343,5,372
TCGA-HNSC,ENSG00000080824.19,HSP90AA1,NA,NA,NA,NA,normal_vs_tumor,51316.65360616627,70547.94509526045,50579.28211711268,66011.42226202445,0.4591775170074419,1.623152763103094e-8,5.101337255466867e-8,44,520
TCGA-HNSC,ENSG00000096384.20,HSP90AB1,NA,NA,NA,NA,normal_vs_tumor,61165.81380906353,80920.73851079306,61019.13982749974,77493.89110105947,0.40378352708678816,3.3869810138301816e-9,1.2418930384043998e-8,44,520
TCGA-HNSC,ENSG00000100209.11,HSCB,NA,NA,NA,NA,normal_vs_tumor,396.83502380210757,416.2609767250712,322.76719137192777,362.58526928422555,0.06861353067542875,0.5336218655480627,0.6002447528049575,44,520
TCGA-HNSC,ENSG00000103423.14,DNAJA3,NA,NA,NA,NA,normal_vs_tumor,3308.6539611262965,3413.4901284883654,3230.0417208136123,3291.734346041749,0.045053744430847156,0.45269851195440863,0.5532981812776105,44,520
TCGA-HNSC,ENSG00000105993.15,DNAJB6,NA,NA,NA,NA,normal_vs_tumor,7206.264254209789,6917.321202347885,6700.211721112737,6248.571783926185,-0.05909464949861955,0.5456770480045068,0.6002447528049575,44,520
TCGA-HNSC,ENSG00000106211.10,HSPB1,NA,NA,NA,NA,normal_vs_tumor,102801.7777885152,94509.01021602073,112963.67837117016,78532.05366527764,-0.1213437015342068,0.3652800363025588,0.472715341097429,44,520
TCGA-HNSC,ENSG00000109519.13,GRPEL1,NA,NA,NA,NA,normal_vs_tumor,2537.996970484617,2520.3832506200474,2475.630155878246,2349.433408293252,-0.010191823082335844,0.8954170250747804,0.8954170250747804,44,520
TCGA-HNSC,ENSG00000109846.9,CRYAB,NA,NA,NA,NA,normal_vs_tumor,31866.081585376593,5717.1202624501475,17137.882128009172,2834.316462642396,-2.478664048123093,1.3415145589076661e-21,2.9513320295968655e-20,44,520
TCGA-HNSC,ENSG00000113013.16,HSPA9,NA,NA,NA,NA,normal_vs_tumor,15047.840570417302,13646.532043655814,15062.976342560502,13183.139914162719,-0.14101403786122077,0.03168292001007292,0.049787445730114586,44,520
TCGA-HNSC,ENSG00000115541.11,HSPE1,NA,NA,NA,NA,normal_vs_tumor,644.736253320244,1004.7664620188112,607.3052884391522,828.9143916101873,0.6399915345818522,2.837697178301428e-8,7.803667240328927e-8,44,520
TCGA-HNSC,ENSG00000120675.6,DNAJC15,NA,NA,NA,NA,normal_vs_tumor,1618.1852582385866,1651.7937579506938,1608.553537777489,1496.88104250396,0.02960979026670997,0.8325122336528735,0.8721556733506295,44,520
TCGA-HNSC,ENSG00000126602.11,TRAP1,NA,NA,NA,NA,normal_vs_tumor,3232.1010090928394,2825.0513633709097,3296.7416798568793,2689.474371141626,-0.19414674398186266,0.012880985184032637,0.02179859031143985,44,520
TCGA-HNSC,ENSG00000135924.16,DNAJB2,NA,NA,NA,NA,normal_vs_tumor,5438.456524415016,6733.411669672045,4936.8145332057165,5691.966923326125,0.3081313157045541,0.009895243011536712,0.018141278854483973,44,520
TCGA-HNSC,ENSG00000144381.18,HSPD1,NA,NA,NA,NA,normal_vs_tumor,12551.880610976339,18372.70295491703,12448.824434704089,16739.535675571344,0.5496634605367462,1.0782158116637165e-11,7.906915952200587e-11,44,520
TCGA-HNSC,ENSG00000146731.11,CCT6A,NA,NA,NA,NA,normal_vs_tumor,10543.963846164655,18000.935932651926,10451.047870278211,14196.02370387569,0.7716473589635766,3.2357994653729655e-10,1.779689705955131e-9,44,520
TCGA-HNSC,ENSG00000152137.8,HSPB8,NA,NA,NA,NA,normal_vs_tumor,15800.294883610153,4314.393920149056,15848.471017583497,3039.597147632476,-1.8727414327054634,2.7692873545070686e-18,3.0462160899577754e-17,44,520
TCGA-HNSC,ENSG00000164284.15,GRPEL2,NA,NA,NA,NA,normal_vs_tumor,2184.4423017407316,1496.3923270213352,1920.8893225546426,1257.0293705004458,-0.5460157907349459,2.371080690091269e-6,4.742161380182538e-6,44,520
TCGA-HNSC,ENSG00000166855.9,CLPX,NA,NA,NA,NA,normal_vs_tumor,3969.6232942865504,2901.9186377509313,3876.3703456008625,2726.0422558683813,-0.4521207588607329,9.480920597286958e-8,2.085802531403131e-7,44,520
TCGA-HNSC,ENSG00000173641.18,HSPB7,NA,NA,NA,NA,normal_vs_tumor,10582.181742004397,1675.5251322488566,1165.892422652252,73.93278645640524,-2.658965985266699,9.283222404527789e-10,4.084617857992228e-9,44,520
TCGA-HNSC,ENSG00000205138.4,SDHAF1,NA,NA,NA,NA,normal_vs_tumor,552.3447098717398,595.6308436685385,488.2328993737633,516.9590038390414,0.10864855789814801,0.3046075712954362,0.41883541053122475,44,520
TCGA-HNSC,ENSG00000205981.8,DNAJC19,NA,NA,NA,NA,normal_vs_tumor,1095.685966067961,1214.0737943268166,1004.4715171317455,1074.2170374579,0.1483719244917324,0.11986862925636102,0.1758073229093295,44,520
TCGA-HNSC,ENSG00000213221.5,DNLZ,NA,NA,NA,NA,normal_vs_tumor,3.476199697453928,7.733095014230735,3.106185961365476,5.455357735651118,1.1662203254496109,8.530627748967591e-8,2.0852645608587446e-7,44,520
TCGA-KICH,ENSG00000080824.19,HSP90AA1,NA,NA,NA,NA,normal_vs_tumor,59782.1837182472,82885.59222759488,54756.04183604986,77945.03313484373,0.4714118078289525,9.85552677249131e-5,3.0974512713544117e-4,25,66
TCGA-KICH,ENSG00000096384.20,HSP90AB1,NA,NA,NA,NA,normal_vs_tumor,52142.31696670681,55370.12307454974,52295.459951407065,51565.99326709147,0.08665845010970646,0.4181666740617842,0.4181666740617842,25,66
TCGA-KICH,ENSG00000100209.11,HSCB,NA,NA,NA,NA,normal_vs_tumor,537.4824379277469,466.9119424020025,486.41400159958494,368.90242783939595,-0.20477770773432794,0.1355412127172461,0.175406275281142,25,66
TCGA-KICH,ENSG00000103423.14,DNAJA3,NA,NA,NA,NA,normal_vs_tumor,5003.9323737685045,6449.581711905849,5017.87228770397,6318.508619111219,0.3661274061326383,3.4932036336467324e-8,1.9212619985057028e-7,25,66
TCGA-KICH,ENSG00000105993.15,DNAJB6,NA,NA,NA,NA,normal_vs_tumor,5445.36966498274,4775.738881386282,5270.197115087572,4609.24834997741,-0.18937399964492976,0.01600121941238716,0.027078986697885964,25,66
TCGA-KICH,ENSG00000106211.10,HSPB1,NA,NA,NA,NA,normal_vs_tumor,28036.020440660843,55039.552941763126,26582.263263000954,47377.3385119299,0.9731793823988315,1.6156659205718884e-9,1.1848216750860514e-8,25,66
TCGA-KICH,ENSG00000109519.13,GRPEL1,NA,NA,NA,NA,normal_vs_tumor,3288.7744212597318,3543.6724728116465,3307.076969975251,3414.470035508539,0.10746273867139176,0.11145217572572856,0.1615603984474268,25,66
TCGA-KICH,ENSG00000109846.9,CRYAB,NA,NA,NA,NA,normal_vs_tumor,34105.149826855704,19036.71105278279,31576.294081630516,9609.854524116621,-0.8411972311287967,0.026615114126214697,0.04182375076976595,25,66
TCGA-KICH,ENSG00000113013.16,HSPA9,NA,NA,NA,NA,normal_vs_tumor,23407.893468024562,43103.54998196799,23810.730177745234,43657.26745865554,0.8808246725668988,1.821155154657803e-18,4.0065413402471664e-17,25,66
TCGA-KICH,ENSG00000115541.11,HSPE1,NA,NA,NA,NA,normal_vs_tumor,1105.123384959181,1413.0339408341163,1031.649031742661,1243.3941479750438,0.35382120471530404,0.0037280713821059544,0.009113063378481223,25,66
TCGA-KICH,ENSG00000120675.6,DNAJC15,NA,NA,NA,NA,normal_vs_tumor,3448.0399883717764,2189.233727702233,3419.259270038702,2159.7027254620107,-0.6554522023428766,1.1968011034881439e-4,3.291203034592396e-4,25,66
TCGA-KICH,ENSG00000126602.11,TRAP1,NA,NA,NA,NA,normal_vs_tumor,3069.7326335041557,2591.043165481688,3038.4520062272486,2570.987608070896,-0.24446724392749022,0.009754155102777913,0.019508310205555827,25,66
TCGA-KICH,ENSG00000135924.16,DNAJB2,NA,NA,NA,NA,normal_vs_tumor,8257.188824911835,7400.435695425165,8197.209476629334,6918.5460848076,-0.1581632198877051,0.1174984715981286,0.1615603984474268,25,66
TCGA-KICH,ENSG00000144381.18,HSPD1,NA,NA,NA,NA,normal_vs_tumor,19690.54257051877,21572.21876847283,18657.85940266182,20088.97478628284,0.13168282362599185,0.18993764253028445,0.23214600753701434,25,66
TCGA-KICH,ENSG00000146731.11,CCT6A,NA,NA,NA,NA,normal_vs_tumor,8561.368199112,9125.02080201597,8343.762039263966,8779.61098389448,0.09198267734786598,0.3120025867562251,0.32685985279223584,25,66
TCGA-KICH,ENSG00000152137.8,HSPB8,NA,NA,NA,NA,normal_vs_tumor,3224.41839421464,5984.2800523584565,2175.9224455294957,2870.3931548782493,0.892148091871187,0.00802505038908564,0.017655110855988407,25,66
TCGA-KICH,ENSG00000164284.15,GRPEL2,NA,NA,NA,NA,normal_vs_tumor,1089.0397985292132,2896.3494490016114,1118.0588278056425,2351.2475316273712,1.41119305458671,3.506838077467617e-14,3.8575218852143785e-13,25,66
TCGA-KICH,ENSG00000166855.9,CLPX,NA,NA,NA,NA,normal_vs_tumor,3747.230421243622,3420.5612842164533,3663.983525442926,3270.001348562675,-0.13156248305617033,0.20267412003673993,0.23467529688464625,25,66
TCGA-KICH,ENSG00000173641.18,HSPB7,NA,NA,NA,NA,normal_vs_tumor,5091.510596131213,2536.582083045014,3172.7500593749633,1988.7493673819386,-1.0051285608564438,8.799320928037859e-5,3.0974512713544117e-4,25,66
TCGA-KICH,ENSG00000205138.4,SDHAF1,NA,NA,NA,NA,normal_vs_tumor,876.6622388480771,812.5516534278331,871.7587079681322,786.5521535896365,-0.1105754312131488,0.2510184903119169,0.27612033934310865,25,66
TCGA-KICH,ENSG00000205981.8,DNAJC19,NA,NA,NA,NA,normal_vs_tumor,4072.975564436666,2687.9337435884727,3744.121830635194,2697.873105306191,-0.5996618473315997,1.0010120942361516e-6,4.4044532146390676e-6,25,66
TCGA-KICH,ENSG00000213221.5,DNLZ,NA,NA,NA,NA,normal_vs_tumor,17.341880261823384,26.48675696250324,13.510681433799686,18.1513635192971,0.603604349560131,0.015568063013158459,0.027078986697885964,25,66
TCGA-KIRC,ENSG00000080824.19,HSP90AA1,NA,NA,NA,NA,normal_vs_tumor,58173.99343752585,33853.19529429208,55979.963829581386,31360.275100493534,-0.7810941559401303,7.795113739698999e-31,4.287312556834449e-30,72,541
TCGA-KIRC,ENSG00000096384.20,HSP90AB1,NA,NA,NA,NA,normal_vs_tumor,50855.52386955507,59464.58216011366,52483.062376664646,57512.93265170757,0.22563255443570926,7.946963804199955e-5,1.4569433641033248e-4,72,541
TCGA-KIRC,ENSG00000100209.11,HSCB,NA,NA,NA,NA,normal_vs_tumor,371.0053758748091,565.1349917729578,362.31254708328515,502.87522741852865,0.6053668240366236,3.1244559401331334e-19,9.819718668989847e-19,72,541
TCGA-KIRC,ENSG00000103423.14,DNAJA3,NA,NA,NA,NA,normal_vs_tumor,3506.2389729014126,3234.2168116048033,3518.6054782644646,3204.247226594542,-0.11634825788628168,0.002443826817126363,0.0035842793317853324,72,541
TCGA-KIRC,ENSG00000105993.15,DNAJB6,NA,NA,NA,NA,normal_vs_tumor,4448.263108546668,4367.462355182562,4259.43672772344,4229.302618988531,-0.02661043615188115,0.5712396417637335,0.5712396417637335,72,541
TCGA-KIRC,ENSG00000106211.10,HSPB1,NA,NA,NA,NA,normal_vs_tumor,15643.323114414456,29093.66128868857,14323.138792297803,22219.767039802664,0.8951375171646028,7.396362178246466e-16,1.8079996435713586e-15,72,541
