ensembl_base,logFC,logCPM,F,PValue,FDR,gene_ensembl,grouping_gene,project_id,gene_name
ENSG00000000003,0.0701494780910191,5.27862794063572,1.03272385368002,0.309988422858164,0.413354097671833,ENSG00000000003.15,HSPB1,TCGA-HNSC,TSPAN6
ENSG00000000419,3.3901053659128e-4,5.29007217970289,5.43835553347978e-5,0.994118841820203,0.995606397165882,ENSG00000000419.13,HSPB1,TCGA-HNSC,DPM1
ENSG00000000457,-0.00702662998634415,3.27577370017759,0.0229309466555588,0.879695064954841,0.913600621067326,ENSG00000000457.14,HSPB1,TCGA-HNSC,SCYL3
ENSG00000000460,-0.199311634238336,3.19356691971054,10.0613644443768,0.00160283741801153,0.00524454671958733,ENSG00000000460.17,HSPB1,TCGA-HNSC,C1orf112
ENSG00000000938,-0.188303720814783,3.28181033660375,3.55769861495304,0.0598226417180105,0.109174084824108,ENSG00000000938.13,HSPB1,TCGA-HNSC,FGR
ENSG00000000971,-0.247476726154392,6.1979150496638,6.0233937569901,0.0144414727992308,0.0335383565747079,ENSG00000000971.16,HSPB1,TCGA-HNSC,CFH
ENSG00000001036,0.0477898758902418,5.16614147792257,0.786780975047763,0.375481901869106,0.480051459872234,ENSG00000001036.14,HSPB1,TCGA-HNSC,FUCA2
ENSG00000001084,-0.0406604229197237,6.53142752731251,0.13261251052606,0.715885321359359,0.787228823838639,ENSG00000001084.13,HSPB1,TCGA-HNSC,GCLC
ENSG00000001167,-0.0617610233882136,4.86540305711288,2.06451449402013,0.151359320591987,0.233054039602415,ENSG00000001167.14,HSPB1,TCGA-HNSC,NFYA
ENSG00000001460,0.124885606773272,4.13023597007315,4.68534322380502,0.0308716299420526,0.0632491930520101,ENSG00000001460.18,HSPB1,TCGA-HNSC,STPG1
ENSG00000001461,-0.0314955819621248,5.36627155262538,0.388138333833124,0.533550456411597,0.62980627351811,ENSG00000001461.17,HSPB1,TCGA-HNSC,NIPAL3
ENSG00000001497,0.129123553584305,5.76758896856387,8.00070946598983,0.0048548518309632,0.0134036547955854,ENSG00000001497.18,HSPB1,TCGA-HNSC,LAS1L
ENSG00000001561,-0.382418942025914,2.19155568725369,7.34413270394768,0.00694906259280238,0.0181562965212774,ENSG00000001561.7,HSPB1,TCGA-HNSC,ENPP4
ENSG00000001617,0.36766259317599,6.76963827742461,42.3043956763313,1.82464432681432e-10,5.999638746869e-9,ENSG00000001617.12,HSPB1,TCGA-HNSC,SEMA3F
ENSG00000001626,0.0901662363509861,-0.0903208323873189,0.206134627087604,0.65000442739947,0.731717859024698,ENSG00000001626.16,HSPB1,TCGA-HNSC,CFTR
ENSG00000001629,-0.101594279149984,5.86689947121582,2.9250046430585,0.0878084876202549,0.150181394868111,ENSG00000001629.10,HSPB1,TCGA-HNSC,ANKIB1
ENSG00000001630,0.149270007737229,1.49818425754656,1.95957431792695,0.162153297396654,0.246382761946963,ENSG00000001630.17,HSPB1,TCGA-HNSC,CYP51A1
ENSG00000001631,0.144069208523914,2.26225589598339,7.9258669546431,0.00505705274125729,0.0138824729128878,ENSG00000001631.16,HSPB1,TCGA-HNSC,KRIT1
ENSG00000002016,-0.197559959523815,2.6088739595664,9.78527267170781,0.00185706547991849,0.00594144733896954,ENSG00000002016.18,HSPB1,TCGA-HNSC,RAD52
ENSG00000002079,-0.167494731523246,0.179728599413895,1.27938633710334,0.258537004415025,0.358588526479239,ENSG00000002079.14,HSPB1,TCGA-HNSC,MYH16
ENSG00000002330,0.298008113796168,3.45456727414131,20.2248044750856,8.48472649890849e-6,5.9715436024204e-5,ENSG00000002330.14,HSPB1,TCGA-HNSC,BAD
ENSG00000002549,-0.0985439802276688,7.15313505829208,1.28853153160384,0.256837335040104,0.356684138380995,ENSG00000002549.12,HSPB1,TCGA-HNSC,LAP3
ENSG00000002586,0.0400292360254749,7.72251038151412,0.329716110190772,0.566072526693004,0.658677179284754,ENSG00000002586.20,HSPB1,TCGA-HNSC,CD99
ENSG00000002586,0.0400292360254749,7.72251038151412,0.329716110190772,0.566072526693004,0.658677179284754,ENSG00000002586.20,HSPB1,TCGA-HNSC,CD99
ENSG00000002587,0.0803037713812531,3.81707668183473,0.497011092492796,0.481129523861198,0.582129269466019,ENSG00000002587.10,HSPB1,TCGA-HNSC,HS3ST1
ENSG00000002726,-0.00963028588817221,2.50788294946236,0.00426680512152797,0.94794353080098,0.96375985175165,ENSG00000002726.21,HSPB1,TCGA-HNSC,AOC1
ENSG00000002745,-0.176481134775931,-0.448224849256045,0.932498479372979,0.334663848366856,0.438635851289674,ENSG00000002745.13,HSPB1,TCGA-HNSC,WNT16
ENSG00000002746,-0.376637215254396,1.16808118016399,8.42793318785415,0.00385172515041581,0.011038065389617,ENSG00000002746.15,HSPB1,TCGA-HNSC,HECW1
ENSG00000002822,-0.422525394781852,0.761406353808732,10.1930266560876,0.00149516557988014,0.00494842805094165,ENSG00000002822.15,HSPB1,TCGA-HNSC,MAD1L1
ENSG00000002834,-0.103923491097953,7.75088068407747,4.47684647953344,0.0348277868222481,0.0698846151825923,ENSG00000002834.18,HSPB1,TCGA-HNSC,LASP1
ENSG00000002919,0.17185323952613,4.93418679841029,23.3474650769594,1.77818749348104e-6,1.5963005043732e-5,ENSG00000002919.15,HSPB1,TCGA-HNSC,SNX11
ENSG00000002933,-0.286289612853137,4.32678001476436,7.26288581034833,0.00726532551725063,0.0188803824939775,ENSG00000002933.9,HSPB1,TCGA-HNSC,TMEM176A
