chaperone_ensembl,chaperone_gene_name,chaperone_uniprot,interactor_ensembl,interactor_gene_name,interactor_uniprot
ENSG00000080824,HSP90AA1,P07900,ENSG00000110172,CHORDC1,Q9UHD1
ENSG00000144381,HSPD1,P10809,ENSG00000144381,HSPD1,P10809
ENSG00000146731,CCT6A,P40227,ENSG00000148400,NOTCH1,P46531
ENSG00000113013,HSPA9,P38646,ENSG00000146648,EGFR,P00533
ENSG00000113013,HSPA9,P38646,ENSG00000091831,ESR1,P03372
ENSG00000146731,CCT6A,P40227,ENSG00000142208,AKT1,P31749
ENSG00000146731,CCT6A,P40227,ENSG00000101266,CSNK2A1,P68400
ENSG00000080824,HSP90AA1,P07900,ENSG00000107938,EDRF1,Q3B7T1
ENSG00000080824,HSP90AA1,P07900,ENSG00000159873,CCDC117,Q8IWD4
ENSG00000080824,HSP90AA1,P07900,ENSG00000162222,TTC9C,Q8N5M4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000175414,ARL10,Q8N8L6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000066557,LRRC40,Q9H9A6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000179930,ZNF648,Q5T619
ENSG00000100209,HSCB,Q8IWL3,ENSG00000160838,LRRC71,Q8N4P6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000183475,ASB7,Q9H672
ENSG00000100209,HSCB,Q8IWL3,ENSG00000285182,FNBP4,Q8N3X1
ENSG00000080824,HSP90AA1,P07900,ENSG00000165416,SUGT1,Q9Y2Z0
ENSG00000080824,HSP90AA1,P07900,ENSG00000100109,TFIP11,Q9UBB9
ENSG00000080824,HSP90AA1,P07900,ENSG00000243725,TTC4,O95801
ENSG00000080824,HSP90AA1,P07900,ENSG00000015676,NUDCD3,Q8IVD9
ENSG00000080824,HSP90AA1,P07900,ENSG00000284571,FLII,Q13045
ENSG00000080824,HSP90AA1,P07900,ENSG00000183530,PRR14L,Q5THK1
ENSG00000080824,HSP90AA1,P07900,ENSG00000101306,MYLK2,Q9H1R3
ENSG00000080824,HSP90AA1,P07900,ENSG00000140553,UNC45A,Q9H3U1
ENSG00000080824,HSP90AA1,P07900,ENSG00000180921,FAM83H,Q6ZRV2
ENSG00000080824,HSP90AA1,P07900,ENSG00000112208,BAG2,O95816
ENSG00000080824,HSP90AA1,P07900,ENSG00000100591,AHSA1,O95433
ENSG00000080824,HSP90AA1,P07900,ENSG00000025772,TOMM34,Q15785
ENSG00000080824,HSP90AA1,P07900,ENSG00000116161,CACYBP,Q9HB71
ENSG00000080824,HSP90AA1,P07900,ENSG00000105176,URI1,O94763
ENSG00000080824,HSP90AA1,P07900,ENSG00000113300,CNOT6,Q9ULM6
ENSG00000080824,HSP90AA1,P07900,ENSG00000005175,RPAP3,Q9H6T3
ENSG00000080824,HSP90AA1,P07900,ENSG00000090273,NUDC,Q9Y266
ENSG00000080824,HSP90AA1,P07900,ENSG00000182504,CEP97,Q8IW35
ENSG00000080824,HSP90AA1,P07900,ENSG00000122786,CALD1,Q05682
ENSG00000080824,HSP90AA1,P07900,ENSG00000100380,ST13,P50502
ENSG00000100209,HSCB,Q8IWL3,ENSG00000181873,IBA57,Q5T440
ENSG00000100209,HSCB,Q8IWL3,ENSG00000178057,NDUFAF3,Q9BU61
ENSG00000100209,HSCB,Q8IWL3,ENSG00000132361,CLUH,O75153
ENSG00000100209,HSCB,Q8IWL3,ENSG00000168268,NT5DC2,Q9H857
ENSG00000100209,HSCB,Q8IWL3,ENSG00000111696,NT5DC3,Q86UY8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000087299,L2HGDH,Q9H9P8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000185875,THNSL1,Q8IYQ7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000184117,NIPSNAP1,Q9BPW8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000011295,TTC19,Q6DKK2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000110917,MLEC,Q14165
ENSG00000100209,HSCB,Q8IWL3,ENSG00000109775,UFSP2,Q9NUQ7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000087301,TXNDC16,Q9P2K2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000153132,CLGN,O14967
ENSG00000100209,HSCB,Q8IWL3,ENSG00000087111,PIGS,Q96S52
ENSG00000100209,HSCB,Q8IWL3,ENSG00000156398,SFXN2,Q96NB2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000100258,LMF2,Q9BU23
ENSG00000100209,HSCB,Q8IWL3,ENSG00000119431,HDHD3,Q9BSH5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000143653,SCCPDH,Q8NBX0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000027001,MIPEP,Q99797
ENSG00000100209,HSCB,Q8IWL3,ENSG00000121749,TBC1D15,Q8TC07
ENSG00000100209,HSCB,Q8IWL3,ENSG00000063241,ISOC2,Q96AB3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000184178,SCFD2,Q8WU76
ENSG00000100209,HSCB,Q8IWL3,ENSG00000242114,MTFP1,Q9UDX5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000141560,FN3KRP,Q9HA64
ENSG00000100209,HSCB,Q8IWL3,ENSG00000184992,BRI3BP,Q8WY22
ENSG00000100209,HSCB,Q8IWL3,ENSG00000130193,THEM6,Q8WUY1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000132953,XPO4,Q9C0E2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000159322,ADPGK,Q9BRR6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000124097,HMGB1P1,B2RPK0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000114850,SSR3,Q9UNL2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000164294,GPX8,Q8TED1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000084092,NOA1,Q8NC60
ENSG00000100209,HSCB,Q8IWL3,ENSG00000155906,RMND1,Q9NWS8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000258429,PDF,Q9HBH1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000181396,OGFOD3,Q6PK18
ENSG00000100209,HSCB,Q8IWL3,ENSG00000129255,MPDU1,O75352
ENSG00000100209,HSCB,Q8IWL3,ENSG00000135148,TRAFD1,O14545
ENSG00000100209,HSCB,Q8IWL3,ENSG00000060491,OGFR,Q9NZT2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000166788,SAAL1,Q96ER3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000173852,DPY19L1,Q2PZI1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000028203,VEZT,Q9HBM0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000077147,TM9SF3,Q9HD45
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137269,LRRC1,Q9BTT6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000174276,ZNHIT2,Q9UHR6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000163463,KRTCAP2,Q8N6L1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000155393,HEATR3,Q7Z4Q2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000143811,PYCR2,Q96C36
ENSG00000100209,HSCB,Q8IWL3,ENSG00000180488,MIGA1,Q8NAN2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000122882,ECD,O95905
ENSG00000100209,HSCB,Q8IWL3,ENSG00000243279,PRAF2,O60831
ENSG00000100209,HSCB,Q8IWL3,ENSG00000106049,HIBADH,P31937
ENSG00000100209,HSCB,Q8IWL3,ENSG00000168273,UQCC5,Q8WVI0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000163344,PMVK,Q15126
ENSG00000100209,HSCB,Q8IWL3,ENSG00000008282,SYPL1,Q16563
ENSG00000100209,HSCB,Q8IWL3,ENSG00000177034,MTX3,Q5HYI7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000196715,VKORC1L1,Q8N0U8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000243725,TTC4,O95801
ENSG00000100209,HSCB,Q8IWL3,ENSG00000122335,SERAC1,Q96JX3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000257218,GATC,O43716
ENSG00000100209,HSCB,Q8IWL3,ENSG00000183647,ZNF530,Q6P9A1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000140374,ETFA,P13804
ENSG00000100209,HSCB,Q8IWL3,ENSG00000186687,LYRM7,Q5U5X0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198265,HELZ,P42694
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136631,VPS45,Q9NRW7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000122068,FYTTD1,Q96QD9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198642,KLHL9,Q9P2J3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000119326,CTNNAL1,Q9UBT7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000170310,STX8,Q9UNK0
ENSG00000146731,CCT6A,P40227,ENSG00000142192,APP,P05067
ENSG00000096384,HSP90AB1,P08238,ENSG00000096384,HSP90AB1,P08238
ENSG00000100209,HSCB,Q8IWL3,ENSG00000119471,HSDL2,Q6YN16
ENSG00000100209,HSCB,Q8IWL3,ENSG00000178127,NDUFV2,P19404
ENSG00000100209,HSCB,Q8IWL3,ENSG00000135070,ISCA1,Q9BUE6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000292058,NDUFA11,Q86Y39
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137806,NDUFAF1,Q9Y375
ENSG00000100209,HSCB,Q8IWL3,ENSG00000291930,NDUFB10,O96000
ENSG00000100209,HSCB,Q8IWL3,ENSG00000101247,NDUFAF5,Q5TEU4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000267855,NDUFA7,O95182
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136521,NDUFB5,O43674
ENSG00000100209,HSCB,Q8IWL3,ENSG00000168653,NDUFS5,O43920
ENSG00000100209,HSCB,Q8IWL3,ENSG00000123545,NDUFAF4,Q9P032
ENSG00000100209,HSCB,Q8IWL3,ENSG00000145494,NDUFS6,O75380
ENSG00000100209,HSCB,Q8IWL3,ENSG00000065518,NDUFB4,O95168
ENSG00000100209,HSCB,Q8IWL3,ENSG00000151413,NUBPL,Q8TB37
ENSG00000100209,HSCB,Q8IWL3,ENSG00000095906,NUBP2,Q9Y5Y2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000163541,SUCLG1,P53597
ENSG00000100209,HSCB,Q8IWL3,ENSG00000273761,DDX24,Q9GZR7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000182810,DDX28,Q9NUL7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000139131,YARS2,Q9Y2Z4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000067704,IARS2,Q9NSE4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000117593,DARS2,Q6PI48
ENSG00000100209,HSCB,Q8IWL3,ENSG00000011376,LARS2,Q15031
ENSG00000100209,HSCB,Q8IWL3,ENSG00000162396,PARS2,Q7L3T8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000116874,WARS2,Q9UGM6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000247626,MARS2,Q96GW9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137513,NARS2,Q96I59
ENSG00000100209,HSCB,Q8IWL3,ENSG00000185418,TARS3,A2RTX5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000119041,GTF3C3,Q9Y5Q9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000066651,TRMT11,Q7Z4G4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000135297,MTO1,Q9Y2Z2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000102763,VWA8,A3KMH1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000274779,NOMO1,Q15155
ENSG00000100209,HSCB,Q8IWL3,ENSG00000104853,CLPTM1,O96005
ENSG00000100209,HSCB,Q8IWL3,ENSG00000189043,NDUFA4,O00483
ENSG00000100209,HSCB,Q8IWL3,ENSG00000112159,MDN1,Q9NU22
ENSG00000100209,HSCB,Q8IWL3,ENSG00000166479,TMX3,Q96JJ7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000033050,ABCF2,Q9UG63
ENSG00000100209,HSCB,Q8IWL3,ENSG00000105607,GCDH,Q92947
ENSG00000100209,HSCB,Q8IWL3,ENSG00000123130,ACOT9,Q9Y305
ENSG00000100209,HSCB,Q8IWL3,ENSG00000100116,GCAT,O75600
ENSG00000100209,HSCB,Q8IWL3,ENSG00000138073,PREB,Q9HCU5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000163527,STT3B,Q8TCJ2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000285121,MTCH2,Q9Y6C9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000263290,SCAMP3,O14828
ENSG00000100209,HSCB,Q8IWL3,ENSG00000123297,TSFM,P43897
ENSG00000100209,HSCB,Q8IWL3,ENSG00000135097,MSI1,O43347
ENSG00000100209,HSCB,Q8IWL3,ENSG00000278461,KGD4,P82909
ENSG00000100209,HSCB,Q8IWL3,ENSG00000152193,OBI1,Q5W0B1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137563,GGH,Q92820
ENSG00000100209,HSCB,Q8IWL3,ENSG00000183605,SFXN4,Q6P4A7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000139428,MMAB,Q96EY8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000165661,QSOX2,Q6ZRP7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000167969,ECI1,P42126
ENSG00000100209,HSCB,Q8IWL3,ENSG00000115307,AUP1,Q9Y679
ENSG00000100209,HSCB,Q8IWL3,ENSG00000106066,CPVL,Q9H3G5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000128928,IVD,P26440
ENSG00000100209,HSCB,Q8IWL3,ENSG00000112695,COX7A2,P14406
ENSG00000100209,HSCB,Q8IWL3,ENSG00000131174,COX7B,P24311
ENSG00000100209,HSCB,Q8IWL3,ENSG00000166260,COX11,Q9Y6N1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000163114,PDHA2,P29803
ENSG00000100209,HSCB,Q8IWL3,ENSG00000145996,CDKAL1,Q5VV42
ENSG00000100209,HSCB,Q8IWL3,ENSG00000013523,ANGEL1,Q9UNK9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000087502,ERGIC2,Q96RQ1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000128973,CLN6,Q9NWW5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000274811,CLPTM1L,Q96KA5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000099399,MAGEB2,O15479
ENSG00000100209,HSCB,Q8IWL3,ENSG00000120805,ARL1,P40616
ENSG00000100209,HSCB,Q8IWL3,ENSG00000169905,TOR1AIP2,Q8NFQ8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000018510,AGPS,O00116
ENSG00000100209,HSCB,Q8IWL3,ENSG00000151465,CDC123,O75794
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136045,PWP1,Q13610
ENSG00000100209,HSCB,Q8IWL3,ENSG00000174917,MICOS13,Q5XKP0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000093144,ECHDC1,Q9NTX5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000144559,TAMM41,Q96BW9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000157181,ODR4,Q5SWX8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137692,DCUN1D5,Q9BTE7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137409,MTCH1,Q9NZJ7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000141378,PTRH2,Q9Y3E5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000103018,CYB5B,O43169
ENSG00000100209,HSCB,Q8IWL3,ENSG00000111231,GPN3,Q9UHW5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000156471,PTDSS1,P48651
ENSG00000100209,HSCB,Q8IWL3,ENSG00000064419,TNPO3,Q9Y5L0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000157916,RER1,O15258
ENSG00000100209,HSCB,Q8IWL3,ENSG00000103150,MLYCD,O95822
ENSG00000100209,HSCB,Q8IWL3,ENSG00000066855,MTFR1,Q15390
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136261,BZW2,Q9Y6E2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000197498,RPF2,Q9H7B2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000134882,UBAC2,Q8NBM4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000165959,CLMN,Q96JQ2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000104412,EMC2,Q15006
ENSG00000100209,HSCB,Q8IWL3,ENSG00000185900,POMK,Q9H5K3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000067177,PHKA1,P46020
ENSG00000100209,HSCB,Q8IWL3,ENSG00000168763,CNNM3,Q8NE01
ENSG00000100209,HSCB,Q8IWL3,ENSG00000110429,FBXO3,Q9UK99
ENSG00000100209,HSCB,Q8IWL3,ENSG00000103502,CDIPT,O14735
ENSG00000100209,HSCB,Q8IWL3,ENSG00000061987,MON2,Q7Z3U7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000100350,FOXRED2,Q8IWF2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000170638,TRABD,Q9H4I3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000153574,RPIA,P49247
ENSG00000100209,HSCB,Q8IWL3,ENSG00000170275,CRTAP,O75718
ENSG00000100209,HSCB,Q8IWL3,ENSG00000156510,HKDC1,Q2TB90
ENSG00000100209,HSCB,Q8IWL3,ENSG00000206527,HACD2,Q6Y1H2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000115204,MPV17,P39210
ENSG00000100209,HSCB,Q8IWL3,ENSG00000034693,PEX3,P56589
ENSG00000100209,HSCB,Q8IWL3,ENSG00000241945,PWP2,Q15269
ENSG00000100209,HSCB,Q8IWL3,ENSG00000151806,GUF1,Q8N442
ENSG00000100209,HSCB,Q8IWL3,ENSG00000153936,HS2ST1,Q7LGA3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000143401,ANP32E,Q9BTT0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000168818,STX18,Q9P2W9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000005486,RHBDD2,Q6NTF9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000151176,PLBD2,Q8NHP8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000292155,RETSAT,Q6NUM9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000118363,SPCS2,Q15005
ENSG00000100209,HSCB,Q8IWL3,ENSG00000117640,MTFR1L,Q9H019
ENSG00000100209,HSCB,Q8IWL3,ENSG00000284400,TBC1D9B,Q66K14
ENSG00000100209,HSCB,Q8IWL3,ENSG00000001036,FUCA2,Q9BTY2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000129562,DAD1,P61803
ENSG00000100209,HSCB,Q8IWL3,ENSG00000144827,ABHD10,Q9NUJ1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000232119,MCTS1,Q9ULC4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000004766,VPS50,Q96JG6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000129128,SPCS3,P61009
ENSG00000100209,HSCB,Q8IWL3,ENSG00000121064,SCPEP1,Q9HB40
ENSG00000100209,HSCB,Q8IWL3,ENSG00000108591,DRG2,P55039
ENSG00000100209,HSCB,Q8IWL3,ENSG00000170448,NFXL1,Q6ZNB6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000167900,TK1,P04183
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136463,TACO1,Q9BSH4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000255154,HTD2,P86397
ENSG00000100209,HSCB,Q8IWL3,ENSG00000162408,NOL9,Q5SY16
ENSG00000100209,HSCB,Q8IWL3,ENSG00000175283,DOLK,Q9UPQ8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000144589,STK11IP,Q8N1F8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000090372,STRN4,Q9NRL3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000241878,PISD,Q9UG56
ENSG00000100209,HSCB,Q8IWL3,ENSG00000160214,RRP1,P56182
ENSG00000100209,HSCB,Q8IWL3,ENSG00000179958,DCTPP1,Q9H773
ENSG00000100209,HSCB,Q8IWL3,ENSG00000139324,TMTC3,Q6ZXV5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000131730,CKMT2,P17540
ENSG00000100209,HSCB,Q8IWL3,ENSG00000186866,POFUT2,Q9Y2G5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000149547,EI24,O14681
ENSG00000100209,HSCB,Q8IWL3,ENSG00000143158,MPC2,O95563
ENSG00000100209,HSCB,Q8IWL3,ENSG00000103642,LACTB,P83111
ENSG00000100209,HSCB,Q8IWL3,ENSG00000175764,TTLL11,Q8NHH1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000187772,LIN28B,Q6ZN17
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137996,RTCA,O00442
ENSG00000100209,HSCB,Q8IWL3,ENSG00000174485,DENND4A,Q7Z401
ENSG00000100209,HSCB,Q8IWL3,ENSG00000104524,PYCR3,Q53H96
ENSG00000100209,HSCB,Q8IWL3,ENSG00000108582,CPD,O75976
ENSG00000100209,HSCB,Q8IWL3,ENSG00000186283,TOR3A,Q9H497
ENSG00000100209,HSCB,Q8IWL3,ENSG00000105379,ETFB,P38117
ENSG00000100209,HSCB,Q8IWL3,ENSG00000164105,SAP30,O75446
ENSG00000100209,HSCB,Q8IWL3,ENSG00000170832,USP32,Q8NFA0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000205758,CRYZL1,O95825
ENSG00000100209,HSCB,Q8IWL3,ENSG00000152253,SPC25,Q9HBM1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136485,DCAF7,P61962
ENSG00000100209,HSCB,Q8IWL3,ENSG00000135535,CD164,Q04900
ENSG00000100209,HSCB,Q8IWL3,ENSG00000176208,ATAD5,Q96QE3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000182512,GLRX5,Q86SX6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000143164,DCAF6,Q58WW2
ENSG00000100209,HSCB,Q8IWL3,ENSG00000187522,HSPA14,Q0VDF9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000153037,SRP19,P09132
ENSG00000100209,HSCB,Q8IWL3,ENSG00000069849,ATP1B3,P54709
ENSG00000100209,HSCB,Q8IWL3,ENSG00000163281,GNPDA2,Q8TDQ7
ENSG00000080824,HSP90AA1,P07900,ENSG00000110958,PTGES3,Q15185
ENSG00000080824,HSP90AA1,P07900,ENSG00000113712,CSNK1A1,P48729
ENSG00000080824,HSP90AA1,P07900,ENSG00000105401,CDC37,Q16543
ENSG00000080824,HSP90AA1,P07900,ENSG00000172046,USP19,O94966
ENSG00000080824,HSP90AA1,P07900,ENSG00000004478,FKBP4,Q02790
ENSG00000080824,HSP90AA1,P07900,ENSG00000011485,PPP5C,P53041
ENSG00000080824,HSP90AA1,P07900,ENSG00000008128,CDK11A,Q9UQ88
ENSG00000080824,HSP90AA1,P07900,ENSG00000100324,TAB1,Q15750
ENSG00000080824,HSP90AA1,P07900,ENSG00000055208,TAB2,Q9NYJ8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000065911,MTHFD2,P13995
ENSG00000100209,HSCB,Q8IWL3,ENSG00000118246,FASTKD2,Q9NYY8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000110717,NDUFS8,O00217
ENSG00000100209,HSCB,Q8IWL3,ENSG00000115286,NDUFS7,O75251
ENSG00000100209,HSCB,Q8IWL3,ENSG00000169599,NFU1,Q9UMS0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137714,FDX1,P10109
ENSG00000100209,HSCB,Q8IWL3,ENSG00000161513,FDXR,P22570
ENSG00000100209,HSCB,Q8IWL3,ENSG00000213619,NDUFS3,O75489
ENSG00000100209,HSCB,Q8IWL3,ENSG00000130414,NDUFA10,O95299
ENSG00000100209,HSCB,Q8IWL3,ENSG00000184752,NDUFA12,Q9UI09
ENSG00000100209,HSCB,Q8IWL3,ENSG00000147123,NDUFB11,Q9NX14
ENSG00000100209,HSCB,Q8IWL3,ENSG00000119013,NDUFB3,O43676
ENSG00000100209,HSCB,Q8IWL3,ENSG00000165264,NDUFB6,O95139
ENSG00000100209,HSCB,Q8IWL3,ENSG00000166136,NDUFB8,O95169
ENSG00000100209,HSCB,Q8IWL3,ENSG00000183648,NDUFB1,O75438
ENSG00000100209,HSCB,Q8IWL3,ENSG00000128609,NDUFA5,Q16718
ENSG00000100209,HSCB,Q8IWL3,ENSG00000164258,NDUFS4,O43181
ENSG00000100209,HSCB,Q8IWL3,ENSG00000131495,NDUFA2,O43678
ENSG00000100209,HSCB,Q8IWL3,ENSG00000160194,NDUFV3,P56181
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198786,MT-ND5,P03915
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198888,MT-ND1,P03886
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198763,MT-ND2,P03891
ENSG00000100209,HSCB,Q8IWL3,ENSG00000177646,ACAD9,Q9H845
ENSG00000100209,HSCB,Q8IWL3,ENSG00000100412,ACO2,Q99798
ENSG00000100209,HSCB,Q8IWL3,ENSG00000166595,CIAO2B,Q9Y3D0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000136143,SUCLA2,Q9P2R7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000164053,ATRIP,Q8WXE1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000067048,DDX3Y,O15523
ENSG00000100209,HSCB,Q8IWL3,ENSG00000088205,DDX18,Q9NVP1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000168872,DDX19A,Q9NUU7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000213782,DDX47,Q9H0S4
ENSG00000100209,HSCB,Q8IWL3,ENSG00000124608,AARS2,Q5JTZ9
ENSG00000100209,HSCB,Q8IWL3,ENSG00000143374,TARS2,Q9BW92
ENSG00000100209,HSCB,Q8IWL3,ENSG00000283104,SARS2,Q9NP81
ENSG00000100209,HSCB,Q8IWL3,ENSG00000103356,EARS2,Q5JPH6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000112855,HARS2,P49590
ENSG00000100209,HSCB,Q8IWL3,ENSG00000135776,ABCB10,Q9NRK6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000186205,MTARC1,Q5VT66
ENSG00000100209,HSCB,Q8IWL3,ENSG00000185238,PRMT3,O60678
ENSG00000100209,HSCB,Q8IWL3,ENSG00000165934,CPSF2,Q9P2I0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000101365,IDH3B,O43837
ENSG00000100209,HSCB,Q8IWL3,ENSG00000134910,STT3A,P46977
ENSG00000100209,HSCB,Q8IWL3,ENSG00000140983,RHOT2,Q8IXI1
ENSG00000100209,HSCB,Q8IWL3,ENSG00000117868,ESYT2,A0FGR8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000141279,NPEPPS,P55786
ENSG00000100209,HSCB,Q8IWL3,ENSG00000122884,P4HA1,P13674
ENSG00000100209,HSCB,Q8IWL3,ENSG00000071537,SEL1L,Q9UBV2
