MEantiquewhite4,MEbisque4,MEblack,MEblue,MEbrown,MEbrown4,MEcoral1,MEcoral2,MEcyan,MEdarkgreen,MEdarkgrey,MEdarkmagenta,MEdarkolivegreen,MEdarkorange,MEdarkorange2,MEdarkred,MEdarkseagreen4,MEdarkslateblue,MEdarkturquoise,MEfloralwhite,MEgreen,MEgreenyellow,MEgrey,MEgrey60,MEhoneydew1,MEindianred4,MEivory,MElavenderblush3,MElightcoral,MElightcyan,MElightcyan1,MElightgreen,MElightpink4,MElightsteelblue,MElightsteelblue1,MElightyellow,MEmagenta,MEmaroon,MEmediumorchid,MEmediumpurple2,MEmediumpurple3,MEmidnightblue,MEnavajowhite2,MEorange,MEorangered3,MEorangered4,MEpaleturquoise,MEpalevioletred3,MEpink,MEplum,MEplum1,MEplum2,MEpurple,MEred,MEroyalblue,MEsaddlebrown,MEsalmon,MEsalmon4,MEsienna3,MEskyblue,MEskyblue1,MEskyblue2,MEskyblue3,MEsteelblue,MEtan,MEthistle1,MEthistle2,MEturquoise,MEviolet,MEwhite,MEyellow,MEyellow4,MEyellowgreen
-0.03814420500266914,-0.021391837958240827,-0.03890509139740952,0.013335493688999927,0.08902991869301018,-0.06848291446205941,0.04858934812797101,-0.0017756438361773922,-0.01351916008828008,-0.034799918544362686,0.03623414947304094,-0.022302620111932864,-0.008732507333303765,0.093124222263287,0.09318243559194196,-0.0334408700373135,-0.017690002696879356,-0.024543289162937982,0.011822366507896434,-0.057761842724406716,-0.00809675304238062,-0.04969648929444411,-0.01638951797375329,0.026865613645213355,-0.03336316140388707,0.006700132818782359,0.025408285758549493,0.0328407853652271,-0.049570438635644365,0.09937168231375096,0.03018420296507519,-0.005249486754671628,-0.03781703207573547,0.00867956822243415,-0.015621147179318482,-0.033339961080698144,0.0627436234694446,-0.024509452050624266,0.092839770905538,0.0038032742831804137,0.04238054392471512,-0.03541974564357306,0.02385577155272005,0.003993384879726398,-0.08920292475618068,-0.012998982947405447,0.001105824557800237,-0.03347623435747069,-0.0255141411625537,-0.01139945838876448,0.018214340245593375,-0.030801468223800185,-0.06746661687224573,0.01797783720948769,-0.05418720130404392,0.06089443477008793,0.08124838798671775,0.08549654082582338,0.07285905249609739,0.05080846786894972,-0.003052131407190281,-0.09988794243238297,0.039902884476957425,0.05249738690566166,0.016567578744853186,0.004237499682785985,-0.03807612482170007,-0.02904376053994757,-0.03418151121572491,-0.04213087497459417,-0.006676043135877563,0.004111392839782068,0.01152582412905013
0.04260451172673613,0.10436288446995606,0.07186674205480525,0.03354265273280643,-0.01649728931793759,0.005082750068830973,-0.01203168359818876,-0.014318783747017724,-0.10765874316593871,-0.08422773572986697,-0.0038700179992894605,0.049526404313906786,-0.013830168194385647,-0.013590875201035376,0.02624215940607103,0.08895377847976194,0.05023415423621428,0.020634259762797882,0.012870173241998495,-0.08528560120897219,-0.06896396316434528,0.022415787693220057,-0.006800662871751961,-0.03042028637945915,0.05598706877498144,0.008765955858889328,0.09140856728340759,-0.02128094903521085,0.02478402045225328,-0.010981466417268826,-0.030703920454763518,0.0024375663645920254,0.03912056583837174,-0.0031641901249523994,-0.009898197237858054,-0.02355913490032735,0.0781884371396776,0.01907187221929744,0.03378276325348715,-0.049323849905644486,-0.07320984131233414,-0.010852827637609086,-0.06256168511052733,0.05646865395348158,-3.0030191889253313e-4,-0.01340380244657375,0.01322921651396372,-0.014937274912189253,0.04431661103586226,7.13506997066466e-4,0.007473676566745276,0.05431352327928803,0.04751197656898398,-0.06221725677474399,-0.05471332218062597,-0.05208503584921592,0.02289067989218818,-0.03530834622839119,-0.16101485933254364,-0.043375279930849504,-0.08800445372655792,0.040150818353316936,-0.05717345872950143,-0.03457772153446875,-0.06368014291883184,-0.06012794393287474,0.08098350838743942,0.003621089080306228,0.0964182690386011,-0.03461471389413111,-0.03593464704134136,-0.07898778741422662,0.04379022730080202
0.023598745517208312,0.06494688220910676,0.035474023634183616,0.0019810118205446647,-0.0309755941860079,-0.0936025690277395,-0.0018964149254397963,0.022408605130627583,-0.05484909692056761,-0.03479555643570063,-0.07310686730757847,0.006135310524481968,0.023111324476991043,0.07734125105714228,-3.7598445598426196e-4,0.06344125144807916,0.021649373481882856,-0.012454447679350627,-0.04032475660868028,-0.038135919362801605,-0.02159837657403607,-0.0049767428522412005,9.445475323867081e-4,-0.026531330917362594,-0.047892207337983494,-0.021930552373509396,0.0018237457911595041,-0.014615363670205848,0.011053252508713168,-0.04184284667432914,-0.024587769622568874,-0.025404833660521806,0.05615738591512617,-0.01468938209248001,-0.013438237115668519,-0.03494022682842457,-0.06324451265371667,-0.009547805421634652,-0.08642453726718807,0.010409658419103518,-0.005465029514100366,-0.0393116066463558,0.028928119312657825,0.012694455508862142,-0.09341012180982088,-0.07273708690485813,-0.021800087910000394,0.04966205834407143,-0.030490745160906663,-0.053379791182276926,-0.0014435572838182183,-0.0038406340945066402,0.017971753947321603,-0.0026612672325286857,-0.046234662573520054,-0.05979428814735041,-0.03158614313050337,-0.022459534060117674,-0.025738373801513708,0.034752088745515504,-0.0014884932337034373,0.027689810729751928,0.05947345519439169,-0.05478240300799941,-0.007138053346223638,-0.10059353467614772,0.030478679989984263,-0.030497086184794797,-0.001456761342186716,-0.025606926081895732,-0.06819111799110855,-0.01973382026333093,0.035878734979872796
-0.06734700597095997,0.009429230782730428,0.01255488474741117,-0.1187340169492899,0.09841557085652064,-0.03577202543336625,-0.10709426804778692,-0.10757686726836665,-0.06382189760197765,-0.05762087767221023,0.06997972608367538,0.05168086525183619,-0.011298411334899961,0.017910242997493768,-0.004800927087070731,0.08441394793300944,0.024855700620619793,0.007832719352377981,-0.019843897732238398,-0.12008669447310055,0.08494381852117236,0.01115566535072761,0.10039772013890635,-0.033936606824695806,0.09386054979694711,-0.10972991582128573,0.05604518985558056,-0.05279241148924748,0.09548409488754865,0.04068461892885655,-0.03858497920979028,-0.005789204018592077,0.1133462698398999,0.07310636415887962,-0.01534722753349671,-0.02945819730733212,0.011578395735684206,0.027665940997058755,0.027159221310323375,-0.0892697063084295,0.001774457292943855,-0.02701332317602343,-0.05858638163197399,0.06874084857607934,-0.022399773408131866,-0.0069310784877725014,-0.07439435307808616,0.09330184144235701,0.00355922896603807,-0.07314825312223817,-0.12242181785778315,0.057739233795994806,0.0966331827607697,-0.11766486629617655,-0.046715543839644665,-0.10168741792172302,-0.0026044613520919413,-0.04448150767627325,-0.14726831374972496,-0.12125749250162422,0.0014712813142464564,0.08850126356369147,0.10398016478423655,-0.0020826688706647423,0.01506449514041086,-0.09242247053543319,0.0758807185586958,0.05401078436957131,0.05697470658491923,-0.034034112863172296,-0.06083586440875001,0.13054020180313405,0.08052736598333674
-0.04566780054408495,-0.09017934242204605,0.014310148924085652,0.034623510152413634,-0.01979652694859907,0.01792140314133054,0.04427146384806941,0.08359177673599937,0.04586860740150513,0.07675865813472765,-0.05529017861781635,0.06587555370582082,-0.014636878943236122,0.028711930390888565,0.019072705171473348,-0.09440667283418061,-0.017790014292978832,-0.0052124763067300005,0.059229754827346305,0.0813276447962193,0.029193278237291946,0.003987952771795408,-0.0853062860714458,0.04633608501574155,0.037315973233683866,0.19106503562795776,-0.018595930860573966,-0.016895601099274772,-0.01218620933168716,-0.053086582843517416,0.05622704752449878,0.006200983238372327,-0.04016862099196013,0.0609330909131765,0.007824026268012823,-0.008443415817389473,-0.005734981114137804,0.029159124717783026,-0.05090130672736652,-0.003982377393639203,-0.02611260388336513,0.030268241060205675,0.04074930371698335,-0.016587999415347873,0.034606211692173025,-0.05274198484232552,0.06293674017645039,0.002327181946479405,0.03031340830930404,0.020528713881497736,0.016479958882788026,-0.0038918681626195894,-9.786080366346365e-4,0.017988315874761164,0.040357429655388084,-0.001167820263185443,-0.06872364883258246,-0.07920939996964302,0.10532845859453258,0.021139742451958467,0.045908546796687696,-0.03388591254130302,-0.019605179131463785,0.058574031917340175,-0.023517833809805072,0.02210887476647604,-0.020571878303786317,-0.05005985694299868,-0.00531901883620244,-0.015057879613912825,0.020647979581981505,-0.052610873111674686,-0.021385847740170758
-0.04459914644463141,-0.1165787926655371,-6.32101382872441e-4,-0.09192346235947421,-0.019070960288732702,0.19259613566970857,0.07481925607591285,-0.01350543233732956,-0.004443857771478768,-0.04722206176718904,-0.04361178532864911,0.12188707644196302,0.0035436459767647583,0.03264314732449119,0.11171139056910005,-0.005311926621345424,0.2349476833715885,0.02524367155920409,-0.03350687555486246,-0.05610825595621039,0.08858382775870081,-0.09605808355768858,0.0843559854838955,0.013637630974549392,0.09980507033784662,-0.04183360960186527,0.09249015996977558,0.02741763283037511,-0.002541637611391842,0.07111997334498603,0.021210696836672958,0.013208638921568178,-0.03064906225069585,0.019378694950373945,0.0013612182404011922,-0.07985464944700198,-0.0807713579450125,0.23112780715814119,-0.05634362264535933,0.01435375149308443,-0.0030296818902997885,0.1491080989166398,-0.024693949264130148,0.03871651677471757,-0.06211640884667336,0.12794083807997467,-0.016893092590428507,0.10464293862003841,-0.05692913190891413,-0.050150597972055524,0.006991428756687522,-0.01258451068378827,0.03575347119586395,-0.02336570778504951,-0.027441267064400615,-0.11603130501888738,0.15547236585891644,0.1194528583096565,-0.02487911461893786,0.03631520224214774,-0.016432466674513674,0.060801824940812606,0.08496735725614295,0.012468635591243357,0.02376254931132942,-0.005824322962498147,0.06160882793296974,0.10732116853200015,0.006410395449016528,-0.039639654542737386,-0.020121334737016723,-0.002452220724811138,0.06546095315437694
-0.06603807364275692,0.05389253867367263,-0.06735039682722904,-0.11976851247201897,0.005026479720192942,0.08605964032765744,-0.1067894144489012,-0.05270848736579157,0.126984360053334,0.07771175427486551,0.05180787558402671,0.058178559703041755,-0.012419580887398226,-0.01830241944378723,0.010818283111194848,0.15269576656081205,-0.05077693533403254,0.04147377906185396,-3.67548428818021e-4,0.06895023966273266,0.14944691154307238,-0.020506830227602132,0.11042853370060232,0.009446738473938444,-0.07001218489281129,-0.10047638651228552,-0.10998600786315499,0.044710279950754196,-0.012889864211526427,0.12330238432055698,-0.017765609395101287,0.06659905913368518,0.07907061804540758,-0.020722519780906053,0.01438742554098043,-0.02092625939778073,0.015342333761489933,-0.0026382062711263793,0.0598633604521121,0.1124038110327695,-0.10130234316956661,0.015083125393083785,-0.09878412224737562,0.07751365966122804,-0.06252330030133035,0.08188567188162171,0.0015045605089051245,0.056259802379783654,0.06385978949909454,-0.03365022946564546,-0.10150268005318094,0.0032235725137163542,0.010261261076667565,-0.09471763049964059,0.024990363333385928,-0.13340804759709662,0.044657848970707126,0.15669805306665763,-0.03478896844990679,0.03168579446944546,0.03584166022948807,0.0015829389370730315,0.06656986870000951,0.10453961934067087,0.10657802328687076,-0.08189089102821716,-0.014886737099609925,0.1413484192254882,0.037108282468628476,-0.003830489878378016,0.010551545265171847,0.040460238015512254,0.01491459920629833
-0.06104532640982715,0.0202905211518396,-0.16089368955580527,-0.09378844940880654,-0.09597633217847334,-0.0012704865542532968,-0.0626964225258338,-0.131625960850099,0.07042250840807666,0.10269186137871106,-0.03167686788669451,-0.22738459486215695,0.004268631706324836,-0.08280852437351041,0.027240531751259657,-0.010133067497375824,-0.11089256744099314,0.00465637305669351,-0.019868843882666187,-0.12206193079205468,0.08275345975687375,-0.11667148767758945,0.08940075678172009,0.021963646977498637,-0.07617934549761719,0.009257401509288372,-0.07583376475113199,0.17247401293505202,-0.09025624137260127,0.26439191947274365,-0.10762817484786256,0.2049453105499991,-0.1564146883978363,-0.07171592965623769,0.004772675795942096,-0.010341744460301991,-0.09773301601798468,-0.1077090928885269,-0.023553136478222242,0.08165505562698401,0.10694648127929501,-0.03345244330839678,0.15410711495052995,0.08004518723269313,6.887660775248026e-4,-0.14123897855139256,-0.04962830657425834,-0.09596943081084462,-0.19613021667205888,0.2228154970359028,-0.012454941344590681,-0.1871493813771703,-0.16229658168337552,0.17300211501788587,-0.042148087242012064,0.1607137769050523,0.15609691972002973,-0.033876984607081766,0.10567001509691164,0.09964677084931192,-0.027612409432895835,-0.08589038673328112,0.08978849003362076,0.13968229234191187,0.21900677034607763,0.017468244836609262,-0.11141625748974165,0.07781031499131406,-0.06271055103730967,-0.006843474229223162,-0.010380869601687694,-0.03610285367758007,-0.15180422715960445
0.09248846111363458,0.027586011227927493,0.03434998964080756,0.02683223731267488,0.0467016608345157,0.04574763245598964,-0.031297294610712394,-0.042669238059200205,-0.0727320459126696,-0.08317101889557398,0.1238458233129595,0.02153699520766463,-0.00710949730777362,0.0022864487378355856,-0.02722712796547948,-0.002420616785716804,-0.02269432562083249,-0.011726846559327653,-0.04527173060137948,-0.08862220283570527,-0.08707912281806184,0.0799028552665121,0.022352188619951755,-0.03884085797516675,0.027343969899820516,-0.04335591655779064,-0.015248022751473043,-0.06671938898651932,-0.015564140553134879,-0.034729493459291584,-0.016963443700170312,-0.028126734708958476,0.006522059837749403,-0.03174756615722935,-0.0027534500801128553,0.046711944444134144,0.08947793083121904,-0.0029441618168487356,0.06873018782629962,-0.040245005553529396,0.005037510294171403,-0.027150110481045465,-0.055077652219251004,0.04049680897836262,-0.006479757790834994,0.01799746856684068,-0.056971517055687614,-0.033127292859137444,0.09205727711560895,-7.069734625871964e-4,-0.008687018575920672,0.09974059123523517,0.0448592787883266,-0.03536671464971005,-0.04591145166822179,-0.12398014430643817,-0.036323106760644534,-0.023587320972783994,-0.06408050624930274,-0.02163943065336693,-0.0059144868851813,0.008414579763840422,-0.028448369424875546,-0.080937945448894,-0.0690469401904736,-0.031672972884280386,-0.005695224695821556,-0.005101986751722654,0.07273840013840814,-0.023274909550516858,0.008913902644570582,0.028423692199824775,-0.012063380357376302
-0.0351073774141341,-0.05362585902137532,0.12261799728640937,0.03879912993156031,-0.07833052838830691,0.0690857413098707,0.09827708064447661,0.028315767043313622,0.018057209859488343,-0.09300072343805485,-0.059991884948040294,0.061022175040207814,-0.0297841946505306,-0.12164477323798271,0.06482683957139525,0.10845277265216359,0.002579562600672439,-0.026838542662853484,0.13400577037536812,-0.0372113441608128,0.04019312748924298,-0.009047775787241523,-0.10877304231627422,-0.10150261814076875,0.13837814837424517,-0.021762189596198685,-0.05446312356248866,-0.13031052012966307,0.20640018337929977,-0.0513454762259449,3.689770040449359e-4,-0.10115096825423855,0.09760295734884583,0.14486456860007868,0.07617499078023769,-0.10973355948528979,-0.017602284332286857,0.03720008298515859,-0.026974036124100417,-0.006120444887835233,-0.1905113034525708,0.0401311578162296,-0.0557051159001627,0.017921551913911534,0.0946358837032119,0.13139544978438564,0.04111241128398277,0.062359953164947815,0.005571787395701708,0.01611308033527878,-0.03367383289545256,0.042290215867932794,0.0972653434974529,-0.14917159476087632,0.2153417562094881,-0.030737686960652766,0.005509540774294486,0.03491481470128482,-0.08463389393490955,-0.11432103542648128,0.05728515228424461,-0.010513525034048071,0.009600529402747124,0.06862525340299194,-0.10122680457978428,-0.0045571688248942695,-0.02571916404041738,-0.0627641612290678,0.05926868845264201,-0.0033352832466065603,-0.06574212625011654,-0.07529950355856406,0.01412224653124164
