project_id,TCGA-ACC,TCGA-BLCA,TCGA-BRCA,TCGA-CESC,TCGA-CHOL,TCGA-COAD,TCGA-DLBC,TCGA-ESCA,TCGA-GBM,TCGA-HNSC,TCGA-KICH,TCGA-KIRC,TCGA-KIRP,TCGA-LGG,TCGA-LIHC,TCGA-LUAD,TCGA-LUSC,TCGA-MESO,TCGA-OV,TCGA-PAAD,TCGA-PCPG,TCGA-PRAD,TCGA-READ,TCGA-SARC,TCGA-SKCM,TCGA-STAD,TCGA-TGCT,TCGA-THCA,TCGA-THYM,TCGA-UCEC,TCGA-UCS,TCGA-UVM
TCGA-PCPG,2.0550840136905526,2.906504750069959,2.9242455903666804,2.809588483228424,2.1197038337388174,1.4586023693989016,2.137299161986284,1.821653869921164,1.6153692977134266,2.7313004470193594,2.11845912093363,2.6755222701692096,2.7646236361576815,2.6408978764058815,2.928049580151834,2.4834108189265254,2.478785843835666,2.946173501861135,2.619213492069584,2.627844435728043,5.860827432676723,2.1467108721143213,1.7794409993002747,2.2899965061136554,2.2538048313651515,1.8704517052153795,1.2579400539951697,2.648641030141235,2.0195205460087062,3.227912536734692,2.600611647956998,0.6716367416819145
TCGA-PRAD,1.5455825293643493,3.1325668744311614,2.609538061564819,2.4479270006141682,1.5126036878537192,1.7655474615358955,2.5587682215381893,1.7711954159751864,1.3864949442570627,2.720866765328449,1.6247692040250428,2.2324592143248685,2.1554208026670616,2.2465674778892044,2.469510726048282,2.318575287377233,2.12939296028273,2.336660764649933,2.2558331401164433,2.7231715485019254,2.1467108721143213,5.860827432676723,2.3108990085045997,2.3543741963741867,1.9366251423825096,2.729677222237718,1.5022592963287051,2.1760569294636025,1.3534316575311793,2.8860148586674472,2.2879029263748922,0.8986072476849554
TCGA-READ,1.4026733311043733,3.026866617609573,2.741087547405687,2.4087917918272987,1.6749407643271388,3.775281047958886,1.152320780616873,2.5179169091525737,1.909771256594492,2.4496263523827464,1.9287208465869443,2.1577795026271005,1.7517222049725056,2.009352675188607,2.3081887135282373,3.0620787949065633,2.93820928916805,2.059979611113726,2.9318137554829877,2.5247560390884463,1.7794409993002747,2.3108990085045997,5.860827432676723,2.218798192519282,2.3955835003794084,3.12315051042126,0.9512080087478498,1.3325843325906002,0.36179959954224206,2.895006675211824,2.560878125552369,1.0770194927335623
TCGA-SARC,2.371912542973321,3.2188914878226065,2.859437530400899,3.392099221880015,1.9886729844220996,2.0378326344867945,1.757987002769407,2.949222304539638,2.039090990278143,3.0882767212550744,2.1483570007966715,2.50203400245518,2.3135848634733125,2.2152653353768224,2.735969499645853,2.7927619602740537,2.9549054096133935,2.823393227737855,2.941723351850282,2.685740834523684,2.2899965061136554,2.3543741963741867,2.218798192519282,5.860827432676723,2.1356202880358897,2.8951871058913623,1.6373645894761566,2.011453051407622,1.2562488860066026,2.902231663733843,2.960593246846791,0.7484717499103875
TCGA-SKCM,1.596267268683751,2.934226244204181,3.0536592968208818,2.557593091329197,2.0142175154826742,2.346429615658418,1.4168648809426907,1.9570552616604506,1.9355867220400347,2.57876255108624,2.1952862994082807,2.9121127998085607,2.4122009739360104,2.37768999743493,2.3774239144045084,2.9614312165861025,2.709656236781035,2.534835407892243,2.883865036989983,2.3019483478168783,2.2538048313651515,1.9366251423825096,2.3955835003794084,2.1356202880358897,5.860827432676723,2.0838410805628627,1.3565747435044093,1.9060281308416576,1.1594678801199905,3.217382302129225,2.330320886744742,2.4756020750441508
TCGA-STAD,1.7048037321865248,3.2306004900334333,2.762248768880845,2.8724799741106524,1.7006953395362157,2.8441174461519556,1.4889511467334575,3.444198456721775,1.9480345572819853,2.7075344201985887,1.5261573988221198,2.030674416450726,1.5459625789203262,1.9706288448574956,2.2104267348880358,3.0783548389087723,3.0011841323536794,2.089944134771167,2.7618056003279383,2.9206430817840037,1.8704517052153795,2.729677222237718,3.12315051042126,2.8951871058913623,2.0838410805628627,5.860827432676723,1.6267529201607127,1.2428512308939519,0.4918063056396571,2.6676458549816187,2.4610589314828646,0.96548121398448306
TCGA-TGCT,0.9324678360649941,1.743146459043115,1.6396206579503767,1.454182349573962,0.9436055558828196,0.6566989784737824,1.2375707073914448,0.9926352190706895,0.842796290114256,1.4179258872978648,0.9091763051764818,1.6209190549298187,1.3192642415426015,1.2613805060792869,1.3841517669846644,1.5261312730158778,1.1488630034165812,1.777282756446529,1.4311864688858975,1.572004681781114,1.2579400539951697,1.5022592963287051,0.9512080087478498,1.6373645894761566,1.3565747435044093,1.6267529201607127,5.860827432676723,1.2697287627584322,0.3587871645649594,1.6193245049566354,1.3899593080172048,0.45515563618556154
TCGA-THCA,1.5022202744517035,2.5381200639166277,2.4618746771560827,2.2883796173291233,1.908712296106899,1.0214969939096372,2.3289679027532304,1.126388529612809,1.295925315180411,2.377857340015,2.2220522399825997,2.7770013153222175,3.1579288440876994,2.5168959208422113,2.517338923136979,1.9504846878397908,1.7448262154203036,2.6563740014518964,2.2148539604353394,2.1040494085629615,2.648641030141235,2.1760569294636025,1.3325843325906002,2.011453051407622,1.9060281308416576,1.2428512308939519,1.2697287627584322,5.860827432676723,2.2624677918272185,2.8356858846064683,2.2076133707448933,0.6735523630952551
TCGA-THYM,0.6645339436110973,1.6272508317323497,1.6568548891200514,1.6164794875387622,0.9946747912125007,0.132433482216328,2.0508558590247166,0.32315178383985277,0.39744198874703063,1.634399327373714,0.9304814517209543,1.6204493355470593,1.8513791423566444,1.5324678292848661,1.541347351114963,1.0531767079719945,0.9714582479901788,1.916564026370752,1.2788699475329857,1.191438150903811,2.0195205460087062,1.3534316575311793,0.36179959954224206,1.2562488860066026,1.1594678801199905,0.4918063056396571,0.3587871645649594,2.2624677918272185,5.860827432676723,1.997490506217321,1.2401416635444953,0
TCGA-UCEC,2.2058298428786447,3.9813744972491216,3.957592898508971,3.513328483548263,2.434617841694275,2.712799348204287,2.3365353341203683,2.507665191615982,2.402519156500836,3.34137896899019,2.7409730006190824,3.4626235758798294,3.208314856232226,3.1893536922890227,3.3267273624593003,3.6414667886654795,3.354318019386358,3.259273371216923,3.625812947038963,3.2267588135999796,3.227912536734692,2.8860148586674472,2.895006675211824,2.902231663733843,3.217382302129225,2.6676458549816187,1.6193245049566354,2.8356858846064683,1.997490506217321,5.860827432676723,3.2394793773588497,1.5485568306364117
TCGA-UCS,2.173423963165418,3.3217975319962205,3.0628869602520283,3.231622856808381,1.8572720710103683,1.9502717062045334,1.926273910907066,2.3362445231297864,2.3277075570946537,2.9872129033788224,2.5708275421352957,2.6704885184047007,2.562850101471478,2.7699588360479135,3.1726206811563666,2.8602541442158427,3.01508289936362,2.9082259688613585,3.3729079097816133,2.7213648863146154,2.600611647956998,2.2879029263748922,2.560878125552369,2.960593246846791,2.330320886744742,2.4610589314828646,1.3899593080172048,2.2076133707448933,1.2401416635444953,3.2394793773588497,5.860827432676723,0.9270653972076186
TCGA-UVM,0.3868487251623298,1.3694345161334684,1.468153619964034,0.7336492178100649,0.640695779768433,1.1215869416553303,0.5056724189746191,0.4553007114629297,0.30787603890228876,0.9565680853855918,0.8051703786239752,1.261060938372669,1.1039183963789245,0.8451848105282576,0.824657789553255,1.294027198215737,1.0209008195794995,0.8595495011980905,1.2073331284860656,0.8569627343032771,0.6716367416819145,0.8986072476849554,1.0770194927335623,0.7484717499103875,2.4756020750441508,0.96548121398448306,0.45515563618556154,0.6735523630952551,0,1.5485568306364117,0.9270653972076186,5.860827432676723
